"APP ID"	"Date Announced"	"CIA Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Total"	"Broad Research Area"	"Field(s) of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
"2014100"	2022-01-11	"Dr Madeleine  Gill"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Understanding Cirrhotic Cardiomyopathy"	"Centenary Institute of Cancer Medicine and Cell Biology"	"NSW"	"Research Institutes"	123793.5	"Clinical Medicine and Science"	"clinical sciences | gastroenterology and hepatology |"	"cirrhosis"	"portal hypertension"	"liver transplantation"	"cardiomyopathy"	"metabolomics"	"Liver transplant is the only life-saving option for people with end-stage liver disease. People with liver disease can also have a type of heart failure that can be problematic with liver transplant because of the major stress on the body. This project aims to enrich our understanding of how often, and why this disease happens. We will use a new technique called \"metabolomics\" to look for specific bloods markers and also follow patients and the changes in their hearts before and after transplant"
"2014110"	2022-01-11	"Dr Garry Hamilton"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Radial artery conduits in coronary artery bypass surgery: the impact of prior instrumentation with a focus on the vascular biology and clinical outcomes."	"University of Melbourne"	"VIC"	"University"	135002	"Clinical Medicine and Science"	"cardiorespiratory medicine and heamatology | cardiology (incl. cardiovascular diseases) |"	"coronary artery bypass surgery"	"coronary artery disease"	"vascular biology"	"arterial flow dynamics"	"angiography"	"Certain patients with severely narrowed coronary arteries may require bypass (open heart) surgery, with the radial artery in the forearm frequently used as a bypass graft. Prior to surgery, this artery is also used to insert wires and plastic tubes which are fed up the arm to the heart to perform a coronary angiogram. This research aims to assess what damage a coronary angiogram does to the radial artery, and whether this impacts on its ability to be used as a coronary artery bypass graft."
"2014111"	2022-01-11	"Dr Prianka Puri"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"An integration of multi-omics and machine learning to stratify patients with lupus nephritis for precision medicine"	"University of Queensland"	"QLD"	"University"	131265.83	"Clinical Medicine and Science"	"immunology | autoimmunity |"	"lupus nephritis"	"gene transcription"	"expression profiling"	"metabolomics"	"artificial neural networks"	"This project will investigate genetic and metabolic changes associated with Lupus Nephritis (LN).  I will undertake transitional, genomic and metabolic profiling of patients to assess alterations associated with disease activity in LN. I will then analyse this data using machine learning to stratify patient disease class and generate non- invasive disease markers to predict LN activity and uncover new drug targets. This approach will provide personalised medicine for patients with LN."
"2014112"	2022-01-11	"Dr Sean Tan"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Cardiovascular Screening in Cancer Patients Treated with Immune Checkpoint Inhibitors"	"Monash University"	"VIC"	"University"	135002	"Clinical Medicine and Science"	"cardiorespiratory medicine and heamatology | cardiology (incl. cardiovascular diseases) | oncology and carcinogenesis | cancer therapy (excl. chemotherapy and radiation therapy) |"	"cancer immunotherapy"	"cardiovascular disease"	"cardiovascular disease prevention"	"cardiovascular risk factors"	"preventive screening"	"Patients with cancer treated with immunotherapy are at higher risk of cardiovascular disease. As cancer survival with immunotherapy is improving, it is important to address cardiovascular risk and screening in cancer patients to reduce the burden of cardiovascular disease and improve overall survivorship. We aim to evaluate cardiovascular risk and guide screening policies that could help prevent cardiovascular disease in cancer patients receiving immunotherapy."
"2014114"	2022-01-11	"Dr Alexandra Stewart"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"The role of cytochrome polymorphisms in primaquine metabolism and effects on its activity in radical cure of Plasmodium vivax infection"	"University of Melbourne"	"VIC"	"University"	135002	"Clinical Medicine and Science"	"clinical sciences | infectious diseases |"	"malaria"	"antimalarial"	"pharmacogenetics"	"clinical pharmacology"	"tropical medicine"	"Malaria is a mosquito-borne infection that can be life threatening. Globally there were 228 million cases and 405,000 deaths in 2018. One species, vivax malaria, can cause recurrent infection due to a dormant stage in the liver. The drug primaquine kills this dormant stage. However, recent studies have shown that genetic variations may limit primaquine effectiveness. This research will investigate how genetic variations affect primaquine metabolism and the prevention of recurrent vivax malaria."
"2014122"	2022-01-11	"Dr Tanya Ross"	"Postgraduate Scholarships"	"Public Health and Health Services Research"	"Informing future recommendations for prevention and treatment of ovarian cancer using population data"	"University of Queensland"	"QLD"	"University"	90168	"Public Health"	"public health and health services | epidemiology |"	"cancer epidemiology"	"ovarian cancer"	"survival analysis"	"quality of life"	"incidence"	"Ovarian cancer is the eighth most commonly diagnosed cancer in females worldwide. Five-year survival remains below 50% and physical and psychological symptoms are common amongst survivors. I aim to assess: 1. Factors associated with ovarian cancer risk to inform prevention strategies 2. Survival, symptom and wellbeing outcomes associated with current care pathways to optimise future treatment 3. Lifestyle and genetic factors associated with survival, symptoms and wellbeing to improve outcomes"
"2014140"	2022-01-11	"Mr Samuel Tu"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Cardiometabolic, Genetic and Lifestyle Risk Factors for Arrhythmias"	"University of Adelaide"	"SA"	"University"	77630	"Clinical Medicine and Science"	"cardiorespiratory medicine and heamatology | cardiology (incl. cardiovascular diseases) |"	"atrial fibrillation"	"arrhythmia"	"cardiovascular risk factors"	"lifestyle factors"	"electrophysiology"	"Abnormal heart rhythms are common conditions that cause debilitating symptoms and lead to poorer health outcomes. We have recently begun to appreciate the importance of managing lifestyle and other risk factors in these disorders; however, we still have an incomplete understanding of the role of alcohol consumption, healthy diet, and iron deficiency. This project will inform us of the optimal management of these risk factors, to provide the best care for patients with heart rhythm disorders."
"2014142"	2022-01-11	"Ms Isobel Todd"	"Postgraduate Scholarships"	"Public Health and Health Services Research"	"Perinatal and early childhood risk and protective factors for paediatric infection"	"Murdoch Childrens Research Institute"	"VIC"	"Research Institutes"	93056	"Public Health"	"public health and health services | epidemiology | paediatrics and reproductive medicine | foetal development and medicine |"	"pregnancy"	"epidemiology"	"maternal and child health"	"birth"	"risk prediction"	"Infection is the most common reason for children needing healthcare. All children are exposed to viruses and bacteria that can cause them to become ill. However, some children are more likely to become ill or get a more severe illness than other children, and the reasons why are not known. This project looks at whether events or conditions during pregnancy, birth and the early years of life could change how likely children are to get sick, or how severe their illness is."
"2014147"	2022-01-11	"Ms Melissa  Savaglio"	"Postgraduate Scholarships"	"Public Health and Health Services Research"	"Developing a community-based psychosocial intervention for  young people with mental illness"	"Monash University"	"VIC"	"University"	67346	"Public Health"	"public health and health services | mental health |"	"adolescent"	"adolescent health"	"community intervention"	"psychosocial"	"participatory action research"	"The overall aim is to design, develop, deliver, and evaluate a community-based program for youth with serious mental illness. The tangible outcome of this research will be the development of a trauma-informed, community-based mental health program that has been designed by youth, for youth, to effectively meet their unique psychosocial needs. It is intended that the program improves psychosocial functioning, reduces symptom severity, and enhances the life trajectory of these vulnerable youth."
"2014148"	2022-01-11	"Mrs Lorelle Holland"	"Postgraduate Scholarships"	"Aboriginal and Torres Strait Islander Health Research"	"Decolonising approaches for Aboriginal and Torres Strait Islander children with complex health needs exposed to the youth justice system in Australia: Reducing incarceration and recidivism rates"	"University of Queensland"	"QLD"	"University"	115801.33	"Public Health"	"public health and health services | aboriginal and torres strait islander health |"	"young offenders"	"aboriginal child"	"aboriginal mental health"	"health inequalities"	"neurodevelopmental disorders"	"Urgent research is required to reduce lifelong harm and the over-representation of Aboriginal and Torres Strait Islander youth who are exposed to police custody and youth detention. A co-designed culturally appropriate diversionary model of care is imperative to identify complex health needs and create alternative pathways, away from detention. Scoping literature reviews and yarning circles with Aboriginal and Torres Strait Islander youth and their communities will inform this process."
"2014162"	2022-01-11	"Ms Amelia Hyatt"	"Postgraduate Scholarships"	"Public Health and Health Services Research"	"Determining health system and public policy elements for successful implementation and sustainability of cervical cancer elimination strategies at a country and regional level"	"University of Melbourne"	"VIC"	"University"	93056	"Public Health"	"oncology and carcinogenesis | solid tumours | public health and health services | health promotion | public health and health services | public health and health services not elsewhere classified |"	"cancer prevention"	"population health"	"health policy"	"health systems"	"cervical cancer"	"The global burden of cervical cancer is significant, however elimination is possible. This PhD aims to support global cervical cancer elimination by determining a best practice approach for member states to achieve optimum implementation of WHO strategies and concurrent health system strengthening. Policy analysis, stakeholder consultation and expert consensus will be used to develop a planning tool for governments to optimise implementation of cervical cancer elimination strategies."
"2014163"	2022-01-11	"Dr Deonna Ackermann"	"Postgraduate Scholarships"	"Public Health and Health Services Research"	"Optimising trial processes and generating translational gains: Studies Within A Trial (SWATs) for the MELSELF randomised controlled trial of patient-led melanoma surveillance."	"University of Sydney"	"NSW"	"University"	62204	"Health Services Research"	"oncology and carcinogenesis | cancer diagnosis | public health and health services | epidemiology | public health and health services | public health and health services not elsewhere classified |"	"cutaneous melanoma"	"clinical epidemiology"	"clinical trial"	"diagnostic test"	"screening"	"With increasing concerns about research waste in clinical trials, there is recognition of the need to improve the design and operation of trials. With that in mind the Studies Within a Trial (SWAT) methodology has been developed to generate evidence to inform the conduct of future trials. My research will evaluate strategies to improve participant recruitment, retention, and intervention adherence within a series of SWATs embedded within a melanoma surveillance host trial."
"2014165"	2022-01-11	"Mr Alexander Terrill"	"Postgraduate Scholarships"	"Public Health and Health Services Research"	"Application of advanced manufacturing technologies to offload diabetes-related foot ulceration"	"Queensland University of Technology"	"QLD"	"University"	85244.83	"Health Services Research"	"clinical sciences | podiatry | biomedical engineering | medical devices | public health and health services | public health and health services not elsewhere classified |"	"chronic leg or foot ulcers"	"diabetic complications"	"biomedical engineering"	"allied health"	"footwear"	"People with diabetes can develop wounds on their feet due to high pressures. These wounds cause significant health and personal impacts for those affected and present a high cost to the health system. Current treatments are not always provided and are often not used by patients. This project explores how 3D scanning, computer aided design, and 3D printing could be used to make a more affordable, accessible and personalised treatment that clinicians are more likely to provide and patients use."
"2014166"	2022-01-11	"Stephanie Bond"	"Postgraduate Scholarships"	"Public Health and Health Services Research"	"Development and evaluation of strategies to improve syphilis screening of pregnant women to prevent congenital syphilis"	"Monash University"	"VIC"	"University"	135002	"Public Health"	"public health and health services | public health and health services not elsewhere classified |"	"syphilis"	"antenatal care"	"antenatal screening"	"congenital disease"	"sexual health"	"This project aims to improve screening for syphilis at a time when increasing numbers of babies are being infected with syphilis. It will have three main aims: to assess the current situation regarding syphilis screening during pregnancy, to implement a new screening policy in pregnancy and to assess the efficacy of the new policy and techniques."
"2014180"	2022-01-11	"Ms Erin Madden"	"Postgraduate Scholarships"	"Public Health and Health Services Research"	"Improving evidence-based practice for comorbid alcohol and other drug and mental health conditions: the role of implementation science and quality improvement toolkits"	"University of Sydney"	"NSW"	"University"	93056	"Health Services Research"	"public health and health services | mental health |"	"substance use"	"quality improvement"	"evidence-based clinical practice"	"mental health"	"implementation"	"Alcohol and other drug (AOD) and mental disorders frequently co-occur, yet there is a lack of evidence-based treatment in AOD services and a lack of studies focusing on reducing this evidence-to-practice gap. This thesis seeks to improve evidence-based practice in AOD services by developing, implementing and evaluating the effectiveness of a quality improvement toolkit that assists services to implement evidence-based guidelines for managing comorbid mental health conditions in AOD settings."
"2014206"	2022-01-11	"Anna Le Fevre"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Investigating epigenetic regulators of disease and novel epigenetic treatment approaches for imprinting disorders"	"Walter and Eliza Hall Institute of Medical Research"	"VIC"	"Research Institutes"	135002	"Clinical Medicine and Science"	"genetics | epigenetics (incl. genome methylation and epigenomics) |"	"epigenetics"	"genomic imprinting"	"gene silencing"	"alternate pharmacotherapies"	"abnormal development"	"Prader-Willi Syndrome (PWS) and Schaaf-Yang syndrome (SYS) are incurable disorders caused by a lack of expression of the paternal copy of particular genes. Patients have normal maternal copies but these are switched off. A potential treatment is to activate the silenced copies by removing the function of proteins that normally repress their expression. Here we will investigate a new potential treatment for PWS/SYS targeting the protein called SMCHD1 that normally switches off these genes."
"2014208"	2022-01-11	"Dr Bernadette Ricciardo"	"Postgraduate Scholarships"	"Aboriginal and Torres Strait Islander Health Research"	"Koolungar Urban Moorditj Healthy Skin: Determining the burden of skin disease in urban Aboriginal children and adolescents."	"University of Western Australia"	"WA"	"University"	123793.5	"Clinical Medicine and Science"	"clinical sciences | dermatology | clinical sciences | infectious diseases | public health and health services | aboriginal and torres strait islander health |"	"aboriginal health"	"aboriginal child"	"dermatology"	"skin disease"	"skin infections"	"Skin infections and their complications are very common in remote-living Australian-Aboriginal children, but we do not know if urban Aboriginal children have this same risk. This is despite almost 80% of Australia's Aboriginal and Torres Strait Islander population living in regional and metropolitan areas. Working with Aboriginal Elders, we have designed a project to determine how common skin diseases are in urban Aboriginal youth, in order to improve prevention and treatment of skin infections."
"2014210"	2022-01-11	"Dr Victoria Hall"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Defining host immune response and prevention strategies for viral respiratory tract infections in patients with haematological malignancy"	"University of Melbourne"	"VIC"	"University"	135002	"Clinical Medicine and Science"	"clinical sciences | infectious diseases |"	"respiratory viruses"	"haematological malignancy"	"host response"	"vaccination"	"vaccines"	"Viruses such as COVID-19 and influenza can lead to severe chest infections in patients with blood cancers. This research project aims to study the immune response to infection by these viruses in patients receiving treatment for blood cancers. This information will help us to improve treatment and vaccination against these viruses. A major aim is to prevent further infection. Results from this project may change current vaccination practice in Australia and lead to further research projects."
"2014215"	2022-01-11	"Dr Thomas Lew"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Enhancing venetoclax and other pro-apoptotic agents to improve outcomes for patients with haematological malignancies"	"Walter and Eliza Hall Institute of Medical Research"	"VIC"	"Research Institutes"	135002	"Clinical Medicine and Science"	"oncology and carcinogenesis | haematological tumours |"	"anticancer drug"	"drug resistance"	"dna barcoding"	"acute myeloid leukaemia (aml)"	"chronic lymphocytic leukaemia (cll)"	"Blood cancers kill &gt;4,500 Australians per year. A new drug, venetoclax, has significantly improved outcomes for these patients, but relapses frequently occur. This PhD will analyse cancer cells at the single cell level to identify and specifically target the resistant populations that cause relapse. We will study how to undermine the energy metabolism of cancer cells, which may synergise with venetoclax. These projects strive to develop new treatments to improve patient care and achieve cures."
"2014234"	2022-01-11	"Dr Yin Yuan"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Dissecting the challenge of AML"	"Walter and Eliza Hall Institute of Medical Research"	"VIC"	"Research Institutes"	135002	"Clinical Medicine and Science"	"oncology and carcinogenesis | haematological tumours |"	"haematology"	"cancer biology"	"leukaemia"	"molecular basis of disease"	"anticancer drug"	"Acute myeloid leukaemia (AML) is a life-threatening blood cancer that is difficult to treat. Recently, several new “targeted therapy” drugs have been developed, which work by blocking specific changes in cancer cells that help them survive and grow. Unfortunately, resistance to treatment commonly emerges. This project aims to understand how resistance can arise and how they affect responsiveness to different drugs. This information will help us develop better treatments for patients with AML."
"2014244"	2022-01-11	"Ashwin Bhaskaran"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Ventricular arrhythmia mechanisms and therapies"	"University of Sydney"	"NSW"	"University"	135002	"Clinical Medicine and Science"	"cardiorespiratory medicine and heamatology | cardiology (incl. cardiovascular diseases) |"	"arrhythmia"	"sudden cardiac death"	"cardiomyopathy"	"electrophysiology"	"pharmacotherapy"	"Heart disease is the leading cause of death in Australia, with heart rhythm disorders being a major cause for debilitating symptoms and sudden cardiac death. Our understanding of heart rhythm disorders is incomplete. My aim is to study the mechanisms and therapies of heart rhythm disorders, including medications and procedural technologies, using advanced techniques and diagnostic tools to treat and potentially cure heart rhythm disorders, improve quality of life &amp; prevent sudden cardiac death."
"2014245"	2022-01-11	"Dr Sarah Holper"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Untangling Neuroinflammation's Role in Alzheimer's Disease Development (UNRAVEL)"	"Walter and Eliza Hall Institute of Medical Research"	"VIC"	"Research Institutes"	135002	"Clinical Medicine and Science"	"clinical sciences | geriatrics and gerontology |"	"dementia"	"geriatrics"	"neuroinflammation"	"neurodegeneration"	"aged care"	"My PhD will lead to new understandings around the associations between tau homeostasis, neuroinflammation, and neurodegeneration, as well as identifying clinically useful biomarkers to support the diagnosis, prognosis and monitoring of patients with AD. My work will also shed light on the effects of SAMe on neuroinflammatory pathways, providing further information on the activity of this potential therapeutic, as well as identifying novel potential neuroinflammatory therapeutic targets."
"2014256"	2022-01-11	"Dr Yara-Natalie Abo"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"A randomised controlled human challenge trial to evaluate Strep A vaccine efficacy, safety, and immunogenicity"	"Murdoch Childrens Research Institute"	"VIC"	"Research Institutes"	135002	"Clinical Medicine and Science"	"clinical sciences | infectious diseases |"	"group a streptococcal disease"	"pharyngitis"	"rheumatic fever"	"immunity"	"vaccine development"	"In human challenge models, healthy volunteers are given a carefully monitored infection to learn how diseases work and how to stop them. In this project, a new Australian strep throat human model will be used to test a vaccine against Strep A, which affects &gt;750 million and kills &gt;500,000 annually."
"2014258"	2022-01-11	"Ms Chandana Guha"	"Postgraduate Scholarships"	"Public Health and Health Services Research"	"Improving care and outcomes for vulnerable patients with chronic kidney disease – the young and the elderly"	"University of Sydney"	"NSW"	"University"	67346	"Public Health"	"public health and health services | epidemiology |"	"public health"	"kidney disease"	"patient preference"	"paediatric"	"geriatric assessment"	"This study aims to examine patient-centered interventions for vulnerable populations with chronic kidney disease that assist with managing their condition, accessing care to ultimately improve healthcare outcomes. Specifically the study will assess the impact of personalised care plans that integrates patient priorities to improve the quality of life and reduce the burden of disease among children and older frail people with CKD and their families; and engaging patients in translatable research."
"2014261"	2022-01-11	"Dr Kasun De Silva"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Novel technologies and strategies to identify arrhythmogenic substrate and triggers for sudden cardiac death"	"University of Sydney"	"NSW"	"University"	90168	"Clinical Medicine and Science"	"cardiorespiratory medicine and heamatology | cardiology (incl. cardiovascular diseases) |"	"cardiac arrhythmia"	"ventricular tachycardia"	"sudden cardiac death"	"non-invasive"	"echocardiography"	"The most common cause of sudden cardiac death is ventricular arrhythmias (VAs) - rapid heart rhythms can cause the heart to stop beating. Catheter ablation (CA), where regions of the heart from which these rhythms arise (scar) are burned can treat VA however requires accurate identification scar with invasive maps. Novel technologies including machine learning, 3D echocardiography and ECG imaging allow for non-invasive characterisation. This project aims to further validate these technologies."
"2014262"	2022-01-11	"Alice Powell"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Exceptional cognition in old age and interactions with other aspects of successful ageing"	"University of New South Wales"	"NSW"	"University"	123793.5	"Clinical Medicine and Science"	"clinical sciences | geriatrics and gerontology |"	"healthy ageing"	"dementia"	"frailty"	"psychosocial factors"	"cognition"	"Research on adults who function successfully at older ages could provide insights into what determines wellbeing in old age, how dementia could be prevented and what services might be required for older adults. This research will examine not just memory and other cognitive processes but also physical function and social connectedness to see how these aspects of functioning interact in successful ageing."
"2014266"	2022-01-11	"Miss Nicola Creagh"	"Postgraduate Scholarships"	"Public Health and Health Services Research"	"Evaluating the use of an open access self-collection cervical screening pathway: The solution to declining participation and to long standing inequities?"	"University of Melbourne"	"VIC"	"University"	93056	"Public Health"	"public health and health services | preventive medicine | public health and health services | primary health care |"	"cervical screening"	"women's health"	"health systems"	"evaluation"	"implementation"	"Australia’s renewed National Cervical Screening Program enabled an alternative self-collection pathway for women who were under-screened. Data collected from early adopters indicates it is highly acceptable, however,  significant implementation issues with the strict eligibility criteria and limited promotion have led to a low uptake of the pathway. This research will evaluate the use of open access to self-collection as a solution to addressing longstanding inequities in Australia’s program."
"2014285"	2022-01-11	"Dr Huong Nguyen"	"Postgraduate Scholarships"	"Aboriginal and Torres Strait Islander Health Research"	"A Cognitive Ageing Risk Evaluation (CARE) Tool to Support Clinical Diagnosis of Dementia for Aboriginal and Torres Strait Islander Peoples"	"University of Melbourne"	"VIC"	"University"	105112.67	"Clinical Medicine and Science"	"public health and health services | aboriginal and torres strait islander health | clinical sciences | geriatrics and gerontology |"	"aboriginal health"	"cognitive impairment"	"dementia"	"risk factors"	"primary care"	"Dementia among Aboriginal and Torres Strait Islander peoples is much greater than the general Australian population.  There is need to better understand the risk factors that account for this and the role of brain imaging and blood tests in assessment of Aboriginal and Torres Strait Islander peoples vulnerable to cognitive decline.  This research will look at the risk factors and blood markers to improve diagnosis, management and support for patients and families affected."
"2014292"	2022-01-11	"Dr Oliver Cronin"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"The Science of Cold Snare Polypectomy"	"University of Sydney"	"NSW"	"University"	101376.5	"Clinical Medicine and Science"	"clinical sciences | gastroenterology and hepatology | public health and health services | preventive medicine |"	"colorectal cancer prevention"	"non-familial adenomatous polyposis"	"colonoscopy"	"colorectal cancer risk"	"colorectal cancer"	"Colorectal cancer (CRC) was the third most commonly diagnosed cancer in Australia in 2017 with an estimated incidence rate of 67 per 100,000. Screening by colonoscopy can lead to a reduced cancer incidence as well as mortality through early detection of cancer and pre-cancerous lesions. Endoscopy training is heuristic and imperfect.  Identifying risk factors for incomplete polypectomy and quantifying adequate resection margin will help frame world polypectomy guidelines."
"2014294"	2022-01-11	"Ms Thi Tran"	"Postgraduate Scholarships"	"Public Health and Health Services Research"	"How does methamphetamine use, mental health and treatment interventions affect one another?"	"University of New South Wales"	"NSW"	"University"	117839	"Public Health"	"public health and health services | mental health |"	"drug dependence"	"mental health"	"amphetamine"	"drug abuse"	"epidemiology"	"Within Australia, an increasing proportion of people are using crystalline methamphetamine, or ice. Using amphetamines has been linked to various harms and an increased risk of comorbid mental health disorders. However, exploring the link between comorbid mental health and treatment outcomes has been limited. The proposed PhD aims to explore this link further through linking multiple cohorts of people dependent on methamphetamine as well as methamphetamine-related hospital presentations."
"2014320"	2022-01-11	"Dr Robert Little"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Modulation of the gut microbiome and mucosal immune response in IBD"	"Monash University"	"VIC"	"University"	135002	"Clinical Medicine and Science"	"clinical sciences | gastroenterology and hepatology | immunology | cellular immunology | medical microbiology | medical bacteriology |"	"inflammatory bowel disease (ibd)"	"clinical microbiology"	"gut immunity"	"chronic inflammation"	"drug effects"	"Inflammatory bowel disease (IBD) is an incurable condition with significant morbidity and mortality. Australia has one of the highest prevalence rates in the world, costing $3.1 billion dollars annually.  The gut microbiome appears to be a key player in the onset and trajectory of IBD. Over the course of a 4 year PhD, we aim to evaluate how the gut microbiome affects the gut immune system and how this can be utilised to develop and target drug therapy to better control and potentially cure IBD."
"2008433"	2022-01-11	"Dr Pengfei Cai"	"International Collaborations"	"NHMRC e-ASIA 2021 Joint Research Program"	"Innovative point-of-care diagnostics and environmental surveillance tools for the elimination of Asian schistosomiasis"	"QIMR Berghofer Medical Research Institute"	"QLD"	"Research Institutes"	749987	"Basic Science"	"medical microbiology | medical parasitology |"	"schistosomiasis"	"molecular diagnostics"	"immunodiagnosis"	"environmental epidemiology"	"quantitative polymerase chain reaction (pcr)"	"Accurate and rapid diagnostics are one of the key cornerstones for control and elimination of schistosomiasis in Asia.  This cooperative research project aims to develop and trial rapid, cost-effective, field-friendly point-of-care (POC) diagnostics  and environmental  DNA (eDNA) detection tests for Asian schistosomiasis. Integrating the POCs and eDNA detection to the current schistosomiasis control programs within Asia and beyond can lead control policy and assess elimination goals.</field><field id=\"e-Asia Project Title\">Innovative point-of-care diagnostics and environmental surveillance tools for the elimination of Asian schistosomiasis"
"2009545"	2022-01-11	"Assoc Prof Jason Ong"	"International Collaborations"	"NHMRC e-ASIA 2021 Joint Research Program"	"Ending HIV transmission by Optimizing Pre-exposure prophylaxis in East Asia (HOPE)"	"Monash University"	"VIC"	"University"	667191.2	"Public Health"	"public health and health services | preventive medicine |"	"human immunodeficiency virus (hiv)"	"infectious diseases"	"public health"	"health economics"	"randomised controlled trial (rct)"	"This cooperative research project aims to bring together regional experts to co-design strategies with affected communities in Australia, Thailand and Philippines to optimize adherence to pre-exposure prophylaxis (PrEP) for HIV. Activities include networking and capacity building through cross-country, multidisciplinary workshops and conferences; and implementing interventions informed by innovative methods (crowdsourcing, discrete choice experiments) to optimize adherence among PrEP users.</field><field id=\"e-Asia Project Title\">Ending HIV transmission by Optimizing Pre-exposure prophylaxis in East Asia (HOPE)"
"2009656"	2022-01-11	"Prof Freya Fowkes"	"International Collaborations"	"NHMRC e-ASIA 2021 Joint Research Program"	"Vector sero-surveillance tools to accelerate malaria elimination"	"Burnet Institute"	"VIC"	"Research Institutes"	745125.35	"Clinical Medicine and Science"	"medical microbiology | medical parasitology | public health and health services | epidemiology | immunology | immunology not elsewhere classified |"	"malaria transmission"	"mosquito transmission"	"infectious diseases"	"immune surveillance"	"malaria control"	"Measuring antibody responses to mosquito salivary proteins in human sera may be a practical, highly sensitive alternative approach to estimate human biting rates and exposure to vector-borne diseases such as malaria. We will measure these salivary antibodies in a human biting challenge trial where volunteers are repeatedly bitten by mosquitoes to define antibody thresholds which predict biting rates. Furthermore, we will validate this sero-surveillance tool in field trials of vector control."
"2009816"	2022-01-11	"Assoc Prof Tao Liu"	"International Collaborations"	"NHMRC e-ASIA 2021 Joint Research Program"	"Targeting MYCN/NCYM for cancer therapy"	"University of New South Wales"	"NSW"	"University"	699317	"Basic Science"	"oncology and carcinogenesis | molecular targets | oncology and carcinogenesis | cancer therapy (excl. chemotherapy and radiation therapy) |"	"p53"	"neuroblastoma"	"liver cancer"	"gene transcription"	"cancer treatment"	"Primary liver cancer is a common cause of death from cancer in adults. Hepatocellular carcinoma represents approximately 90% of all cases of primary liver cancer. Cancer is the most common cause of death from diseases in children. Neuroblastoma is the most common solid tumour in early childhood. In this project, we will identify a novel therapeutic strategy targeting hepatocellular carcinoma and neuroblastoma for clinical translation."
"2014513"	2022-01-11	"Prof Simon Lewis"	"International Collaborations"	"2021 NHMRC-European Union Joint Programme on Neurodegenerative Disease Research - JPND"	"COgNiTive propagation in pRodrOmaL Parkinson’s disease: CONTROL-PD"	"University of Sydney"	"NSW"	"University"	462501	"Clinical Medicine and Science"	"neurosciences | neurology and neuromuscular diseases |"	"rapid eye movement (rem) sleep"	"parkinson disease"	"dementia with lewy bodies"	"parkinsonism"	"phenotype"	"It has long been felt that not all patients with Parkinson’s disease are affected by the same pattern of cell death, which results in differences in their presentation, progression and response to treatment.  This program will link international research teams who have can perform detailed assessments not only patients with the condition but also in the prodromal phases of disease to help better understand these differences and improve outcomes."
"2014629"	2022-01-11	"Prof Sarah Spencer"	"International Collaborations"	"2021 NHMRC-European Union Joint Programme on Neurodegenerative Disease Research - JPND"	"Effects of early-Stress On Lipid mediators and Inflammation for early Detection of neurodegeneration (SOLID)"	"RMIT University"	"VIC"	"University"	499604.9	"Basic Science"	"neurosciences | central nervous system | cognitive science | neurocognitive patterns and neural networks | medical physiology | systems physiology |"	"alzheimer disease"	"microglia"	"omega-3 fatty acids"	"neuroinflammation"	"cognition"	"The next frontier in Alzheimer’s Disease (AD) research is to find easily measurable biomarkers for neurodegeneration and cognitive dysfunction. Our translational project will leverage data and samples from 4 established human cohorts and 10+ rodent models. We will identify i) early biomarkers predictive of neurodegeneration and cognitive dysfunction ii) the causal role of early-life adversity on predisposition to AD and iii) an intervention strategy for alleviating these effects."
"2014651"	2022-01-11	"Dr Allan McRae"	"International Collaborations"	"2021 NHMRC-European Union Joint Programme on Neurodegenerative Disease Research - JPND"	"Leveraging medical records to identify patients at risk of neurodegenerative disease"	"University of Queensland"	"QLD"	"University"	482706.14	"Health Services Research"	"neurosciences | neurology and neuromuscular diseases | genetics | neurogenetics | econometrics | economic models and forecasting |"	"neurodegenerative disorders"	"electronic health information"	"complex genetic disease"	"brain imaging"	"health economics"	"Neurodegenerative diseases represent one of the main public health issues in our western societies and one of the greatest challenges in drug development. Therapeutic intervention for these disease works best with early intervention, ideally at pre-symptomatic stages. LeMeReND proposes to use electronic health records (EHR) to identify biomedical risk factors through studying previous diagnoses (pre-clinical comorbidities), drug prescription, clinical care usage, and biological test results."
