"APP ID"	"Date Announced"	"CIA_NAME"	"GRANT_TYPE"	"SUB_TYPE"	"SIMPLIFIED TITLE"	"ADMIN_ INSTITUTION"	"STATE"	"2014"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"	"TOTAL"	"BROAD_RESEARCH_AREA"	"FOR_ CATEGORY"	"FIELD_OF_  RESEARCH"	"RESEARCH_KW_1"	"RESEARCH_KW_2"	"RESEARCH_KW_3"	"RESEARCH_KW_4"	"RESEARCH_KW_5"	"Sector"
"1092092"	2014-10-17	"Prof Alan Cass"	"NHMRC Partnerships"	"Partnership Project for Better Health"	"To improve the quality and access to dialysis treatments by Indigenous Australians from remote areas by using a patient-centred approach to determine the cost-effectiveness of treatment models that include the health, social and economic impact"	"Menzies School of Health Research"	"NT"	36726.425	434728.733333333	367348.683333333	321530.458333333	NA	NA	NA	1160334	"Health Services"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Aboriginal and Torres Strait Islander Health"	"indigenous health"	"health econometrics"	"nephrology"	"health services research"	"public health"	"MRI"
"1092136"	2014-10-17	"Ms Sasha Lanyon"	"Early Career Fellowships (Australia)"	"Peter Doherty Biomedical ECF"	"Fetal immune response to vertical transmission of Toxoplasma gondii"	"University of Adelaide"	"SA"	NA	77359	77359	77359	77359	NA	NA	309436	"Basic Science"	"IMMUNOLOGY"	"Immunology not elsewhere classified"	"vertical transmission"	"protozoan parasite"	"fetal"	"immune tolerance"	"animal model"	"University"
"1092153"	2014-10-17	"Dr Donald McLeod"	"Early Career Fellowships (Australia)"	"Health Professional Research ECF"	"The causes, treatment, and prognosis of thyroid disease"	"Queensland Institute of Medical Research"	"QLD"	NA	46179.5	46179.5	46179.5	46179.5	NA	NA	184718	"Clinical Medicine and Science"	"OTHER MEDICAL AND HEALTH SCIENCES"	"Medical and Health Sciences not elsewhere classified"	"Graves' disease"	"thyroid disease"	"autoimmune disease"	"epidemiology"	"therapeutics"	"MRI"
"1092158"	2014-10-17	"Dr Lisa Nicholas"	"Early Career Fellowships (Overseas)"	"CJ Martin Biomedical ECF"	"The transgenerational epigenetic inheritance of parental obesity"	"Victor Chang Cardiac Research Institute"	"NSW"	NA	95651	95651	77359	77359	NA	NA	346020	"Basic Science"	"GENETICS"	"Epigenetics (incl. Genome Methylation and Epigenomics)"	"epigenetics"	"prenatal programming"	"metabolic disorders"	"intervention study"	"insulin signalling"	"MRI"
"1092160"	2014-10-17	"Dr Christina Chang"	"Early Career Fellowships (Australia)"	"Australian Clincal Research ECF"	"Understanding the establishment of HIV reservoirs and development of HIV eradication strategies"	"Monash University"	"VIC"	NA	92359	92359	92359	92359	NA	NA	369436	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Infectious Diseases"	"human immunodeficiency virus (HIV)"	"virology"	"immunology"	"clinical trial"	"human"	"University"
"1092170"	2014-10-17	"Dr Fabian Buske"	"Early Career Fellowships (Australia)"	"Peter Doherty Biomedical ECF"	"Unravelling the dynamic interplay between DNA-binding complexes, chromatin organisation and epigenetic remodelling during cancerogenesis."	"Garvan Institute of Medical Research"	"NSW"	NA	77359	77359	77359	77359	NA	NA	309436	"Basic Science"	"GENETICS"	"Epigenetics (incl. Genome Methylation and Epigenomics)"	"chromatin structure"	"epigenetics"	"data analysis"	"mechanisms"	"cancer research"	"MRI"
"1092183"	2014-10-17	"Dr Bridie Scott-Parker"	"Early Career Fellowships (Australia)"	"Public Health (Australia) ECF"	"Emotions, situation awareness and the risky driving behaviour of young novice drivers"	"University of the Sunshine Coast"	"QLD"	NA	77359	77359	77359	77359	NA	NA	309436	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Public Health and Health Services not elsewhere classified"	"public health"	"psychology"	"young adults"	"road safety"	"intervention"	"University"
"1092191"	2014-10-17	"Dr Alison Care"	"Early Career Fellowships (Overseas)"	"CJ Martin Biomedical ECF"	"Impaired cardiovascular-immune interactions in preeclampsia"	"University of Adelaide"	"SA"	NA	88115	88115	77359	77359	NA	NA	330948	"Basic Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Obstetrics and Gynaecology"	"reproductive immunology"	"regulatory T cells"	"cardiovascular disease"	"endothelial function"	"pre-eclampsia"	"University"
"1092264"	2014-10-17	"Dr Rebecca Vanders"	"Early Career Fellowships (Australia)"	"Peter Doherty Biomedical ECF"	"Investigation and therapeutic targeting of the immune mechanisms that predispose to and increase the severity of influenza in pregnancy"	"University of Newcastle"	"NSW"	NA	77359	77359	77359	77359	NA	NA	309436	"Clinical Medicine and Science"	"IMMUNOLOGY"	"Cellular Immunology"	"respiratory diseases"	"influenza"	"inflammation"	"pregnancy"	"asthma"	"University"
"1092266"	2014-10-17	"Dr Judi Porter"	"Translating Research into Practice Fellowships"	"TRIP Fellowship"	"Overcoming barriers to protected mealtimes implementation to prevent and treat malnutrition"	"Monash University"	"VIC"	NA	86456	86455	NA	NA	NA	NA	172911	"Health Services"	"NUTRITION AND DIETICS"	"Nutrition and Dietetics not elsewhere classified"	"malnutrition"	"nutritional care evaluation"	"nutrition status"	"health care delivery"	"health care evaluation"	"University"
"1092280"	2014-10-17	"Dr Anja Knaupp"	"Early Career Fellowships (Australia)"	"Peter Doherty Biomedical ECF"	"What makes a cell pluripotent?"	"Monash University"	"VIC"	NA	77359	77359	77359	77359	NA	NA	309436	"Basic Science"	"MEDICAL BIOTECHNOLOGY"	"Regenerative Medicine (incl. Stem Cells and Tissue Engineering)"	"regenerative medicine"	"stem cell therapy"	"stem cell biology"	"biochemistry"	"gene regulation"	"University"
"1092440"	2014-10-17	"Dr Annie Quan"	"Early Career Fellowships (Australia)"	"Peter Doherty Biomedical ECF"	"Regulation of synaptic vesicle biogenesis for synaptic transmission"	"Children's Medical Research Institute"	"NSW"	NA	77359	77359	77359	77359	NA	NA	309436	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Cell Neurochemistry"	"synaptic mechanisms"	"synaptic transmission"	"synaptic vesicles"	"protein phosphorylation"	"protein trafficking"	"MRI"
"1092451"	2014-10-17	"Mr Mitchell Sullivan"	"Early Career Fellowships (Overseas)"	"CJ Martin Biomedical ECF"	"Exploring the Role of Glycogen Structure in Type 2 Diabetes."	"University of Queensland"	"QLD"	NA	110134	110134	77359	77359	NA	NA	374986	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Cell Metabolism"	"diabetes"	"glycogen"	"glycaemic control"	"carbohydrate metabolism"	"obesity"	"University"
"1092499"	2014-10-17	"A/Pr Kate Curtis"	"NHMRC Partnerships"	"Partnership Project for Better Health"	"IMPROVING HEALTH OUTCOMES IN CHILDREN SUFFERING MAJOR INJURY"	"University of Sydney"	"NSW"	7743.91666666667	97927	149177	104887.791666667	71873.1666666667	70085.125	NA	501694	"Health Services"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Paediatrics"	"injury"	"health policy evaluation"	"health outcomes"	"paediatric"	"economic evaluation"	"University"
"1092503"	2014-10-17	"A/Pr Rebecca Guy"	"NHMRC Partnerships"	"Partnership Project for Better Health"	"Uptake, sustainability and impact of scaling up point-of-care testing for sexually transmissible infections in remote and regional Aboriginal communities"	"University of New South Wales"	"NSW"	27555.5833333333	333869.275	364823.4875	318197.154166667	300838.616666667	61627.1333333333	NA	1406911	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Preventive Medicine"	"sexually-transmitted infections (STI)"	"Aboriginal health"	"prevention"	"primary care"	"treatment"	"University"
"1092508"	2014-10-17	"Ms Merran Findlay"	"Translating Research into Practice Fellowships"	"TRIP Fellowship"	"Best evidence to best practice: Implementing an innovative model of care for nutritional management of patients with head and neck cancer"	"Sydney Local Health Network"	"NSW"	NA	86456	86455	NA	NA	NA	NA	172911	"Health Services"	"NUTRITION AND DIETICS"	"Nutrition and Dietetics not elsewhere classified"	"translational research"	"nutritional care evaluation"	"evidence-based clinical practice"	"implementation"	"head and neck cancer"	"Other"
"1092547"	2014-10-17	"Prof Andrew Lloyd"	"NHMRC Partnerships"	"Partnership Project for Better Health"	"Surveillance and Treatment of Prisoners with hepatitis C (SToP-C)"	"University of New South Wales"	"NSW"	17968.0666666667	224134.529166667	326146.575	411448.033333333	331505.1125	183898.733333333	NA	1495101	"Public Health"	"CLINICAL SCIENCES"	"Infectious Diseases"	"hepatitis C infection"	"prison population"	"transmission"	"surveillance"	"cost-effectiveness"	"University"
"1092560"	2014-10-17	"Ms Fenella Gill"	"Translating Research into Practice Fellowships"	"TRIP Fellowship"	"Parent Initiated Response to Escalate Care of the Deteriorating Child: the PARTNER project"	"Curtin University of Technology"	"WA"	NA	86456	86455	NA	NA	NA	NA	172911	"Health Services"	"NURSING"	"Clinical Nursing: Secondary (Acute Care)"	"deterioration"	"health care delivery"	"child"	"parents"	"implementation"	"University"
"1092576"	2014-10-17	"Dr Jaquelyne Hughes"	"Early Career Fellowships (Australia)"	"Australian Clincal Research ECF"	"Improving health outcomes for Aboriginal and Torres Strait Islander Australians with chronic kidney disease"	"Menzies School of Health Research"	"NT"	NA	92359	92359	92359	92359	NA	NA	369436	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Nephrology and Urology"	"Aboriginal health"	"cardiovascular complications"	"cardiovascular risk factors"	"chronic renal failure"	"diabetic nephropathy"	"MRI"
"1092616"	2014-10-17	"Dr Huachun Zou"	"International Exchange Early Career Fellowships"	"Australia-China Exchange ECF"	"DEVELOPING AND EVALUATING NOVEL STRATEGIES FOR THE CONTROL OF SYPHILIS IN PRIORITY POPULATIONS"	"Macfarlane Burnet Institute for Medical Research and Public Health"	"VIC"	NA	77359	77359	NA	NA	NA	NA	154718	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Public Health and Health Services not elsewhere classified"	"infectious diseases"	"syphilis"	"clinical trial"	"policy development"	"sexually-transmitted infections (STI)"	"MRI"
"1092674"	2014-10-17	"Prof Emily Banks"	"NHMRC Partnerships"	"Partnership Project for Better Health"	"Identifying and prioritising points for intervention to reduce cardiovascular disease inequalities in Australia"	"Australian National University"	"ACT"	11041	133330	142080	135662	105855	NA	NA	527968	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Epidemiology"	"cardiovascular disease"	"health inequalities"	"socioeconomic status"	"indigenous health"	"mental health"	"University"
"1092680"	2014-10-17	"Ms Kristin Carson"	"Translating Research into Practice Fellowships"	"TRIP Fellowship"	"Training health professionals in smoking cessation and tobacco abuse prevention for Aboriginal Australians"	"University of Adelaide"	"SA"	NA	86456	86455	NA	NA	NA	NA	172911	"Health Services"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Aboriginal and Torres Strait Islander Health"	"smoking cessation"	"addiction prevention"	"Aboriginal health"	"translational research"	"health care utilisation"	"University"
"1092852"	2014-10-17	"Prof Andrew Grulich"	"NHMRC Partnerships"	"Partnership Project for Better Health"	"The HIV prevention revolution: measuring outcomes and maximising effectiveness"	"University of New South Wales"	"NSW"	21507.5241666667	254827.453333333	216973.129166667	195256.956666667	192187.460833333	158735.545833333	NA	1039488	"Health Services"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Preventive Medicine"	"preventive health"	"human immunodeficiency virus (HIV)"	"homosexuality"	"health services research"	"preventive screening"	"University"
"1092933"	2014-10-17	"Dr Marie Bismark"	"NHMRC Partnerships"	"Partnership Project for Better Health"	"Notifications to the Australian Health Practitioner Regulation Agency: Identifying ‘hot spots’ of risk to help improve the quality and safety of healthcare"	"University of Melbourne"	"VIC"	7475.65833333333	89923.8041666667	91730.3625	78354.925	NA	NA	NA	267485	"Health Services"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Epidemiology"	"patient safety"	"regulation"	"medical education"	"risk assessment"	"competence"	"University"
"N/A"	2014-10-17	"N/A"	"Minister's Medal - for first ranked CDF"	"Minister's Medal - for first ranked CDF"	"Minister's Medal - for first ranked CDF"	"N/A"	"N/A"	NA	NA	NA	NA	NA	NA	NA	50000	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"N/A"
"1091646"	2015-03-25	"Prof Gary Housley"	"NHMRC Development Grants"	"Development Grant"	"Closing the neural gap in the bionic ear"	"University of New South Wales"	"NSW"	NA	399586.7	309586.7	59340.5	NA	NA	NA	768514	"Clinical Medicine and Science"	"MEDICAL BIOTECHNOLOGY"	"Gene and Molecular Therapy"	"cochlear implant"	"hearing loss"	"gene therapy"	"therapeutics"	"biotechnology"	"University"
"1091996"	2015-03-25	"Prof Stuart Crozier"	"NHMRC Development Grants"	"Development Grant"	"Development of a non-invasive magnetic resonance based cartilage damage assessment technique"	"University of Queensland"	"QLD"	NA	188167.9	185434.9	165434.9	NA	NA	NA	539038	"Health Services"	"BIOMEDICAL ENGINEERING"	"Medical Devices"	"image processing"	"image analysis"	"biomedical engineering"	"musculoskeletal"	"magnetic resonance imaging (MRI)"	"University"
"1092808"	2015-03-25	"Prof Leann Tilley"	"NHMRC Development Grants"	"Development Grant"	"Proteasome inhibitors as reversers of resistance to artemisinin-based antimalarials"	"University of Melbourne"	"VIC"	NA	201287.3	260230.9	NA	NA	NA	NA	461518	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Parasitology"	"malaria drug resistance"	"malaria therapy"	"cancer chemotherapeutic agents"	"myeloma"	"drug interactions"	"University"
"1092904"	2015-03-25	"Prof Douglas Brooks"	"NHMRC Development Grants"	"Development Grant"	"Development of effective biomarkers for the diagnosis and prognosis of Prostate Cancer"	"University of South Australia"	"SA"	NA	378291	313291	338291	NA	NA	NA	1029873	"Basic Science"	"ONCOLOGY AND CARCINOGENESIS"	"Cancer Cell Biology"	"prostate cancer"	"early detection"	"early prognosis"	"cancer cell biology"	"endosomes"	"University"
"1093062"	2015-03-25	"A/Pr Philip Thompson"	"NHMRC Development Grants"	"Development Grant"	"Isoform selective PI3 kinase inhibitors for cancer, thrombosis and inflammatory disease"	"Monash University"	"VIC"	NA	228904.6	233904.6	NA	NA	NA	NA	462809	"Basic Science"	"MEDICINAL AND BIOMOLECULAR CHEMISTRY"	"Biologically Active Molecules"	"kinase inhibitors"	"drug discovery"	"anticancer drug"	"platelet aggregation"	"inflammatory diseases"	"University"
"1093184"	2015-03-25	"Dr Mark Green"	"NHMRC Development Grants"	"Development Grant"	"Development of a novel microfluidic device to treat male infertility"	"University of Melbourne"	"VIC"	NA	153707.5	191610	147256.25	NA	NA	NA	492574	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Reproduction"	"sperm function"	"motility"	"assisted reproductive technology (ART)"	"male infertility"	"in vitro fertilisation (IVF)"	"University"
"1093186"	2015-03-25	"Prof Paul Keall"	"NHMRC Development Grants"	"Development Grant"	"Breathe Well: Improving cancer imaging and targeted radiotherapy using audiovisual biofeedback"	"University of Sydney"	"NSW"	NA	217825	197825	172825	NA	NA	NA	588475	"Clinical Medicine and Science"	"OTHER PHYSICAL SCIENCES"	"Medical Physics"	"lung cancer"	"radiation oncology"	"radiation therapy"	"medical physics"	"clinical trial"	"University"
"1093256"	2015-03-25	"A/Pr Michael Lerch"	"NHMRC Development Grants"	"Development Grant"	"X-RATE: A novel radiation detector platform to realize new opportunities in radiotherapy at the Australian Synchrotron"	"University of Wollongong"	"NSW"	NA	132359	102359	102359	NA	NA	NA	337077	"Basic Science"	"OTHER PHYSICAL SCIENCES"	"Medical Physics"	"dosimetry"	"radiation dose"	"radiation therapy"	"glioma"	"treatment planning"	"University"
"1093304"	2015-03-25	"Prof Andrew Scott"	"NHMRC Development Grants"	"Development Grant"	"Humanisation and pre-clinical validation of a therapeutic anti-cancer antibody"	"Ludwig Institute for Cancer Research"	"VIC"	NA	260710.25	227807.75	189718	NA	NA	NA	678236	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Cancer Therapy (excl. Chemotherapy and Radiation Therapy)"	"antibody cancer therapy"	"antibody engineering"	"metalloproteinase"	"Notch signalling pathway"	"ErbB receptors"	"Research"
"1093307"	2015-03-25	"Prof Anthony Weiss"	"NHMRC Development Grants"	"Development Grant"	"Biothermosetting bone filler: an injectable osteoconductive repair material"	"University of Sydney"	"NSW"	NA	336271	251271	NA	NA	NA	NA	587542	"Basic Science"	"BIOMEDICAL ENGINEERING"	"Biomaterials"	"biomaterials"	"regenerative medicine"	"osteogenesis"	"tissue engineering"	"sheep"	"University"
"1093311"	2015-03-25	"Prof Daniel Schofield"	"NHMRC Development Grants"	"Development Grant"	"Formulation of a pan-species, multi-stage vaccine for the malaria eradication agenda"	"Walter and Eliza Hall Institute"	"VIC"	NA	370466	171815.5	213165	NA	NA	NA	755447	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Parasitology"	"malaria vaccine"	"malaria transmission"	"vaccine development"	"pre-clinical studies"	"adjuvant"	"Research"
"1093314"	2015-03-25	"Prof Sunita Chauhan"	"NHMRC Development Grants"	"Development Grant"	"Robotic Surgical System for Image Guided Non-invasive Focused Ultrasound Induced Ablation of Liver Cancers"	"Monash University"	"VIC"	NA	198164	203164	163164	NA	NA	NA	564492	"Clinical Medicine and Science"	"BIOMEDICAL ENGINEERING"	"Medical Devices"	"biomedical engineering"	"instrumentation"	"therapeutic manipulation"	"cancer treatment"	"imaging-controlled liver destruction"	"University"
"1093319"	2015-03-25	"Dr Marcus Kitchen"	"NHMRC Development Grants"	"Development Grant"	"Single  Shot X-ray Tomography for Real-Time Functional X-ray Imaging"	"Monash University"	"VIC"	NA	152359	82359	77359	NA	NA	NA	312077	"Basic Science"	"OTHER PHYSICAL SCIENCES"	"Medical Physics"	"imaging"	"diagnostic imaging"	"radiological diagnostics"	"radiology"	"preventive medicine"	"University"
"1093330"	2015-03-25	"A/Pr Craig McLachlan"	"NHMRC Development Grants"	"Development Grant"	"A fully implantable self powered extra aortic counterpulsation device¿ for translational development in hypertensive heart failure"	"University of New South Wales"	"NSW"	NA	372359	344718	152359	NA	NA	NA	869436	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Cardiology (incl. Cardiovascular Diseases)"	"cardiac dysfunction"	"cardiac failure"	"hypertension"	"cardiovascular disease"	"cardiovascular system"	"University"
"1093365"	2015-03-25	"Dr Hong Zhang"	"NHMRC Development Grants"	"Development Grant"	"Non-invasive therapy for keratoconus – Ultrasound enhanced delivery of riboflavin to cornea for transepithelial corneal collagen crosslinking"	"Centre for Eye Research Australia Ltd"	"VIC"	NA	207246.2	250228.55	126690.05	NA	NA	NA	584165	"Clinical Medicine and Science"	"OPHTHALMOLOGY and OPTOMETRY"	"Ophthalmology"	"cornea"	"corneal remodelling"	"ultrasound"	"drug delivery"	"drug delivery systems"	"Research"
"1093378"	2015-03-25	"Prof David Fairlie"	"NHMRC Development Grants"	"Development Grant"	"Development of antimalarial histone deacetylase inhibitors"	"University of Queensland"	"QLD"	NA	209718	214718	132359	NA	NA	NA	556795	"Basic Science"	"MEDICINAL AND BIOMOLECULAR CHEMISTRY"	"Biologically Active Molecules"	"histone deacetylase"	"inhibitors"	"Plasmodium falciparum"	"structure-based drug design"	"malaria drug resistance"	"University"
"1093388"	2015-03-25	"Prof Gary Anderson"	"NHMRC Development Grants"	"Development Grant"	"Anticalins: inhalable biologicals for severe asthma"	"University of Melbourne"	"VIC"	NA	303148.7	260912.8	NA	NA	NA	NA	564062	"Clinical Medicine and Science"	"MEDICAL BIOTECHNOLOGY"	"Medical Molecular Engineering of Nucleic Acids and Proteins"	"asthma therapy"	"protein engineering"	"biotechnology"	"safety"	"inflammation"	"University"
"1093450"	2015-03-25	"Prof Raymond Norton"	"NHMRC Development Grants"	"Development Grant"	"Peptide Therapeutics for the Treatment of Autoimmune Diseases: Stability, Delivery and Disposition"	"Monash University"	"VIC"	NA	179718	179718	NA	NA	NA	NA	359436	"Basic Science"	"PHARMACOLOGY AND PHARMACEUTICAL SCIENCES"	"Pharmaceutical Sciences"	"peptides"	"autoimmune disease"	"stability"	"pharmaceutical"	"pharmacokinetics"	"University"
"1093483"	2015-03-25	"Prof Paulette van Vliet"	"NHMRC Development Grants"	"Development Grant"	"Portable motor rehab device to improve arm movement after stroke"	"University of Newcastle"	"NSW"	NA	118308.45	116857.2	NA	NA	NA	NA	235166	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Physiotherapy"	"stroke rehabilitation"	"upper limb hemiplegia"	"biofeedback"	"physiotherapy"	"measurement"	"University"
"1093528"	2015-03-25	"Prof Vicki Anderson"	"NHMRC Development Grants"	"Development Grant"	"PEERS: developing an iPad-delivered social assessment tool for children and adolescents"	"Murdoch Childrens Research Institute"	"VIC"	NA	433006.25	443006.25	NA	NA	NA	NA	876013	"Public Health"	"PSYCHOLOGY"	"Personality, Abilities and Assessment"	"social problems"	"social and intellectual development"	"child behaviour"	"mental health"	"assessment"	"Research"
"1093532"	2015-03-25	"Dr Charani Ranasinghe"	"NHMRC Development Grants"	"Development Grant"	"Pre-clinica evaluation of a novel HIV-1 vaccine statrgy"	"Australian National University"	"ACT"	NA	228912.5	283208.5	NA	NA	NA	NA	512121	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Virology"	"vaccines"	"human immunodeficiency virus (HIV)"	"vaccination immunology"	"protective immunity"	"cytokine regulation"	"University"
"1093539"	2015-03-25	"Prof Colleen Nelson"	"NHMRC Development Grants"	"Development Grant"	"Novel prostate cancer target for diagnosis, imaging, detection of recurrence and response to therapy"	"Queensland University of Technology"	"QLD"	NA	224513.5	244513.5	234513.5	NA	NA	NA	703541	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Oncology and Carcinogenesis not elsewhere classified"	"prostate cancer"	"imaging"	"cancer detection"	"cancer metastasis"	"cancer cell biology"	"University"
"1093566"	2015-03-25	"Prof Mark Smyth"	"NHMRC Development Grants"	"Development Grant"	"Development of CD96 antibodies for cancer treatment"	"Queensland Institute of Medical Research"	"QLD"	NA	263164	335523	197359	NA	NA	NA	796046	"Basic Science"	"IMMUNOLOGY"	"Tumour Immunology"	"immunotherapy"	"natural killer cells"	"T cells"	"antibody cancer therapy"	"receptors"	"Research"
"1093569"	2015-03-25	"Dr Glen Boyle"	"NHMRC Development Grants"	"Development Grant"	"Development of a novel drug for chronic and infected wounds"	"Queensland Institute of Medical Research"	"QLD"	NA	174718	169718	123538.5	NA	NA	NA	467975	"Basic Science"	"OTHER MEDICAL AND HEALTH SCIENCES"	"Medical and Health Sciences not elsewhere classified"	"wound healing"	"wound repair"	"wounds"	"ulceration"	"novel therapeutic agents"	"Research"
"1093643"	2015-03-25	"Dr Lindsay Wu"	"NHMRC Development Grants"	"Development Grant"	"New drugs to counteract the side effects and premature ageing caused by chemotherapy"	"University of New South Wales"	"NSW"	NA	189904.5	189904.5	179904.5	NA	NA	NA	559714	"Basic Science"	"ONCOLOGY AND CARCINOGENESIS"	"Chemotherapy"	"chemotherapy treatment effects"	"side-effects"	"cancer follow-up"	"ageing"	"cancer chemotherapy"	"University"
"1093682"	2015-03-25	"Prof Yogesan Kanagasingam"	"NHMRC Development Grants"	"Development Grant"	"Low cost smart screening system for sight threatening eye disease: diabetic retinopathy"	"Commonwealth Scientific and Industrial Research Organisation - CSIRO"	"ACT"	NA	280712.2	235712.2	NA	NA	NA	NA	516424	"Health Services"	"OPHTHALMOLOGY and OPTOMETRY"	"Ophthalmology"	"diabetic retinopathy"	"image analysis"	"clinical decision making"	"telemedicine"	"eye disease"	"Government"
"1092732"	2015-03-25	"Ms Dympna Leonard"	"NHMRC Postgraduate Scholarships"	"Training Scholarship for Aboriginal Health Research"	"So like your Mum!  Is the health of mothers in far north Queensland reflected in the nutrition and growth of their children in early life?"	"James Cook University"	"QLD"	NA	34979	34979	23819.3333	NA	NA	NA	93777	"Public Health"	"NUTRITION AND DIETICS"	"Dietetics and Nutrigenomics"	"pregnancy"	"child health"	"nutrition"	"growth"	"anaemia"	"University"
"1092741"	2015-03-25	"Ms Camilla Hanson"	"NHMRC Postgraduate Scholarships"	"Public Health Postgraduate Scholarship"	"Barriers and Disparities in Access to Living Donor Kidney Transplantation"	"University of Sydney"	"NSW"	NA	27643	14321.5	NA	NA	NA	NA	41965	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Health and Community Services"	"nephrology"	"transplantation"	"access to health care"	"equity"	"public health policy"	"University"
"1092805"	2015-03-25	"Dr Sarah Price"	"NHMRC Postgraduate Scholarships"	"Medical/Dental Postgraduate Scholarship"	"Health consequences for mother and baby of substantial pre-conception weight loss in obese women"	"University of Melbourne"	"VIC"	NA	40057	40057	10514.25	NA	NA	NA	90628	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Endocrinology"	"obesity"	"weight control"	"pregnancy complications"	"pregnancy outcome"	"neonatal"	"University"
"1092876"	2015-03-25	"Miss Katherine Downing"	"NHMRC Postgraduate Scholarships"	"Public Health Postgraduate Scholarship"	"Investigating sedentary behaviour and screen time in early childhood"	"Deakin University"	"VIC"	NA	27643	27643	7410.75	NA	NA	NA	62697	"Public Health"	"HUMAN MOVEMENT AND SPORTS SCIENCE"	"Human Movement and Sports Science not elsewhere classified"	"early childhood"	"sedentary behaviour"	"obesity"	"child behaviour"	"epidemiology"	"University"
"1092891"	2015-03-25	"Ms Jashelle Caga"	"NHMRC Postgraduate Scholarships"	"Public Health Postgraduate Scholarship"	"Individual Differences in Coping with a Diagnosis of ALS: Psychosocial Adjustment and Implications for Psychological Treatment Planning"	"University of Sydney"	"NSW"	NA	34979	34979	35479	NA	NA	NA	105437	"Public Health"	"PSYCHOLOGY"	"Health, Clinical and Counselling Psychology"	"motor neuron disease (MND)"	"psychosocial adjustment"	"quality of life"	"psychological assessment"	"psychological treatment"	"University"
"1092922"	2015-03-25	"Dr Kiryu Yap"	"NHMRC Postgraduate Scholarships"	"Medical/Dental Postgraduate Scholarship"	"Optimising human vascularisation and liver tissue engineering models to develop functional bio-artificial human liver tissue"	"University of Melbourne"	"VIC"	NA	40057	40057	40557	NA	NA	NA	120671	"Clinical Medicine and Science"	"MEDICAL BIOTECHNOLOGY"	"Regenerative Medicine (incl. Stem Cells and Tissue Engineering)"	"tissue engineering"	"liver regeneration"	"stem cells"	"vascular biology"	"surgery"	"University"
"1092988"	2015-03-25	"Dr Joshua Petterwood"	"NHMRC Postgraduate Scholarships"	"Medical/Dental Postgraduate Scholarship"	"A randomised controlled trial investigating three dimensional knee joint kinematics in total knee replacement - a comparison of cruciate retaining, posterior cruciate sacrificing and medially stabilised designs."	"University of Melbourne"	"VIC"	NA	40057	40557	NA	NA	NA	NA	80614	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Orthopaedics"	"orthopaedic surgery"	"orthopaedic"	"joint replacement"	"biomechanics"	"gait"	"University"
"1093011"	2015-03-25	"Ms Jennifer Browne"	"NHMRC Postgraduate Scholarships"	"Training Scholarship for Aboriginal Health Research"	"Improving the policy development process in Aboriginal health: the case of the rise and fall of nutrition from the national agenda"	"La Trobe University"	"VIC"	NA	34979	34979	35479	NA	NA	NA	105437	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Aboriginal and Torres Strait Islander Health"	"Aboriginal health"	"nutrition"	"policy analysis"	"policy development"	"indigenous health"	"University"
"1093032"	2015-03-25	"Mrs Sameera Ansari"	"NHMRC Postgraduate Scholarships"	"Public Health Postgraduate Scholarship"	"Activating Primary Care COPD Patients with Multi-morbidity (APCOM) Pilot Project"	"University of New South Wales"	"NSW"	NA	34979	34979	6329.8333	NA	NA	NA	76288	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Primary Health Care"	"lung disease"	"comorbidity"	"primary care"	"patient education"	"self-management"	"University"
