"APP ID"	"Date Announced"	"Notes"	"APP YEAR"	"FUNDING TYPE"	"FUNDING SUB TYPE"	"SCIENTIFIC TITLE"	"SIMPLIFIED TITLE"	"CIA"	"APP ADMIN INSTITUTION"	"STATE"	"Start Year"	"Final Budget - Rounded"	"Funding Source"	"MAIN FUNDING GROUP"	"SECTOR"	"BROAD RESEARCH AREA"	"FOR CATEGORY"	"FIELD OF RESEARCH"	"RESEARCH KW 1"	"RESEARCH KW 2"	"RESEARCH KW 3"	"RESEARCH KW 4"	"RESEARCH KW 5"	"HEALTH KW 1"	"HEALTH KW 2"	"HEALTH KW 3"	"HEALTH KW 4"	"HEALTH KW 5"	"MEDIA SUMMARY"
1075666	2014-02-18	NA	2013	"NHMRC Postgraduate Scholarships"	"Medical/Dental Postgraduate Scholarship"	"B and T Lymphocyte Differentiation and Molecular Mechanisms of Primary Immunodeficiency Diseases"	"Lymphocyte Differentiation and Genetics of Primary Immunodeficiency"	"Dr Charlotte Slade"	"Walter and Eliza Hall Institute"	"VIC"	2014	117368	"NHMRC MREA"	"People Support"	"MRI"	"Clinical Medicine and Science"	"IMMUNOLOGY"	"Immunogenetics (incl. Genetic Immunology)"	"immunodeficiency"	"lymphocyte differentiation"	"genetics"	"autoimmune disease"	"immunoglobulin (Ig)"	NA	NA	NA	NA	NA	"Primary immunodeficiency diseases affect a large number of individuals. Due to abnormal immune responses, these people are at risk of frequent, severe infections, as well as complications of autoimmune disease and cancer. Treatment often involves regular immunoglobulin (antibody) replacement. Through a better understanding of the mechanisms underlying these immunodeficiency diseases, we hope to be able to determine genetic causes, and more cost-effective and targeted treatment options."
1075670	2014-02-18	NA	2013	"NHMRC Postgraduate Scholarships"	"Public Health Postgraduate Scholarship"	"The effect of early pain education on the development of chronic low back pain"	"Preventing chronic low back pain"	"Mr Adrian Traeger"	"University of New South Wales"	"NSW"	2014	77058.5	"NHMRC MREA"	"People Support"	"University"	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Physiotherapy"	"pain"	"low back pain"	"prevention"	"neurobiology"	"education"	NA	NA	NA	NA	NA	"Low back pain is a major global health problem and the leading cause of disability worldwide . This project will trial a new treatment for back pain that is specifically aimed at risk factors for developing ongoing back problems. Previously shown to be successful in patients suffering persistent back problems, this promising new treatment will be trialled in patients soon after they develop lower back pain as a preventative approach."
1075705	2014-02-18	NA	2013	"NHMRC Postgraduate Scholarships"	"Medical/Dental Postgraduate Scholarship"	"The role of epigenetics in dental development and dental caries"	"Epigenetics and Dentistry"	"Dr Scott Williams"	"University of Sydney"	"NSW"	2014	107629	"NHMRC MREA"	"People Support"	"University"	"Clinical Medicine and Science"	"DENTISTRY"	"Dentistry not elsewhere classified"	"epigenetics"	"dental development"	"DNA methylation"	"dental caries"	"dental"	NA	NA	NA	NA	NA	"“Genetics, epigenetics, and the environment” is often used to describe a complex that results in the production of a phenotype; the latter two usually blamed with missing heritability. We know that the environment affects dental development and dental caries susceptibility, but we have little information about the precise molecular mechanisms linking the environment to observed phenotypes. This study interorgates the role of epigenetics in dental development and dental caries."
1075720	2014-02-18	NA	2013	"NHMRC Postgraduate Scholarships"	"Medical/Dental Postgraduate Scholarship"	"The renin angiotensin system in portal hypertension"	"New ideas in portal hypertension"	"Dr Stephen Casey"	"University of Melbourne"	"VIC"	2014	58934	"NHMRC MREA"	"People Support"	"University"	"Basic Science"	"CLINICAL SCIENCES"	"Gastroenterology and Hepatology"	"portal hypertension"	"cirrhosis"	"renin-angiotensin system (RAS)"	"vascular reactivity"	"therapeutics"	NA	NA	NA	NA	NA	"The prevalence of liver cirrhosis worldwide is rising due. The majority of the morbidity and mortality, which arises with cirrhosis, occurs due to the development of portal hypertension. In cirrhosis unexplained vasodilatation of the splanchnic circulation occurs contributing significantly to portal hypertension. I expect to confirm through my experiments that the ACE2/Ang 1-7/Mas axis (alternate RAS) is responsible for this vasodilatation and that antagonists targeting this system may have a role in therapy."
1075736	2014-02-18	NA	2013	"NHMRC Partnerships"	"Partnership Project for Better Health"	"Implementation of a Guideline-Based Clinical Pathway of Care to Improve Health Outcomes Following Whiplash Injury"	"Clinical Pathway of care for Whiplash Injury"	"Prof Michele Sterling"	"University of Queensland"	"QLD"	2014	293596	"NHMRC MREA"	"Research Support"	"University"	"Health Services Research"	"CLINICAL SCIENCES"	"Clinical Sciences not elsewhere classified"	"whiplash injuries"	"prevention"	"clinical decision making"	"clinical practice guidelines"	"rehabilitation"	NA	NA	NA	NA	NA	"Whiplash injury incurs a huge health burden on Australia as many people do not recover well. This project aims to implement and evaluate a Clinical Pathway of Care for whiplash injury that guides primary care providers in their assessment and treatment of people with acute whiplash. This will improve health ouctomes and recovery following the injury."
1075739	2014-02-18	NA	2013	"NHMRC Development Grants"	"Development Grant"	"Micropatch kits for extraction and detection of circulating biomarkers from skin"	"Skin patch technology for fast and simple monitoring of disease"	"Prof Mark Kendall"	"University of Queensland"	"QLD"	2014	796599	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"BIOMEDICAL ENGINEERING"	"Medical Devices"	"skin response"	"diagnostic test"	"differential diagnosis"	"biomedical engineering"	"clinical trial"	NA	NA	NA	NA	NA	"Micropatch kits will be developed to capture and detect disease-related biomarkers from the skin for diagnostic monitoring, without the need for needles, trained practitioners or expensive laboratory infrastructure"
1075742	2014-02-18	NA	2013	"NHMRC Postgraduate Scholarships"	"Medical/Dental Postgraduate Scholarship"	"Characterising axonal injury in retinal ganglion cells"	"Understanding changes in retinal ganglion cells using a glaucoma model"	"Dr Eamonn Fahy"	"Centre for Eye Research Australia Ltd"	"VIC"	2014	84904.6667	"NHMRC MREA"	"People Support"	"MRI"	"Basic Science"	"OPHTHALMOLOGY and OPTOMETRY"	"Ophthalmology"	"retinal ganglion cell"	"glaucoma"	"axonal transport"	"electrophysiology"	"dendrites"	"synapse"	"eye disease"	NA	NA	NA	"Glaucoma is a pressure related eye disease that is the second leading cause of blindness worldwide. The mechanisms by which glaucoma causes vision loss are poorly understood. At the Centre for Eye Research Australia, we aim to investigate changes within retinal ganglion cells – the neurons which carry light signal from the eye to the brain – using a glaucoma model. We hope to improve understanding of the disease process and highlight new therapeutic options for glaucoma."
1075767	2014-02-18	NA	2013	"NHMRC Postgraduate Scholarships"	"Dora Lush Biomedical Postgraduate Scholarship"	"Enantiomer-specific actions of perhexiline: refinement of therapeutics in heart failiure"	"Enantiomer-specific actions of perhexiline"	"Miss Cher-Rin Chong"	"University of Adelaide"	"SA"	2014	43032.5	"NHMRC MREA"	"People Support"	"University"	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY"	"Cardiology (incl. Cardiovascular Diseases)"	"cardiology"	"energy metabolism"	"fatty acid oxidation"	"glucose metabolism"	"oxidative stress"	"inflammation"	NA	NA	NA	NA	"Many heart diseases are associated with impairment of energetics of the heart. Improving the heart's energetics can lead to improved survival and long-term outcomes. Perhexiline is a heart medication that works by improving the way the heart uses energy. Although effective, it is associated with long-term toxicities. Better understanding of this medication may lead to less adverse effects and also provide a basis for further investigation of drug development in the future."
1075773	2014-02-18	NA	2013	"NHMRC Development Grants"	"Development Grant"	"Restoring vision with a wireless multi-electrode cortical device: towards commercialisation"	"Electrical stimulation of the brain for restoring vision"	"Prof Jeffrey Rosenfeld"	"Monash University"	"VIC"	2014	1463682	"NHMRC MREA"	"Research Support"	"University"	"Clinical Medicine and Science"	"BIOMEDICAL ENGINEERING"	"Medical Devices"	"artificial neural networks"	"blindness"	"brain"	"clinical trial"	"implants"	"low vision"	"visual cortex"	"sight"	"optics"	NA	"This project is focused on the clinical demonstration of the Monash Vision Group’s ‘Gennaris’ cortical prosthesis or bionic eye.  The clinical work will demonstrate the use of the Gennaris as a viable medical device that provides useful vision to people with adult-onset profound vision loss in their everyday living environments. This will place MVG in a position to attract funding from investors or commercial partners to perform multi-site clinical trials and obtain regulatory approval."
1075801	2014-02-18	NA	2013	"NHMRC Postgraduate Scholarships"	"Medical/Dental Postgraduate Scholarship"	"Identification and characterisation of genetic factors that contribute to, and predict, relapses in acute leukaemia"	"Identification of genes that predict outcomes in acute leukaemia"	"Dr Chen Hsung Chew"	"Walter and Eliza Hall Institute"	"VIC"	2014	117368	"NHMRC MREA"	"People Support"	"MRI"	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Haematological Tumours"	"haematology"	"cancer genetics"	"cell biology"	"carcinogenesis"	"leukaemia"	NA	NA	NA	NA	NA	"This study aims to identify genetic factors that contribute to the resistance of acute leukaemias to treatment, and to poor outcomes in patients with acute leukaemias."
1075803	2014-02-18	NA	2013	"NHMRC Postgraduate Scholarships"	"Medical/Dental Postgraduate Scholarship"	"Complement in Autoimmune Myeloperoxidase Glomerulonephritis"	"Therapeutic Blockade of Complement Inducing Inflammatory Injury in Kidney Disease"	"Dr Jonathan Dick"	"Monash University"	"VIC"	2014	117368	"NHMRC MREA"	"People Support"	"University"	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Nephrology and Urology"	"glomerulonephritis"	"autoimmunity"	"vasculitis"	"kidney disease"	"kidney failure"	NA	NA	NA	NA	NA	"ANCA associated vasculitis is an inflammatory disease involving the kidney filters which is a major cause of chronic kidney failure.  Current drugs to treat it are toxic. Less toxic treatments are required.  In this study we will explore the potential for new treatments targeting complement (a normal blood protein involved in inflammation) to attenuate this disease in mice. We hope to define the role of complement in this disease and the benefits of inhibiting it before we use it in humans."
1075806	2014-02-18	NA	2013	"NHMRC Postgraduate Scholarships"	"Public Health Postgraduate Scholarship"	"TAsmanian Study of Echocardiographic detection of Left ventricular dysFunction"	"TAS-ELF"	"Ms Hong Yang"	"University of Tasmania"	"TAS"	2014	102578	"NHMRC MREA"	"People Support"	"University"	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY"	"Cardiology (incl. Cardiovascular Diseases)"	"echocardiography"	"left ventricular function"	"heart failure"	"preventive screening"	"population health"	NA	NA	NA	NA	NA	"AIMS-The benefit of Imaging in Surveillance in Stage A heart Failure study is a randomized controlled trial of intervention (beta-blockers and ACE inhibitors) in subjects with positive screening for LV dysfunction. Our objective is to show that information from a screening program for LV dysfunction in at-risk patients combined with cardio protective therapy based on screening will limit development of heart failure and preserve exercise capacity at 2 years."
1075832	2014-02-18	NA	2013	"NHMRC Postgraduate Scholarships"	"Medical/Dental Postgraduate Scholarship"	"ASSOCIATIONS BETWEEN INFLAMMATION, HEALTH BEHAVIOURS AND BRAIN AGING:  focus on old-age depression and age-related cognitive decline"	"ASSOCIATIONS BETWEEN INFLAMMATION, HEALTH BEHAVIOURS AND BRAIN AGING"	"Dr Harris Eyre"	"University of Adelaide"	"SA"	2014	117368	"NHMRC MREA"	"People Support"	"University"	"Public Health"	"CLINICAL SCIENCES"	"Psychiatry (incl. Psychotherapy)"	"psychoneuroimmunology"	"lifestyle factors"	"physical activity"	"nutrition"	"depression"	NA	NA	NA	NA	NA	"This research project investigates the associations between inflammatory factors, health behaviours and common mental illnesses associated with brain aging (e.g. age-related cognitive decline and late-life depression). Health behaviours include physical activity, intake of omega-3 polyunsaturated fatty acids (a derivative of fish oil) and level of adherence to the Mediterranean diet (i.e. a diet high in olive oil, unrefined foods, fruit, vegetables, fish and low in meat and meat products)."
1075852	2014-02-18	NA	2013	"NHMRC Postgraduate Scholarships"	"Public Health Postgraduate Scholarship"	"The development, implementation and evaluation of a randomised controlled trial of dietary improvement as a treatment strategy for major depression."	"The development, implementation and evaluation of a randomised controlled trial of dietary improvement as a treatment strategy for major depression."	"Mrs Rachelle Opie"	"La Trobe University"	"VIC"	2014	68552	"NHMRC MREA"	"People Support"	"University"	"Public Health"	"NUTRITION AND DIETICS"	"Public Nutrition Intervention"	"nutrition"	"dietary intervention"	"mental illness"	"depression"	"anxiety"	NA	NA	NA	NA	NA	"The SMILES trial: “Supporting the Modification of lifestyle In Lowered Emotional States\" is a randomised controlled trial that aims to investigate the efficacy and cost-efficacy of dietary improvement in the treatment of Major Depressive Episodes (MDE). My PhD is embedded within this RCT. We hypothesise that a structured dietary intervention, focusing on dietary improvement (a Modified Mediterranean diet), will be superior to a control condition (social support) in the treatment of MDE."
1075881	2014-02-18	NA	2013	"NHMRC Postgraduate Scholarships"	"Public Health Postgraduate Scholarship"	"Anterior Cruciate Ligament Reconstruction (ACLR) changes following neuromuscular intervention"	"Anterior Cruciate Ligament Reconstruction (ACLR) and neuromuscular training"	"Mr Timothy Sayer"	"University of Melbourne"	"VIC"	2014	81209	"NHMRC MREA"	"People Support"	"University"	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Physiotherapy"	"knee reconstruction"	"knee osteoarthritis"	"osteoarthritis"	"neuromuscular"	"muscle mechanics"	NA	NA	NA	NA	NA	"Anterior Cruciate Ligament Reconstructive (ACLR) following ACL rupture is a successful surgery that improves stability of the knee joint. However, evidence is emerging that despite undergoing reconstructive surgery, osteoarthritis of the knee joint is prevalent in the proceeding years. The proposed research aims to improve biomechanical abnormalities by providing a neuromuscular intervention. This could lead to a more optimal biomechanical pattern which could reduce the degenerative changes occurring within the knee of ACLR patients."
1075893	2014-02-18	NA	2013	"NHMRC Postgraduate Scholarships"	"Medical/Dental Postgraduate Scholarship"	"Falling Insulin Requirements and Placental Insufficiency in Pre- Gestational Diabetes During Late Pregnancy: A Prospective Case Control Study"	"Falling Insulin Requirements Study (FIRST) in Diabetic Pregnancy"	"Dr Suja Padmanabhan"	"Sydney West Area Health Service"	"NSW"	2014	84904.6667	"NHMRC MREA"	"People Support"	"Government"	"Clinical Medicine and Science"	"OTHER MEDICAL AND HEALTH SCIENCES"	"Medical and Health Sciences not elsewhere classified"	"diabetes mellitus"	"insulin"	"placental insufficiency"	"pregnancy outcome"	"biomarkers"	"ultrasound"	"histopathology"	NA	NA	NA	"Falling insulin requirements in late pregnancy is thought to signify abnormal placental function and increased risk to mother and baby in diabetic pregnancies. As there is currently limited evidence in the literature, the proposed study aims to examine placental dysfunction in this group of women through monitoring adverse outcomes, serial ultrasound measurements, blood biomarkers and histopathology examination. The results will help direct appropriate clinical care to improve outcomes and predict those at highest risk."
1075898	2014-02-18	NA	2013	"NHMRC Development Grants"	"Development Grant"	"Development of a Humanised Antibody for Treatment of Cancer and Stroke"	"Development of a humanised antibody for treatment of cancer and stroke"	"Prof Andrew Scott"	"Ludwig Institute for Cancer Research"	"VIC"	2014	238742	"NHMRC MREA"	"Research Support"	"MRI"	"Basic Science"	"MEDICINAL AND BIOMOLECULAR CHEMISTRY"	"Biologically Active Molecules"	"cancer biology"	"neuroscience"	"monoclonal antibody"	"stroke outcome"	"receptor signalling"	NA	NA	NA	NA	NA	"This grant explores the ability of novel monoclonal antibodies to inhibit cancer cell growth, and to prevent complications in patients with brain injuries. The results of this work will enable the development of new strategies for antibody-based therapy of many types of cancer, and improve outcomes in patients suffering from acute stroke."
1075932	2014-02-18	NA	2013	"NHMRC Postgraduate Scholarships"	"Medical/Dental Postgraduate Scholarship"	"Observational analysis of maternal and neonatal health outcomes with different treatment targets for Gestational Diabetes Mellitus (GDM), review of specific treatment interventions, and development of validated early risk prediction model."	"Analysis of effect of different treatment targets on maternal and child health outcomes in Gestational Diabetes Mellitus (GDM), review of specific treatments and development of clinical and biochemical predictors."	"Dr Sally Abell"	"Monash University"	"VIC"	2014	117368	"NHMRC MREA"	"People Support"	"University"	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Endocrinology"	"diabetes mellitus"	"gestational diabetes"	"diabetes prevention"	"obesity"	"inflammation"	NA	NA	NA	NA	NA	"This research aims to analyse newly proposed treatment targets for Gestational Diabetes Mellitus (GDM) and the effect this will have on maternal and child health outcomes, via comparison of data from two large Australian health services using the traditional and newly proposed critiera.  The research will also investigate current effective interventions for GDM, including the impact of early antenatal lifestyle interventions, and formulation of a clinical and biochemical risk prediction model."
1075949	2014-02-18	NA	2013	"NHMRC Postgraduate Scholarships"	"Medical/Dental Postgraduate Scholarship"	"EVALUATION OF NEW BIOMARKERS OF THROMBOSIS IN A NORMAL POPULATION AS WELL AS IN INDIVIDUALS WITH ANTICOAGULATED AND HYPERCOAGULABLE STATES"	"Evaluation of new biomarkers of thrombosis"	"Dr Prahlad Ho"	"University of Melbourne"	"VIC"	2014	104382.6667	"NHMRC MREA"	"People Support"	"University"	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY"	"Cardiovascular medicine and Haemotology nec"	"thrombosis"	"haematology"	"cardiovascular"	"cardiovascular risk factors"	"haemostasis"	NA	NA	NA	NA	NA	"The assessment of thrombosis requires the holistic evaluation of in-vivo coagulation including total clot formation. Unfortunately, current tests only evaluate the time to the start of clot formation. Experimental biomarkers such us thrombin generation, endothelial markers, microparticles and microRNA may provide a better framework for evaluating thrombotic risk. Translation of these markers to clinical use requires understanding of their expression in the normal population and assessment of their ability to detect thrombotic disorders."
1075962	2014-02-18	NA	2013	"NHMRC Development Grants"	"Development Grant"	"The development of human hematopoietic prostaglandin D2 synthase inhibitors in allergic asthma and related disorders"	"Towards treatment of asthma"	"A/Pr Mark Smythe"	"University of Queensland"	"QLD"	2014	328781	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"MEDICINAL AND BIOMOLECULAR CHEMISTRY"	"Molecular Medicine"	"asthma"	"respiratory diseases"	"medicinal chemistry"	"drug discovery"	"drug development"	NA	NA	NA	NA	NA	"Prostaglandin D2 (PGD2) is a key driver of asthma and allergic rhinitis. We have developed drug-like compounds that block the synthesis of PGD2 by inhibiting the hematopoietic prostaglandin D2 synthase (HPGD2S) enzyme. This project aims to develop these compounds further to ultimately treat a subset of the asthma population that are not well treated, refractory asthmatics."
1076004	2014-02-18	NA	2013	"NHMRC Development Grants"	"Development Grant"	"Integration of IVM technologies for hormone-free infertility treatment"	"Technology for hormone-free infertility treatment"	"A/Pr Robert Gilchrist"	"University of Adelaide"	"SA"	2014	552562	"NHMRC MREA"	"Research Support"	"University"	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Reproduction"	"oocyte maturation"	"in vitro fertilisation (IVF)"	"assisted reproductive technology (ART)"	"embryo development"	"ovarian hyperstimulation syndrome"	NA	NA	NA	NA	NA	"Infertility is common and although IVF is widely accepted, the procedure is expensive and is associated with health risks.  Using laboratory animals, we have made significant advances towards developing new technologies that can mature eggs and produce embryos in vitro, but without women receiving hormone injections. This project will seek means to combine the benefits of two of our existing technologies into one integrated system, to provide hormone-free infertility treatment."
1076006	2014-02-18	NA	2013	"NHMRC Partnerships"	"Partnership Project for Better Health"	"Implementation and evaluation of the effectiveness and cost-effectiveness of targeted environmental cleaning bundles in Australian hospitals to reduce healthcare associated infections"	"REACH: Researching Effective Approaches to Cleaning in Hospitals"	"Prof Nicholas Graves"	"Queensland University of Technology"	"QLD"	2014	646817.31	"NHMRC MREA"	"Research Support"	"University"	"Health Services Research"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Public Health and Health Services not elsewhere classified"	"infection control"	"health services research"	"health economics"	"cost-effectiveness"	"hospitals"	NA	NA	NA	NA	NA	"Healthcare associated infections are a major challenge for hospitals. Infections can spread via the patient environment, because colonized patients and staff can contaminate surfaces and equipment with micro-organisms. Cleaning is a vital component of patient care, but is a complex process with little real evidence to inform practice. This project will take a targeted approach to improving hospital cleaning to reduce infection rates; and examine the cost-effectiveness of this approach."
1076048	2014-02-18	NA	2013	"NHMRC Postgraduate Scholarships"	"Medical/Dental Postgraduate Scholarship"	"Mechanisms of resistance to novel therapies in DNA repair defective high-grade serous ovarian cancer"	"Drug resistance in DNA repair defective ovarian cancer"	"Dr Alison Hadley"	"Walter and Eliza Hall Institute"	"VIC"	2014	117368	"NHMRC MREA"	"People Support"	"MRI"	"Basic Science"	"ONCOLOGY AND CARCINOGENESIS"	"Cancer Therapy (excl. Chemotherapy and Radiation Therapy)"	"ovarian cancer"	"genetic testing"	"DNA repair"	"drug resistance"	"drug screening"	NA	NA	NA	NA	NA	"Ovarian cancer is a major cause of cancer death in women because current treatments are inadequate. Half of aggressive ovarian cancers have abnormalities in DNA repair and respond to new PARP inhibitor therapy, yet even then the cancer often recurs. I will use a new model to study human ovarian cancers in mice. My focus will be understanding resistance to PARP inhibitors in individual ovarian cancers and designing approaches to overcome this resistance."
1076050	2014-02-18	NA	2013	"NHMRC Development Grants"	"Development Grant"	"Development of microscope-in-a-needle devices for improved clinical diagnostics"	"Development of microscope-in-a-needle devices for improved clinical diagnostics"	"A/Pr Robert McLaughlin"	"University of Western Australia"	"WA"	2014	317111	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"BIOMEDICAL ENGINEERING"	"Medical Devices"	"medical imaging"	"optical imaging"	"surgery"	"imaging"	"respiratory diseases"	"liver fibrosis"	"brain disease"	NA	NA	NA	"We have developed a new high-resolution optical imaging technology. The unique aspect of our research has been to redesign the imaging probe, miniaturising it to a few hundred microns in diameter, and encase it in a hypodermic needle – a ‘microscope-in-a-needle’. We are developing specific imaging probes to aid in the assessment of lung disease; the diagnosis of liver disease; and integrated into a brain biopsy needle to enable safer brain biopsies."
1076072	2014-02-18	NA	2013	"NHMRC Postgraduate Scholarships"	"Medical/Dental Postgraduate Scholarship"	"Insulin-signalling pathway in cancer tissue of insulin-resistant, insulin-sensitive and type 2 diabetic humans"	"Insulin resistance, diabetes and cancer"	"Dr Monique Costin"	"Garvan Institute of Medical Research"	"NSW"	2014	117368	"NHMRC MREA"	"People Support"	"MRI"	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Endocrinology"	"obesity"	"diabetes mellitus"	"insulin resistance"	"insulin signalling"	"cancer"	NA	NA	NA	NA	NA	"The prevalence of type 2 diabetes in increasing worldwide, the International Diabetes Federation predicting 435 million will have diabetes in 2030. The major driver of the diabetes epidemic is obesity. There is strong evidence linking type 2 diabetes and obesity to an increased risk of cancer. However, the exact mechanism promoting cancer development in obese and diabetic individuals is not clear. This project will examine the effects of high insulin levels on cancer development and progression."
1076083	2014-02-18	NA	2013	"NHMRC Postgraduate Scholarships"	"Medical/Dental Postgraduate Scholarship"	"The ethics of decision making at the end of life: Understanding the experience of making decisions for persons with dementia and their carers"	"Understanding the experience of making decisions for persons with dementia and their carers"	"Dr Michael Chapman"	"Monash University"	"VIC"	2014	68673	"NHMRC MREA"	"People Support"	"University"	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Geriatrics and Gerontology"	"Alzheimer disease"	"decision making"	"ethics"	"caregivers"	"dementia"	NA	NA	NA	NA	NA	"This project aims to explore concepts of value, meaning, and experience of the diagnosis amongst sufferers of dementia through discussion of their approach to making care decisions, and reflection on how this dialogue has been conducted with others. These concepts will be assessed from the perspective of diagnosed sufferers, their primary carers and their diagnosing doctors."
1076086	2014-02-18	NA	2013	"NHMRC Postgraduate Scholarships"	"Medical/Dental Postgraduate Scholarship"	"Optimizing the Use of Indwelling Pleural Catheter in Management of Malignant Pleural Effusions"	"Indwelling pleural catheter for management of cancer-related pleural effusions"	"Dr Rajesh Thomas"	"University of Western Australia"	"WA"	2014	117368	"NHMRC MREA"	"People Support"	"University"	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Clinical Sciences not elsewhere classified"	"cancer biology"	"cancer control"	"cancer treatment"	"lung cancer"	"mesothelioma"	NA	NA	NA	NA	NA	"Most cancers can be complicated by fluid accumulation (effusion) in the (pleural) cavity between the lung and chest wall, causing significant breathlessness. Indwelling pleural catheter (IPC) is a new method that allows patients to drain the effusion outside the hospital and avoid further invasive interventions.     This study aims to provide important information that will help guide use of IPC and manage its complications, especially infection, improve patient outcomes and save healthcare costs."
1076087	2014-02-18	NA	2013	"NHMRC Postgraduate Scholarships"	"Public Health Postgraduate Scholarship"	"Teaching, learning and assessing effective health professiona education"	"The pen, or is it the spoken word, that is mightier than the sword. A study focussed on defining, teaching and assessing skills in effective and therapeutic communication"	"Miss Charlotte Denniston"	"Monash University"	"VIC"	2014	102578	"NHMRC MREA"	"People Support"	"University"	"Health Services Research"	"OTHER MEDICAL AND HEALTH SCIENCES"	"Medical and Health Sciences not elsewhere classified"	"communication skills"	"clinical competence / skills"	"education"	"health professionals"	"patient/professional communication"	"health education"	"educational measurement"	"assessment"	"training"	"competence"	"The aim of this research is to define the essential elements in effective and helpful health professional communication, convert these elements to measurable learning objectives, develop a valid method to assess competency and evaluate change that occurs when students participate in programs designed to develop communication competencies.   (500 character limit including spaces and line breaks)"
1076116	2014-02-18	NA	2013	"NHMRC Development Grants"	"Development Grant"	"Development of a glucocorticoid mimetic"	"Making a replacement for steroids"	"Prof Eric Morand"	"Monash University"	"VIC"	2014	585558	"NHMRC MREA"	"Research Support"	"University"	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Rheumatology and Arthritis"	"rheumatoid arthritis"	"therapeutic target"	"lupus"	"glucocorticoids"	"arthritis"	NA	NA	NA	NA	NA	"Glucocorticoids (or 'steroids') are among the most commonly used drugs in the world, chiefly used for inflammatory diseases. However, they have major predictable side effects that have been known for over 60 years. Science has, til now, failed to deliver an alternative that delivers the effects of steroids without the side effects.  This application is for funds to support the development of the discovery of the protein known as GILZ towards a treatment to help patients."
1076118	2014-02-18	NA	2013	"NHMRC Postgraduate Scholarships"	"Medical/Dental Postgraduate Scholarship"	"Catheter ablation for AF in heart failure:CMR guided randomized study"	"Catheter ablation for AF in heart failure: Can MRI predict benefit?"	"Dr Sandeep Prabhu"	"Baker IDI Heart and Diabetes Institute"	"VIC"	2014	117368	"NHMRC MREA"	"People Support"	"MRI"	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY"	"Cardiology (incl. Cardiovascular Diseases)"	"arrhythmia"	"atrial fibrillation"	"electrophysiology"	"congestive heart failure"	"magnetic resonance imaging (MRI)"	NA	NA	NA	NA	NA	"This proposal aims to evaluate the role of catheter ablation for atrial fibrillation in patients with heart failure. We hyopthesise that cardiac MRI will be a useful stratification tool in identifying which patients are likely to benefit from catheter ablation, namely by the absence of significant fibrosis. We propose a randomised cardiac MRI guided multi-centre trial to ascertain the benefit of catheter ablation as an effective treatment of heart failure in such patients."
1076124	2014-02-18	NA	2013	"NHMRC Postgraduate Scholarships"	"Medical/Dental Postgraduate Scholarship"	"Investigating the role of Mucosal Associated Invariant T (MAIT) cells in Mycobacterium Tuberculosis"	"Investigating the role of Mucosal Associated Invariant T (MAIT) cells in Mycobacterium Tuberculosis"	"Dr Janet Pasricha"	"University of Sydney"	"NSW"	2014	117368	"NHMRC MREA"	"People Support"	"University"	"Basic Science"	"IMMUNOLOGY"	"Innate Immunity"	"tuberculosis"	"immunology"	"T cells"	"innate immunity"	"mouse models"	"microbial pathogenesis"	NA	NA	NA	NA	"Tuberculosis (TB) is a deadly infectious disease that kills 2 million people per year worldwide. If we are to eliminate this disease, we urgently need a new TB vaccine. I plan to look at what role a newly discovered type of T cell might play in TB infection and to see whether these cells can be manipulated by vaccination. This work will help us to understand more about the body’s first response to TB infection and how we can use this response in the design of new TB vaccines."
