"APP ID"	"Date Announced"	"CIA_Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Start Yr"	"End Yr"	"Total"	"Broad Research Area"	"FOR Category"	"Field of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
1120919	2016-12-03	"Prof Patrick Sexton"	"Project Grants"	"Standard Project Grant"	"A structural understanding of class B G protein-coupled receptor function"	"Monash University"	"VIC"	"University"	"2017"	"2021"	1289570	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Receptors and Membrane Biology"	"G protein-coupled receptors"	"structure-function"	"signal transduction"	"electron microscopy"	"molecular pharmacology"	"G protein-coupled receptors (GPCRs) are the largest family of cell surface proteins that enable communication from external signals to the inside of cells of the body. Class B GPCRs are a therapeutically important subclass of these receptors and they play crucial roles in bone and energy homeostasis, cardiovascular control and immune response. This grant will uncover fundamental knowledge on how these receptors work, and will enhance future development of therapeutics."
1120898	2016-12-03	"Prof Narcissus Teoh"	"Project Grants"	"Standard Project Grant"	"Cholestasis and hepatocyte injury in chronic liver disease"	"Australian National University"	"ACT"	"University"	"2017"	"2019"	615966.5	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Gastroenterology and Hepatology"	"liver disease"	"liver injury"	"liver function"	"liver toxicity"	"liver cancer"	"The aim of this project is to understand the consequences of long-term cholestasis or impaired bile excretion/flow on normal liver cells (hepatocytes) and to test whether specific bile acids can cause irreversible damage to hepatocytes leading to their transformation into pre-malignant cells and hepatocellular carcinoma (primary liver cancer). The results from this project will inform new strategies in screening, prevention and treatment of liver cancer in children and adults with cholestasis."
1120887	2016-12-03	"Prof Mark Smyth"	"Project Grants"	"Standard Project Grant"	"Co-inhibition of adenosine generation and signalling: a new combination cancer therapy"	"Queensland Institute of Medical Research"	"QLD"	"Research"	"2017"	"2019"	587857	"Basic Science"	"ONCOLOGY AND CARCINOGENESIS"	"Cancer Therapy (excl. Chemotherapy and Radiation Therapy)"	"oncology"	"metastases"	"adenosine receptors"	"mouse models"	"antibody cancer therapy"	"Cancer is a major killer of Australians and there is a need to develop new combination therapies that halt cancer growth and spread. A metabolic product of the cancer called adenosine can be exploited by several different treatment approaches. Surprisingly we have found that both preventing adenosine generation and its effects on immune cells can together more effectively slow tumour growth and spread. If we can better understand why, this approach can be quickly brought it to clinical practice."
1120859	2016-12-03	"A/Pr Rebecca Ritchie"	"Project Grants"	"Standard Project Grant"	"Therapeutic Approaches to Circumvent NO• Resistance in the Type 2 Diabetic Heart and Vasculature"	"Baker IDI Heart and Diabetes Institute"	"VIC"	"Research"	"2017"	"2019"	563336.8	"Basic Science"	"PHARMACOLOGY AND PHARMACEUTICAL SCIENCES"	"Basic Pharmacology"	"nitric oxide"	"ventricular function"	"platelet aggregation"	"myocardial reperfusion injury"	"vascular function"	"Type 2 diabetes (T2D) is Australia’s fastest growing chronic disease, affecting almost 2 million Australians (who face poor cardiovascular health outcomes). We have discovered an exciting new avenue that may potentially more effectively counteract heart and blood vessel disorders in T2D patients in an acute cardiovascular emergency, of substantial clinical importance."
1120853	2016-12-03	"A/Pr Rebecca Ritchie"	"Project Grants"	"Standard Project Grant"	"Formyl Peptide Receptor Biased Agonists as Novel Cardioprotection from Myocardial Infarction"	"Baker IDI Heart and Diabetes Institute"	"VIC"	"Research"	"2017"	"2020"	948291	"Basic Science"	"PHARMACOLOGY AND PHARMACEUTICAL SCIENCES"	"Basic Pharmacology"	"G protein-coupled receptors"	"myocardial infarction"	"cardioprotection"	"pharmacological intervention"	"left ventricular function"	"Heart attack is caused by a blocked heart blood vessel. Current therapy focuses on rapid reopening of the vessel, to allow blood supply to return. However, even if this is successful, affected patients are often left with impaired heart muscle pumping function, ultimately progressing to heart failure. We have discovered an exciting new mechanism to protect heart muscle from injury and preserve its function, and we plan to develop new drugs for heart attack based on this mechanism."
1120848	2016-12-03	"A/Pr Philip Peyton"	"Project Grants"	"Standard Project Grant"	"Reduction Of Chronic Post-surgical Pain with Ketamine - ROCKet Study"	"University of Melbourne"	"VIC"	"University"	"2017"	"2021"	4823395	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Anaesthesiology"	"chronic pain"	"surgery"	"anaesthesia"	"analgesia"	"pain minimisation"	"Chronic post-surgical pain (CPSP) is a common complication of major surgery, and a significant burden on quality of life and ongoing health costs. Ketamine is a drug used by anaesthetists to treat severe acute surgical pain. Various small studies suggest that it may be unique in its ability to reduce the risk of CPSP. We propose a large trial of ketamine during & after anaesthesia for major surgery to test this. Demonstration of effectiveness would promote widespread change in clinical practice."
1120808	2016-12-03	"Dr Andreas Kupz"	"Project Grants"	"New Investigator Grant"	"New strategies for improved tuberculosis vaccines"	"James Cook University"	"QLD"	"University"	"2017"	"2020"	741091.98	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Bacteriology"	"tuberculosis"	"vaccines"	"innate immunity"	"T cells"	"infection"	"Tuberculosis is one of the most threatening infectious diseases worldwide due to the low efficiency of the only licensed anti-tuberculosis vaccine, BCG. This project aims to interrogate two previously neglected immune mechanisms and their potential to enhance vaccine-induced immunity by incorporating these mechanisms into new genetically modified BCG strains. We will also investigate alternative BCG vaccination routes to generate long-lived immune cells that can rapidly control the infection."
1120714	2016-12-03	"Dr James Ryall"	"Project Grants"	"Standard Project Grant"	"A simple method to improve stem cell transplant therapy"	"University of Melbourne"	"VIC"	"University"	"2017"	"2020"	831652	"Basic Science"	"MEDICAL BIOTECHNOLOGY"	"Regenerative Medicine (incl. Stem Cells and Tissue Engineering)"	"adult stem cells"	"stem cell transplantation"	"cell metabolism"	"muscle regeneration"	"muscular dystrophy"	"Despite the success of hematopoietic stem cell transplantation and years of promise, almost all other stem cell therapies are considered experimental and remain in preclinical or early-phase clinical testing. This study aims to improve the efficiency of stem cell transplantation by manipulating cellular metabolism prior to transplantation, if effective these results may offer hope to patients suffering from a broad range of disorders."
1120696	2016-12-03	"Prof Paul Foster"	"Project Grants"	"Standard Project Grant"	"Shared innate immune mechanisms underpin-steroid resistant pathogen-induced asthma exacerbations"	"University of Newcastle"	"NSW"	"University"	"2017"	"2020"	815476	"Basic Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Respiratory Diseases"	"asthma"	"exacerbation"	"virus"	"innate immunity"	"chemokines"	"Lung infections are the most frequent triggers of asthma exacerbations. While different infections cause exacerbations by they all result in the same type of lung inflammation. Using novel disease models, we have identified key molecules involved in a range of viral and bacterial induced asthma exacerbations. We will define these shared pathways that link viral and bacterial-mediated asthma exacerbations, thus these studies will pave the way for the development of unified treatments."
1120689	2016-12-03	"A/Pr Evdokia Dimitriadis"	"Project Grants"	"Standard Project Grant"	"Facilitating endometrial receptivity to improve pregnancy outcomes"	"Monash University"	"VIC"	"University"	"2017"	"2020"	734252.4	"Basic Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Reproduction"	"endometrium"	"female reproduction"	"uterus"	"reproductive biology"	"reproductive health"	"The womb prepares itself in each menstrual cycle for pregnancy and the implantation of an embryo. In some women, the endometrium may not prepare itself adequately and this can lead to infertility. We have identified small RNA that may be useful in predicting which women are not adequately prepared for implantation and may be used to develop treatments for infertile women, for which there are currently no treatments."
1120682	2016-12-03	"A/Pr Rachel Neale"	"Project Grants"	"Standard Project Grant"	"The D-Health Trial: a large-scale population-based trial of vitamin D supplementation for improving the health of older adults"	"Queensland Institute of Medical Research"	"QLD"	"Research"	"2017"	"2021"	2591859.55	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Preventive Medicine"	"vitamin D"	"randomised trial"	"mortality"	"cancer"	"cardiovascular disease prevention"	"The D-Health Trial is a randomised placebo-controlled trial of vitamin D supplementation for improving the health of older Australian adults. Over 21,000 people were recruited and randomised to monthly doses of vitamin D or placebo. This grant will enable completion of the planned 5 years of supplementation and long-term follow-up of mortality and cancer. The results of the trial will inform decisions about food fortification and/or supplementation with vitamin D."
1120667	2016-12-03	"Dr Nicholas Price"	"Project Grants"	"Standard Project Grant"	"Rapid plasticity in sensory systems - linking neuronal adaptation and perception"	"Monash University"	"VIC"	"University"	"2017"	"2020"	650809.5	"Basic Science"	"NEUROSCIENCES"	"Sensory Systems"	"electrophysiology"	"visual cortex"	"adaptation"	"primate"	"perception"	"The activity of individual sensory neurons in the brain is surprisingly variable and continuously changing. It is unclear how reliable perception of the world can be generated from the activity of “noisy” neurons, and it remains unclear why neuronal sensitivity should change in the first place! This project will give insights into how groups of sensory neurons collectively overcome their intrinsic variability to support reliable visual perception."
1120618	2016-12-03	"A/Pr Caroline Miller"	"Project Grants"	"Standard Project Grant"	"Warning labels for sugar sweetened beverages"	"South Australian Health and Medical Research Institute (SAHMRI)"	"SA"	"Research"	"2017"	"2019"	780824.6	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Health Promotion"	"public health policy"	"health promotion"	"overweight/obesity"	"behaviour change"	"dietary lifestyle"	"Reducing consumption of sugary drinks (or sugar-sweetened beverages) would improve the healthiness of young Australians’ diets. Young Australians drink sugary drinks in high quantities, and they contribute a lot of ‘empty calories’ to the diet. They are also known to cause tooth decay, obesity and diabetes. This study will test the effectiveness of consumer information/warning labels on drink containers in reducing the purchase of SSBs."
1120604	2016-12-03	"Prof Anthony Jorm"	"Project Grants"	"Standard Project Grant"	"Improving the capacity of peers to provide guidance and support for adolescents with mental health problems"	"University of Melbourne"	"VIC"	"University"	"2017"	"2021"	1196608	"Health Services Research"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Mental Health"	"adolescent health"	"health education"	"mental health"	"anxiety"	"depression"	"Adolescents frequently look to peers for support when experiencing mental health problems. However, peers may lack the knowledge and skills to provide appropriate guidance and support. This project evaluates a new school-based training program for adolescents called 'teen Mental Health First Aid'. Preliminary evidence shows that this training is effective, but a more rigorous evaluation is needed. If effective, this program can be disseminated nationally and internationally by MHFA Australia."
1120583	2016-12-03	"Prof Roberto Cappai"	"Project Grants"	"Standard Project Grant"	"APLP2: a neuroprotective receptor for acute brain injury"	"University of Melbourne"	"VIC"	"University"	"2017"	"2019"	648739	"Basic Science"	"NEUROSCIENCES"	"Neurosciences not elsewhere classified"	"traumatic brain injury (TBI)"	"mild traumatic brain injury"	"amyloid precursor protein"	"receptors"	"neuroprotection"	"Traumatic brain injury (TBI) is the major cause of deaths in Australians under 45 years of age. We have shown that the amyloid precursor protein (APP) is protective in models of TBI. To understand how APP is neuroprotective we have isolated APP binding proteins and identified the amyloid precursor-like protein 2 (APLP2) molecule as a strong candidate for the APP-neuroprotective receptor. This grant will investigate the interaction between APP and APLP2 as a novel neuroprotective pathway in TBI."
1120576	2016-12-03	"Prof Andrew Lawrence"	"Project Grants"	"Standard Project Grant"	"Alcohol and Striatal Adaptation"	"Florey Institute of Neuroscience and Mental Health"	"VIC"	"Research"	"2017"	"2020"	972844	"Basic Science"	"PHARMACOLOGY AND PHARMACEUTICAL SCIENCES"	"Basic Pharmacology"	"alcohol abuse"	"adaptation"	"acetylcholine"	"striatum"	"translational research"	"In pilot studies, we have found that specific genes are modulated by long-term alcohol intake in a discrete part of the brain that drives habitual behaviours. We will now repeat these studies in post-mortem brain tissue from human alcoholics and age-matched controls. In addition, we will further characterise the functional consequences of long-term alcohol intake within this specific brain region and test new approaches to reduce the urge to consume alcohol."
1120563	2016-12-03	"A/Pr Stacey Edwards"	"Project Grants"	"Standard Project Grant"	"High-throughput identification and evaluation of new breast cancer genes from GWAS."	"Queensland Institute of Medical Research"	"QLD"	"Research"	"2017"	"2020"	841075	"Basic Science"	"GENETICS"	"Genome Structure and Regulation"	"genetic association"	"genetic predisposition"	"gene regulation"	"gene transcription"	"breast cancer aetiology"	"Recent studies have identified DNA markers within the human genome that are associated with an increased risk of breast cancer. Most of these markers are located in noncoding regions, therefore the key genes driving risk are not known. This proposal will identify the target genes at all breast cancer risk regions and assess how specific markers affect disease risk. Understanding how DNA variation contributes to breast cancer will provide new avenues for prevention or treatment."
1120543	2016-12-03	"A/Pr Simon Barry"	"Project Grants"	"Standard Project Grant"	"Identification of the conformation dependant targets of autoimmune disease linked variation in human regulatory T cells"	"University of Adelaide"	"SA"	"University"	"2017"	"2020"	1001814.8	"Basic Science"	"IMMUNOLOGY"	"Immunogenetics (incl. Genetic Immunology)"	"transcriptional regulation"	"chromatin structure"	"gene regulation"	"autoimmune disease"	"enhancer elements"	"Specialised immune cells called regulatory T cells act as the policemen of the immune system, preventing the immune system attacking itself, but still fighting infections. If these cells do not work properly, autoimmune diseases such as type 1 diabetes or IBD can arise, because of immune attack on normal body tissue by mistake.  In order to explain how this goes wrong we need to carefully identify all of the gene interactions in these cells including interactions over long distances in the DNA."
1120522	2016-12-03	"A/Pr Ross Vlahos"	"Project Grants"	"Standard Project Grant"	"Targeting oxidant-dependent pathways to improve stroke outcomes in COPD"	"RMIT University"	"VIC"	"University"	"2017"	"2020"	1069574	"Basic Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Respiratory Diseases"	"chronic obstructive pulmonary disease (COPD)"	"emphysema"	"stroke risk"	"lung inflammation"	"oxidative stress"	"Chronic Obstructive Pulmonary Disease (COPD) is a major incurable global health burden and is the 4th largest cause of death worldwide. Patients with COPD are at increased risk for stroke and this is even higher in the weeks following a lung viral infection.  The reason for this is unknown so the aim of this study is to determine why people with COPD are at increased risk for stroke and then develop novel treatments to prevent or reduce stroke in COPD patients."
1120518	2016-12-03	"Prof David Lubans"	"Project Grants"	"Standard Project Grant"	"A scalable intervention for increasing vigorous physical activity among older adolescents: The ‘ Burn to Learn ’ cluster RCT"	"University of Newcastle"	"NSW"	"University"	"2017"	"2019"	636911.75	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Preventive Medicine"	"physical activity"	"fitness"	"adolescent health"	"school-based intervention"	"cognitive function"	"Physical inactivity has been described as a global pandemic and only 15% of Australian adolescents are sufficiently active. The pressure to perform in major school assessments drives many older adolescents to sacrifice physical activity to maximise academic performance. Our team has designed a time-efficient solution to increase physical activity in senior high school students using high intensity interval training which will be evaluated using a cluster randomised controlled trial."
1120507	2016-12-03	"Prof Michael Dibley"	"Project Grants"	"Standard Project Grant"	"Cash transfers and behaviour change communications to reduce child undernutrition in rural Bangladesh: a cluster randomized controlled trial to determine the most effective combination of interventions."	"University of Sydney"	"NSW"	"University"	"2017"	"2021"	3415800.84	"Public Health"	"NUTRITION AND DIETICS"	"Public Nutrition Intervention"	"under-nutrition"	"infant nutrition"	"maternal nutrition"	"public health"	"health economics"	"Under-nutrition of children remains a major global public health problem. Tackling this problem will require more evidence about what combination of nutrition-specific and nutrition sensitive interventions is most effective in reducing child undernutrition. We plan a large scale trial in rural Bangladesh to compare the effects of communications about nutrition with mobile phones and cash transfers in preventing child malnutrition."
1120483	2016-12-03	"Prof Thomas Preiss"	"Project Grants"	"Standard Project Grant"	"Role of RNA-binding proteins in cardiomyocyte physiology"	"Australian National University"	"ACT"	"University"	"2017"	"2020"	880494	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Systems Biology"	"RNA binding proteins"	"metabolism"	"mass spectrometry"	"bioinformatics"	"gene expression"	"Interactions between ribonucleic acids and proteins are of critical importance to gene expression and may also connect it to cell metabolism in unexpected ways. We hypothesise that this is of particular importance in cardiac health and disease. We will employ the tools of proteomics and transcriptomics to characterise the topology and function of RNA-protein interaction networks in heart muscle cells, and thus contribute to the search for better treatment."
1120475	2016-12-03	"Dr Mark Larance"	"Project Grants"	"New Investigator Grant"	"Identification of New Mechanisms in Insulin Resistance"	"University of Sydney"	"NSW"	"University"	"2017"	"2019"	478781	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Systems Biology"	"insulin resistance"	"protein-protein interaction"	"signal transduction"	"mass spectrometry"	"data mining"	"Type II diabetes is a major cause of disease in Australia. Resistance of the liver to the effects of insulin plays a key role in the uncontrolled blood glucose levels in this disease. In this proposal, we will combine state-of-the-art protein chemistry techniques with advanced statistical analysis to identify the pathways driving liver insulin resistance. We will also predict clinically-approved drugs that may reverse these changes, to guide drug development for future therapeutic gain."
1120467	2016-12-03	"Dr Alexandra Corbett"	"Project Grants"	"Standard Project Grant"	"MAIT cells in bacterial infection. Friend or Foe?"	"University of Melbourne"	"VIC"	"University"	"2017"	"2019"	668739	"Basic Science"	"IMMUNOLOGY"	"Cellular Immunology"	"mucosal immunity"	"bacterial infection"	"T cell activation"	"Helicobacter pylori"	"legionella"	"A specialised set of T lymphocytes called Mucosal Associated Invariant T (MAIT) cells react against bacteria and yeast, and reside at mucosal sites where the body's immune defences are most easily breached, e.g. respiratory tract and intestinal mucosa. This study investigates the role of MAIT cells in both protection and pathology in bacterial infections. Controlling MAIT cells could help in treating these conditions."
1120448	2016-12-03	"Prof Paul Foster"	"Project Grants"	"Standard Project Grant"	"Understanding the role of Th22 cells in regulating respiratory immune responses in health and disease."	"University of Newcastle"	"NSW"	"University"	"2017"	"2020"	870476	"Basic Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Respiratory Diseases"	"infection"	"asthma"	"chronic obstructive pulmonary disease (COPD)"	"cytokines"	"T cells"	"T cells that produce the cytokine IL-22 (Th22 cells) are found in infectious and inflammatory lung disease. However, the role of Th22 cells in promoting or preventing disease remains largely unknown. We have discovered how to grow Th22 cells and have generated a unique strain of IL-22 reporter mice, which will allow us to identify their role in infectious and inflammatory diseases. Our investigations will provide new insights into therapeutic approaches for these diseases of the lung."
1120443	2016-12-03	"A/Pr Wayne Hawthorne"	"Project Grants"	"Standard Project Grant"	"Bridging the gap in kidney transplantation using pigs as donors"	"University of Sydney"	"NSW"	"University"	"2017"	"2020"	1452340.5	"Basic Science"	"OTHER MEDICAL AND HEALTH SCIENCES"	"Medical and Health Sciences not elsewhere classified"	"xenografts"	"renal transplantation"	"transgenic animals"	"transplantation tolerance"	"transplantation surgery"	"Chronic kidney failure results in patients suffering significant morbidity and mortality ultimately requiring life-supporting dialysis. Kidney transplantation and lifelong immunosuppression are the only treatment, but (i) is limited by the shortage of human donors and (ii) carries risks associated with these anti-rejection drugs. This project aims to solve both problems by using humanized pigs as donors combined with a novel approach to inducing acceptance of the transplanted kidneys."
1120433	2016-12-03	"Prof Tammy Hoffmann"	"Project Grants"	"Standard Project Grant"	"Reducing antibiotic use in primary care: a cluster randomised trial to evaluate the effectiveness of decision aids about antibiotic use for acute respiratory infections"	"Bond University"	"QLD"	"University"	"2017"	"2019"	325500.3	"Health Services Research"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Primary Health Care"	"respiratory infection"	"shared clinical decision making"	"antibiotic resistance"	"antibiotic use"	"evidence-based clinical practice"	"Antibiotic resistance is a worldwide crisis. It means antibiotics no longer work. Reducing their use is critical. Acute respiratory infections (eg ear infections, sore throats, cough) are a target for reducing use as they are the most common reason that general practitioners (GPs) prescribe antibiotics, despite being usually not needed. This trial will test if decision aids reduce antibiotic use, by helping GPs and patients to discuss their benefits and harms and jointly decide about their use."
1120431	2016-12-03	"Prof Penelope Webb"	"Project Grants"	"Standard Project Grant"	"The Ovarian Cancer Prognosis and Lifestyle (OPAL) Study: Long-term outcomes"	"Queensland Institute of Medical Research"	"QLD"	"Research"	"2017"	"2021"	871656.6	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Epidemiology"	"ovarian cancer"	"lifestyle"	"survival"	"quality of life"	"epidemiology"	"Ovarian cancer affects 1500 women each year in Australia and 5-year survival is <45%. Affected women thus face a poor prognosis and often ask what they can do to improve this. There is no direct evidence whether a woman’s lifestyle might influence her outcomes, although data from breast cancer suggest this is possible. The OPAL Study is following 960 women with ovarian cancer to identify whether lifestyle is associated with long-term survival to provide evidence for women with this disease."
1120398	2016-12-03	"Dr Daniel Johnstone"	"Project Grants"	"New Investigator Grant"	"Neuroprotection against Parkinson’s disease with remote photobiomodulation"	"University of Sydney"	"NSW"	"University"	"2017"	"2019"	314817.5	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"neuroprotection"	"Parkinson disease"	"phototherapy"	"animal model"	"conditioning"	"Treating the head of rodents with low-intensity 670nm light protects against Parkinson’s disease (PD), but the large size of the human skull and brain precludes clinical translation of this treatment. We have discovered that the brain is also protected when light is targeted at peripheral tissues (e.g. a limb), overcoming problems of delivery. This project aims to optimise this treatment and better understand how it works, to lay the scientific basis for a clinical trial."
1120381	2016-12-03	"Prof Frederic Meunier"	"Project Grants"	"Standard Project Grant"	"Unravelling the mechanism coupling synaptic activity with neurotrophin signaling in the nervous system"	"University of Queensland"	"QLD"	"University"	"2017"	"2019"	640815	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"neurotrophins"	"trafficking"	"axonal transport"	"survival"	"retrograde transport"	"Although active brain cells are known to survive for much longer than inactive ones, the mechanism underpinning this essential process has remained elusive. We have uncovered a direct coupling between neuronal activity and survival signals. The purpose of this grant application is to establish the molecular mechanism underpinning this coupling and understand how neuropathic pathogens manage to harness it with devastating effects to the brain."
1120374	2016-12-03	"Prof Frederic Meunier"	"Project Grants"	"Standard Project Grant"	"Unravelling a new fatty acid pathway involved in neuroexocytosis and memory"	"University of Queensland"	"QLD"	"University"	"2017"	"2019"	539631	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"phospholipases"	"memory"	"exocytosis"	"phospholipids"	"amygdala"	"This proposal build on the establishment by our laboratory of the assay capable of detecting free fatty acids, with great accuracy and sensitivity. Using this assay we have uncovered a completely new pathway highlighting the production of saturated free fatty acids linked to learning and memory. We will fully define how this pathway is regulated in the brain."
1120362	2016-12-03	"Dr Trevelyan Menheniott"	"Project Grants"	"Standard Project Grant"	"Defining the role of reserve stem cells in gastric cancer"	"Murdoch Childrens Research Institute"	"VIC"	"Research"	"2017"	"2019"	563739	"Basic Science"	"ONCOLOGY AND CARCINOGENESIS"	"Cancer Cell Biology"	"gastric cancer"	"stem cells"	"tumour suppression"	"inflammation"	"Helicobacter pylori"	"Over 800,000 deaths from stomach cancer occur annually. This often fatal disease is caused by chronic inflammation of the stomach lining. This proposal will investigate how stomach inflammation ‘reprograms’ a new type of 'cancer stem cell' to form tumours and evaluate ways to therapeutically target these cells to prevent disease. Collectively, these studies will inform new approaches for stomach cancer prevention and treatment."
1120353	2016-12-03	"Prof Amanda Leach"	"Project Grants"	"Standard Project Grant"	"Otitis media, hearing loss and school readiness of Indigenous children followed from birth in two randomised controlled trials of novel pneumococcal conjugate vaccine schedules (VOICES. Vaccines to prevent Otitis media In Children Entering School)"	"Menzies School of Health Research"	"NT"	"Research"	"2017"	"2018"	1317168.6	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Paediatrics"	"otitis media"	"Aboriginal child"	"pneumococcal vaccination"	"randomised controlled trial (RCT)"	"immunogenicity"	"Educational and health outcomes of Indigenous children are extremely poor, particularly in remote areas. High rates of ear disease, particularly “runny ears” and “glue ear”, and hearing loss throughout early childhood contribute to developmental delay. Vaccines to prevent ear disease could be used more effectively.  This project is evaluating a novel combination schedule of two different licenced vaccine formulations to maximise protection and improve ear health, hearing and school readiness."
1120356	2016-12-03	"Prof Moira O'Bryan"	"Project Grants"	"Standard Project Grant"	"The genetic causes of male infertility"	"Monash University"	"VIC"	"University"	"2017"	"2021"	1552224	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Reproduction"	"infertility"	"spermatogenesis"	"testis"	"genetics"	"mouse models"	"6% of Australian men are infertile. Of these cases 50% are thought to be genetic in origin. Within this project we will replicate high-confidence genetic variants associated with human male infertility in the mouse. Doing so will allow the assignment of definitive genotype-phenotype correlations and the formulation of high confidence advice for clinicians and patients. It will also provide a means to define the mechanism of action and the tools for future pro-fertility treatments."
1120348	2016-12-03	"A/Pr Philip Sutton"	"Project Grants"	"Standard Project Grant"	"Vaccinating against Helicobacter pylori-induced gastric cancer"	"Murdoch Childrens Research Institute"	"VIC"	"Research"	"2017"	"2020"	1088714	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Bacteriology"	"gastritis"	"Helicobacter pylori"	"gastric cancer"	"vaccine"	"peptic ulcer"	"Stomach cancer is the 3rd leading cause of cancer-related deaths. Most stomach cancers result from inflammation due to Helicobacter pylori infection. Most infections are treatable with antibiotics but this does not protect against cancers that develop before infection is diagnosed. Normal vaccine approaches aimed at this infection have been unsuccessful. We have identified a new approach for protecting against stomach cancer by preventing inflammation; this project aims to develop this vaccine."
1120344	2016-12-03	"Dr Hayley Newton"	"Project Grants"	"Standard Project Grant"	"Manipulation of clathrin-mediated trafficking by Coxiella"	"University of Melbourne"	"VIC"	"University"	"2017"	"2019"	667857	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Bacteriology"	"Coxiella burnetii"	"clathrin"	"pathogenic mechanisms"	"bacterial virulence factors"	"intracellular bacterial infections"	"This research will uncover how Coxiella causes the serious infectious disease Q fever by commandeering human cells and replicating to high numbers within a specialised vacuole. We will investigate virulence factors of Coxiella, learning how and why they target an essential human vesicular trafficking process. Our innovative approach and unique expertise will elucidate interaction between this pathogen and the human cell, providing fundamental knowledge towards public health outcomes."
1120331	2016-12-03	"Dr Trisha Peel"	"Project Grants"	"Standard Project Grant"	"The Arthroplasty Surgical Antibiotic Prophylaxis (ASAP) Study"	"University of Melbourne"	"VIC"	"University"	"2017"	"2021"	3509984.8	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Infectious Diseases"	"antibiotic resistance"	"surgical outcomes research"	"randomised controlled trial (RCT)"	"prophylaxis"	"health economics"	"The demand for total joint replacement surgery will double over the next decade. Infection involving the surgical wound is a devastating complication of this surgery. Half of all infections are due to methicillin resistant Staphylococcus (such as MRSA) and Enterococcus. This multicentre randomised controlled trial aims to investigate whether the addition of vancomycin at the time of surgery reduces the incidence of surgical wound infections; is safe and is cost-effective."
1120319	2016-12-03	"Dr Carol Hodgson"	"Project Grants"	"Standard Project Grant"	"Treatment of invasively ventilated adults with Early Activity and Mobilisation"	"Monash University"	"VIC"	"University"	"2017"	"2021"	1467137.4	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Intensive Care"	"randomised controlled trial (RCT)"	"intensive care"	"critical illness"	"mobility"	"physiotherapy"	"The sickest patients in intensive care units (ICUs) receive prolonged, invasive support for their breathing. This is currently managed with complete bed rest, and results in severe muscle weakness, increased duration of hospital stay and poor recovery. We have found that early activity and mobilisation during invasive breathing support is safe and may improve survival and recovery. We will test early activity and mobilisation in a large randomised controlled trial of 750 ICU patients."
1120317	2016-12-03	"Dr Penelope Abbott"	"Project Grants"	"Standard Project Grant"	"A multi-centre randomised controlled trial to compare nasal balloon autoinflation versus no nasal balloon autoinflation for otitis media with effusion in Aboriginal and Torres Strait Islander children (the INFLATE trial)"	"University of Western Sydney"	"NSW"	"University"	"2017"	"2019"	2534580	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Clinical Sciences not elsewhere classified"	"Aboriginal child"	"otitis media"	"hearing"	"clinical trial"	"primary care"	"Otitis media with effusion (OME) or ’glue ear’ is a common ear problem in Aboriginal and Torres Strait Islander children. In OME, fluid accumulates in the middle ear. This can cause hearing loss and learning difficulties and lead to surgery. We will see if the use of a simple device in which a child blows up a balloon with their nostrils (nasal balloon autoinflation) helps resolve glue ear, improves hearing and is acceptable for the management of this important ear health problem."
