"APP ID"	"Date Announced"	"CIA Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Start Yr"	"End Yr"	"Total"	"Broad Research Area"	"FOR Category"	"Field of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
1141938	2017-12-06	"Prof Hongyuan Yang"	"Project Grants"	"Standard Project Grant"	"The role of adipose tissue cholesterol in metabolic diseases"	"University of New South Wales"	"NSW"	"University"	2018	2021	888340	"Basic Science"	"MEDICAL BIOCHEMISTRY AND METABOLOMICS"	"Medical Biochemistry: Lipids"	"cholesterol metabolism"	"adipocytes"	"trafficking"	"lipid metabolism"	"obesity"	"Adipose tissue is important for human health. Adipose tissue can normally store a significant amount of cholesterol. Impairment of this function will cause a number of devastating diseases such as heart disease and stroke. The proposed work will help understand how adipose tissue store cholesterol. Results from this work may lead to novel therapeutic strategies against obesity and heart disease."
1141939	2017-12-06	"Prof Hongyuan Yang"	"Project Grants"	"Standard Project Grant"	"Lipid trafficking at membrane contact sites: the role of Oxysterol-Binding Protein-Related Protein 5 and 8 (ORP5 and ORP8)"	"University of New South Wales"	"NSW"	"University"	2018	2020	466399.5	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Cell Metabolism"	"phospholipids"	"plasma membrane"	"trafficking"	"phosphoinositides"	"cholesterol metabolism"	"Abnormal subcellular lipid distribution is associated with a number of common diseases including cancer, cardiovascular disease, and  Alzheimer’s disease. The overall aim of this proposal is to identify and characterize new molecules that regulate the transport of lipids between  different cell membranes. Results from the proposed studies will help developing novel therapeutic agents against common human diseases."
1141928	2017-12-06	"A/Pr Helen Cooper"	"Project Grants"	"Standard Project Grant"	"Aberrant ependymal development and the formation of hydrocephalus"	"University of Queensland"	"QLD"	"University"	2018	2020	660005	"Basic Science"	"NEUROSCIENCES"	"Cellular Nervous System"	"neurodevelopment"	"neural stem cell"	"epithelial morphogenesis"	"neurodevelopmental disorders"	"signalling pathways"	"Foetal hydrocephalus is a prevalent neurodevelopmental condition associated with severe intellectual impairment. Breakdown of the ependymal cell layer, which acts as a barrier between brain tissue and the ventricular space, is a major cause of hydrocephalus. Despite the importance of these cells, we have little understanding of the molecular mechanisms that regulate their production. This project will identify critical signalling pathways governing the establishment of the ependymal layer."
1141906	2017-12-06	"Dr Amardeep Dhillon"	"Project Grants"	"Standard Project Grant"	"Transcriptional Effectors of Oncogenic ERK Signaling in Colorectal Cancer"	"La Trobe University"	"VIC"	"University"	2018	2021	820776	"Basic Science"	"ONCOLOGY AND CARCINOGENESIS"	"Cancer Cell Biology"	"oncogenes"	"transcription factor"	"differentiation"	"tumour progression"	"signalling pathways"	"This project aims to unravel how one of the most frequently deregulated molecular pathways in colorectal cancer controls the expression of genes required for these tumours to grow and spread. We expect this work to uncover novel therapeutic targets to effectively inactivate this pathway and biomarkers to select patients most likely to benefit from existing therapies."
1141874	2017-12-06	"Dr Peter Czabotar"	"Project Grants"	"Standard Project Grant"	"Understanding how Bcl-2 proteins form the apoptotic pores that kill cells"	"Walter and Eliza Hall Institute"	"VIC"	"Research"	2018	2020	893613.5	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Structural Biology (incl. Macromolecular Modelling)"	"apoptosis"	"structural biology"	"BAX"	"membrane permeability"	"cell death"	"Programmed cell death termed apoptosis is a process our bodies use to remove cells that are a threat to our health, e.g. cancer cells. The proteins that regulate cell death are attractive targets for therapeutics that have become resistant to this defence mechanism. This study will reveal how proteins from the Bcl-2 family regulate cell death at the molecular level. Understanding this process will inform the development of drugs aimed at regulating cell death in cancer and other diseases."
1141848	2017-12-06	"Dr Nadine Andrew"	"Project Grants"	"New Investigator Grant"	"Evaluation of enhanced models of primary care in the management of stroke and other chronic diseases"	"Monash University"	"VIC"	"University"	2018	2020	556183.8	"Health Services Research"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Primary Health Care"	"chronic diseases"	"quality of care"	"data linkage"	"stroke"	"primary care"	"Chronic diseases are the leading cause of death and disability in Australia. Since 1999, patients in Australia have been able to access a variety of comprehensive disease management programs subsidised through Medicare. We will use comprehensive linked data from survivors of stroke registered in the Australian Stroke Clinical Registry to provide the first robust evaluation of the effectiveness of these enhanced models of primary care in patients with chronic diseases using stroke as an example."
1141840	2017-12-06	"Prof Magdalena Plebanski"	"Project Grants"	"Standard Project Grant"	"VITAL: Vaccine immunomodulation throughout the aging lifespan"	"Monash University"	"VIC"	"University"	2018	2020	795116.5	"Clinical Medicine and Science"	"IMMUNOLOGY"	"Cellular Immunology"	"elderly"	"vaccine"	"inflammation"	"T cells"	"B cells"	"The elderly  respond less well to vaccines than their younger counterparts. Flu is particularly dangerous to the elderly. In this proposal we will determine the likely immune mechanism undelying this difference, as well as specifically address the urgent issue of whether prior injection with a whooping cough vaccine makes Flu vaccines less likely to be effective."
1141789	2017-12-06	"A/Pr Tim Karl"	"Project Grants"	"Standard Project Grant"	"Cannabidiol (CBD): A novel therapeutic for Alzheimer's disease."	"University of Western Sydney"	"NSW"	"University"	2018	2021	775005	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"Alzheimer disease"	"animal model"	"behaviour"	"brain pathology"	"treatment evaluation"	"Current drugs do not stop or reverse the progression of Alzheimer’s disease (AD). Also, brains of AD patients show a number of biological changes and effective drugs should target those together. Cannabidiol (CBD) has such abilities when tested in AD cell models. We found that CBD can also prevent and reverse memory deficits in AD mice. We propose to provide convincing preclinical evidence for the benefits of CBD for human AD therapy and to define mechanisms involved."
1141724	2017-12-06	"Prof Andrew Lawrence"	"Project Grants"	"Standard Project Grant"	"Neural regulation of salt intake"	"Florey Institute of Neuroscience and Mental Health"	"VIC"	"Research"	2018	2020	645005	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"dietary salt"	"opioids"	"motivation"	"satiety"	"amygdala"	"While we need to consume salt, too much can be harmful and is in fact directly linked to ~5% of deaths annually in Australia. We have identified a system in the brain that regulates salt intake. Going forwards we will fully elucidate the pathway(s) implicated in regulation of salt intake, thereby identifying strategies to reduce excessive salt consumption."
1141699	2017-12-06	"Prof Darryl Eyles"	"Project Grants"	"Standard Project Grant"	"Developmental Vitamin D-deficiency and Autism; exploration of potential mechanisms and refining phenotype in an animal model"	"University of Queensland"	"QLD"	"University"	2018	2020	442249	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"autism spectrum disorders"	"animal model"	"vitamin D"	"early brain development"	"maternal nutrition"	"We have now shown in a large cross-sectional study that low levels of vitamin D during gestation increase the incidence of autism in children. When we model this risk-relationship in animals we show changes in important developmental processes and behaviours previously linked to autism in children. We now want to understand both the exact downstream molecular pathways affected in the developing brain along with the precise brain structural and behavioural abnormalities produced in offspring."
1141602	2017-12-06	"Dr Seyediman Roohaniesfahani"	"Project Grants"	"New Investigator Grant"	"A Targeted Drug Delivery System for Treatment of Bone Metastasis"	"University of Sydney"	"NSW"	"University"	2018	2019	243607	"Basic Science"	"NANOTECHNOLOGY"	"Nanomedicine"	"cancer chemotherapeutic agents"	"cancer control"	"nanotechnology"	"bone cancer"	"metastatic cancer"	"The most common site where cancer spreads is the bone. Once it happens, it can dramatically affect patient’s quality of life and chance of survival. Current treatments are mostly palliative or associate with acute side effects due to systematic administration of anticancer drugs and their inability to selectively target the diseased area. This study aims to develop a nanocarrier that can uptake, protect and deliver anticancer drugs to the affected site in bone."
1141593	2017-12-06	"Dr Catherine Chamberlain"	"Project Grants"	"Standard Project Grant"	"Healing the Past by Nurturing the Future: Learning how to identify and support Indigenous parents who have experienced complex childhood trauma"	"La Trobe University"	"VIC"	"University"	2018	2021	1193719	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Aboriginal and Torres Strait Islander Health"	"child maltreatment"	"traumatic stress"	"parenthood"	"recovery"	"indigenous Australians"	"Complex childhood trauma causes profound and long-lasting effects on physical, social and emotional wellbeing, which can be triggered during the transition to parenthood and impede the capacity of parents to nurture their children. The transition offers a unique opportunity for healing and preventing intergenerational transmission of trauma.  This project co-designs and evaluates acceptability and feasibility of screening and support for Indigenous parents experiencing complex trauma."
1141581	2017-12-06	"A/Pr Simon Phipps"	"Project Grants"	"Standard Project Grant"	"Inhibition of necroptosis as a novel strategy for the prevention of bronchiolitis and subsequent asthma"	"University of Queensland"	"QLD"	"University"	2018	2020	658014.8	"Basic Science"	"IMMUNOLOGY"	"Innate Immunity"	"cytokine secretion"	"airway epithelium"	"airway inflammation"	"repair"	"cell death"	"Severe virus associated bronchiolitis is a major cause of infant mortality and a risk factor for asthma. Using a mouse model, we have shown that virus infection causes tissue damage, leading to the release of 'danger' molecules that promote excessive inflammation and tissue remodelling. We have identified an important mechanism by which the danger molecules are released. We will now assess whether blocking this process ameliorates viral bronchiolitis and breaks its nexus with subsequent asthma."
1141566	2017-12-06	"A/Pr Shankar Siva"	"Project Grants"	"Standard Project Grant"	"Stereotactic body radiotherapy (SBRT) as a new standard of care for spinal metastases"	"University of Melbourne"	"VIC"	"University"	2018	2019	200147.6	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Radiation Therapy"	"radiation oncology"	"radiation therapy"	"cancer"	"clinical research"	"effectiveness study"	"Secondary spread of cancer to the spine affects about 40% of all cancer patients. The current standard of care, radiotherapy, does not provide durable control of cancer pain. Breakthrough technology in stereotactic body radiotherapy (SBRT) is showing considerable promise for improved patient outcomes. This study is a multi-national collaboration between Australia and Canada directly comparing conventional radiotherapy to spinal SBRT in order to establish spinal SBRT as the new standard of care."
1141561	2017-12-06	"A/Pr Natasha Lannin"	"Project Grants"	"Standard Project Grant"	"Effectiveness of Occupational Therapy Homevisits to Improve Participation after Stroke"	"La Trobe University"	"VIC"	"University"	2018	2021	1774083.22	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Rehabilitation and Therapy (excl. Physiotherapy)"	"occupational therapy"	"discharge planning"	"stroke rehabilitation"	"economic evaluation"	"participation"	"This randomized controlled trial will determine the effectiveness of occupational therapy pre-discharge homevisits for people after stroke, with health economic evaluation conducted alongside to determine the cost-benefits. Recruiting adults from Australian rehabilitation hospitals, this study is designed to provide guidance for hospitals, policy-makers and clinical practice guideline developers on whether occupational therapy homevisits improve the level of community participation after stroke."
1141564	2017-12-06	"Dr Samuel Forster"	"Project Grants"	"New Investigator Grant"	"Characterization of novel, colitis associated pathobionts to identify therapeutic targets in the host immune response"	"Monash University"	"VIC"	"University"	2018	2020	684609.4	"Basic Science"	"IMMUNOLOGY"	"Innate Immunity"	"innate immunity"	"gastrointestinal symptoms"	"bioinformatics"	"colitis"	"cancer immunotherapy"	"Applying cutting edge methods to grow bacteria from the human gut, we have identified three species, two previously unknown, that are found in many inflammatory diseases including Inflammatory bowel disease, colorectal cancer and in cancer immunotherapy patients who experience colitis. By characterizing these bacteria and the immune response in human cells we are seeking to discover novel targetted methods to prevent colitis and gastrointestinal inflammation."
1141540	2017-12-06	"Prof Ruth Hall"	"Project Grants"	"Standard Project Grant"	"How insertion sequences mobilize antibiotic resistance genes"	"University of Sydney"	"NSW"	"University"	2018	2021	675085.6	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Bacteriology"	"transposons"	"antibiotic resistance"	"bacterial genetics"	"bacterial evolution"	"gene amplification"	"Resistance to all antibiotics available for treatment of bacterial infections is a cause for global concern (Word Health Organization, US Centres for Disease Control) as it also compromises therapies relying on antibiotics such as transplantation and cancer chemotherapy. This project will seek to understand how resistance genes are recruited and disseminated into different types of bacteria that repeatedly spread around the world."
1141504	2017-12-06	"Dr Si Ming Man"	"Project Grants"	"New Investigator Grant"	"Type I interferon signalling in bacterial infection"	"Australian National University"	"ACT"	"University"	2018	2021	738274	"Basic Science"	"IMMUNOLOGY"	"Innate Immunity"	"innate immunity"	"bacterial infection"	"interferon (IFN)"	"type I interferon"	"inflammation"	"Infectious diseases are a leading cause of death in Australia. Activation of disease-fighting inflammasomes sets in motion rapid immune defenses against pathogens. In this project, we explore how cell-cell communication molecules known as type I interferons communicate with inflammasomes to achieve the best outcome in the body in response to deadly bacterial infection. Understanding how these signals communicate with one another could reveal new ways to fight infectious diseases."
1141421	2017-12-06	"Prof Andreas Suhrbier"	"Project Grants"	"Standard Project Grant"	"Chikungunya virus disease; the role of proteases and their receptors"	"Queensland Institute of Medical Research"	"QLD"	"Research"	2018	2020	682716	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Virology"	"virus pathogenesis"	"arthritis"	"protease-activated receptors"	"therapy"	"mouse models"	"Chikungunya virus (CHIKV) is a mosquito borne virus related to the Australian Ross River virus.  The arthritic disease caused by these viruses is often poorly managed by current treatments.  We have recently identified several proteins call proteases that circulate in the blood of infected people and promote arthritis.  If successful the grant will provide new treatment options for these (and perhaps other) diseases using recently developed drugs that inhibit the activity of these proteases."
1141377	2017-12-06	"Dr Trudy Rebbeck"	"Project Grants"	"Standard Project Grant"	"Implementation of a novel clinical pathway of care for common musculoskeletal disorders in primary care."	"University of Sydney"	"NSW"	"University"	2018	2022	1525730	"Health Services Research"	"CLINICAL SCIENCES"	"Physiotherapy"	"implementation"	"musculoskeletal disorders"	"clinical guidelines"	"health services research"	"clinical decision making"	"This project provides a solution to the burden musculoskeletal disorders in Australia. We will implement a novel clinical pathway of care that uses simple questionnaires to determine whether people will recover simply or require complex care. If simple, we provide people and their healthcare practitioner with guideline-based information developed by our expert team. If complex, we refer them to an expert physiotherapist who can undertake more complex assessments and direct care appropriately."
1141365	2017-12-06	"Prof Alaina Ammit"	"Project Grants"	"Standard Project Grant"	"Switching tristetraprolin on to turn off inflammation in COPD"	"University of Technology Sydney"	"NSW"	"University"	2018	2020	525390	"Basic Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Respiratory Diseases"	"inflammation"	"chronic obstructive pulmonary disease (COPD)"	"anti-inflammatory agents"	"cytokine regulation"	"RNA binding proteins"	"Inflammation drives the pathogenesis of chronic obstructive pulmonary disease (COPD). We have developed a novel anti-inflammatory strategy to treat this currently untreatable disease. Our innovation is to use activators of protein phosphatase 2A to switch the molecule tristetraprolin (TTP) on and repress inflammation in COPD. Switching TTP on to turn off inflammation in COPD has proven potential to prevent irreversible damage and halt the progression of COPD."
1141361	2017-12-06	"Prof Stan Gronthos"	"Project Grants"	"Standard Project Grant"	"Deregulation of DNA hydroxymethylases Tet1/ Tet2 compromises skeletal integrity during ageing and bone disease"	"University of Adelaide"	"SA"	"University"	2018	2021	850228.8	"Basic Science"	"OTHER MEDICAL AND HEALTH SCIENCES"	"Medical and Health Sciences not elsewhere classified"	"osteoporosis"	"musculoskeletal"	"musculoskeletal disorders"	"skeletal disease"	"epigenetics"	"Epigenetic modifications of DNA and associated proteins regulate gene expression. A greater understanding of the molecular pathways and associated epigenetic changes that regulate bone cell commitment under normal and pathological conditions will help enhance our ability to diagnose and treat disorders/ diseases that effect skeletal tissues through the pharmacological manipulation of epigenetic modifiers and their gene targets."
1141339	2017-12-06	"Dr Luc Furic"	"Project Grants"	"Standard Project Grant"	"Codon bias: a hidden layer of translational regulation by estrogens"	"Monash University"	"VIC"	"University"	2018	2020	420922.2	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Biochemistry and Cell Biology not elsewhere classified"	"RNA metabolism"	"hormone receptors"	"protein synthesis"	"proliferation"	"signalling pathways"	"The hormone estrogen signals through its receptors to mediate both transcription in the nucleus and signalling known to affect translation in the cytoplasm. It is currently unknown in which way the response to estrogen is orchestrated by integrating the translation of messenger RNAs with the transcription of target genes. The project aims to determine how estrogen signalling is integrated by carefully dissecting how messenger RNAs are transcribed and translated under its control."
1141330	2017-12-06	"Dr Yiping Wang"	"Project Grants"	"Standard Project Grant"	"Defining the role of kidney CD103+Dendritic cells for treatment of chronic kidney disease"	"University of Sydney"	"NSW"	"University"	2018	2020	599431	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Nephrology and Urology"	"kidney disease"	"dendritic cell"	"inflammation"	"T cell activation"	"immunotherapy"	"Chronic kidney disease (CKD) is a major cause of death and morbidity. Current treatments for CKD are not effective and new therapeutic approaches are needed. Dendritic cells (DCs) are key immune cells and play a central role in kidney disease. We recently found that a major DC subset called CD103+ DCs harmed the kidney in an animal model of human CKD. This study is to determine how CD103+ DCs cause kidney damage, and how to target CD103+ DCs for development of new therapies for human CKD."
1141325	2017-12-06	"Dr Heng Jiang"	"Project Grants"	"Standard Project Grant"	"The effects of different alcohol pricing policies on alcohol consumption, health, social and economic outcomes, and health inequality in Australia"	"La Trobe University"	"VIC"	"University"	2018	2020	276737.7	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Public Health and Health Services not elsewhere classified"	"alcohol"	"policy evaluation"	"mortality"	"morbidity"	"economic analysis"	"This project will examine the effects, effectiveness and cost-benefits of alcohol pricing policy initiatives in reducing risky drinking, health and social harms and health inequalities among priority populations in Australia. This project will provide key research evidence to cut through current policy debates and will point towards the most effective potential options for alcohol tax reform."
1141278	2017-12-06	"Prof James Beeson"	"Project Grants"	"Standard Project Grant"	"Mechanisms and targets of antibody-complement interactions that neutralize malaria"	"Macfarlane Burnet Institute for Medical Research and Public Health"	"VIC"	"Research"	2018	2020	647976.8	"Clinical Medicine and Science"	"MEDICAL MICROBIOLOGY"	"Medical Parasitology"	"malaria vaccine"	"immunity"	"Plasmodium falciparum"	"complement"	"humoral immunity"	"Our project aims to identify immune mechanisms that neutralize malaria from the moment of inoculation by a mosquito, before infection can become established to prevent the development of malaria disease. Furthermore, we will discover specific targets of protective immune responses. We expect this project will provide major new advances in our knowledge of human immunity to P. falciparum malaria, one of the world’s most significant causes of mortality and morbidity, and we will use this knowledge"
1141235	2017-12-06	"Prof David Harris"	"Project Grants"	"Standard Project Grant"	"Preventing kidney failure using ß-catenin/Foxo"	"University of Sydney"	"NSW"	"University"	2018	2021	860776	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Nephrology and Urology"	"kidney disease"	"fibrosis"	"transforming growth factor beta (TGF-beta)"	"inflammation"	"wound healing"	"21,000 Australians receive kidney replacement therapy and many more die of kidney failure as a result of kidney fibrosis. TGF-ß, a growth factor causing kidney fibrosis, is also anti-inflammatory and promotes healing. We aim to prove that targeting downstream messengers (Foxo/ß-catenin) of TGF-ß will prevent fibrosis while promoting TGF-ß’s anti-inflammatory and healing actions. A successful outcome will lead to a novel cure for preventing kidney failure and failure of other organs."
1141234	2017-12-06	"A/Pr Victoria Cogger"	"Project Grants"	"Standard Project Grant"	"A targeted approach to age related disease: nanomedicines and the liver sinusoidal endothelium"	"ANZAC Research Institute"	"NSW"	"Research"	2018	2020	560241	"Basic Science"	"NANOTECHNOLOGY"	"Nanomedicine"	"liver microcirculation"	"nanotechnology"	"ageing"	"drug delivery systems"	"disease mechanisms"	"Cells that line the liver blood vessels undergo predictable and distinct changes with age that increase the risk of developing diseases of older age like Diabetes and Cardiovascular Disease. We can now selectively target the changes in the liver cells with nanomedicines to prevent and treat these changes. The implications of this study are vast – a new therapy for the prevention and treatment of age-related cardiovascular disease and diabetes."
1141208	2017-12-06	"A/Pr Margaret Hibbs"	"Project Grants"	"Standard Project Grant"	"G-CSF: a pathogenic effector in chronic obstructive pulmonary disease and its comorbidities"	"Monash University"	"VIC"	"University"	2018	2021	1241551.2	"Basic Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Respiratory Diseases"	"chronic obstructive pulmonary disease (COPD)"	"inflammatory mediators"	"growth factor"	"lung inflammation"	"systemic inflammation"	"Chronic Obstructive Pulmonary Disease (COPD) is an incurable lung disease that is a huge global health burden, and new therapies are urgently needed. We have recently discovered a possible cause of COPD. This single factor also appears to drive other associated medical problems that are the biggest contributors to patient deterioration. Using advanced genetics, biochemistry and molecular methods we are searching for ways to turn our discovery into effective treatments for this fatal disease."
1141185	2017-12-06	"Dr Sant-Rayn Pasricha"	"Project Grants"	"Standard Project Grant"	"Benefits and safety of IRon supplementation with MAlaria chemoprevention to children in Malawi (IRMA) - A randomised controlled trial"	"Walter and Eliza Hall Institute"	"VIC"	"Research"	2018	2022	3064308.92	"Public Health"	"NUTRITION AND DIETICS"	"Public Nutrition Intervention"	"iron deficiency"	"malaria control"	"anaemia"	"child health"	"nutrition"	"Anaemia and malaria frequently coexist in low income settings e.g. sub-Saharan Africa and Asia. Iron interventions aim to reduce anaemia but exacerbate malaria. We aim to test whether iron is made safe by coadministering malaria prevention, and whether these interventions improve child health outcomes especially cognitive development, while ensuring malaria resistance does not emerge."
1141142	2017-12-06	"Prof Richard Payne"	"Project Grants"	"Standard Project Grant"	"Novel TB Drug Candidates via the Inhibition of Lipid I Biosynthesis"	"University of Sydney"	"NSW"	"University"	2018	2020	780743	"Basic Science"	"MEDICINAL AND BIOMOLECULAR CHEMISTRY"	"Biologically Active Molecules"	"tuberculosis"	"mycobacteria"	"enzyme inhibitors"	"antibiotics"	"antibiotic resistance"	"Tuberculosis (TB) is an enormous global health problem with a continuing impact in Australia. TB is now the leading killer of any infectious disease (1.8 million people per year) and the rapid emergence of drug resistant TB infections threatens to prevent efforts to control the disease. This project seeks to develop novel TB drug candidates that operate by preventing the construction of the cell wall by the bacterial agent that causes the disease."
1141081	2017-12-06	"A/Pr Jody Haigh"	"Project Grants"	"Standard Project Grant"	"Roles of the EMT transcription factors in epigenetic remodelling and myeloid cell transformation."	"Monash University"	"VIC"	"University"	2018	2020	809519.5	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Haematological Tumours"	"leukaemia"	"transcription factor"	"epigenetics"	"myeloid leukaemia"	"mouse models"	"This project is based upon our novel discoveries that identified ZEB2 and SNAI1 as novel genes involved in the development of aggressive forms of blood cancer. During the course of this proposal we will find new drug targets and new drug treatment options using existing drugs that will specifically target cancer initiating cells in order to kill aggressive forms of blood cancers that are currently refractory to treatment."
1141069	2017-12-06	"Dr Tina Skinner-Adams"	"Project Grants"	"Standard Project Grant"	"Combating giardiasis by investigating new potent compound series as leads for improved treatment options"	"Griffith University"	"QLD"	"University"	2018	2020	776027.8	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Parasitology"	"giardia"	"drug discovery"	"giardiasis"	"drug action"	"chemistry"	"Giardia parasites infect ~1 billion people globally and are responsible for significant morbidity and disadvantage. There is no licensed vaccine and current treatment options are inadequate, resulting in poor compliance, treatment failures, rapid re-infection and drug resistance. New therapies are needed to combat this parasite and improve the health of millions world-wide. We will address this issue by investigating new drug candidates for the treatment of Giardia infections."
1141064	2017-12-06	"Prof Carolyn Sue"	"Project Grants"	"Standard Project Grant"	"Nix mediated mitophagy: A new therapeutic approach to Parkinson's disease"	"University of Sydney"	"NSW"	"University"	2018	2020	674428	"Clinical Medicine and Science"	"NEUROSCIENCES"	"Neurology and Neuromuscular Diseases"	"Parkinson disease"	"mitochondrial function"	"neurodegenerative disorders"	"mitochondria"	"neurological diseases"	"Parkinson’s disease (PD) is the most common neurodegenerative movement disorder in the world. A key problem in PD is that affected neurons lose energy and then die. We have discovered that by recycling mitochondria (the parts of the cell that produce energy), we can protect neurons from dying and restore function. This project will determine whether mitochondrial recycling mediated by Nix can restore energy and prevent neuronal loss. This would represent a new therapeutic approach to treat PD."
1141046	2017-12-06	"Prof Harshal Nandurkar"	"Project Grants"	"Standard Project Grant"	"Targeted delivery of CD39 to ischaemic brain improves outcomes in stroke"	"Monash University"	"VIC"	"University"	2018	2021	895780	"Clinical Medicine and Science"	"NEUROSCIENCES"	"Central Nervous System"	"stroke"	"targeted therapy"	"ischaemia/reperfusion"	"blood-brain barrier"	"stroke outcome"	"Stroke is most likely caused by a clot in one of the large blood vessels supplying the brain. The approach is to save the 'at-risk' area of brain with drugs that break-down clots and by manual removal of clots. These treatments are limited by timely access within 4.5 hours to larger hospitals. We are trialing a new drug that protects the brain better on its own and may add to the benefit of current treatments. Moreover, it can be given in any rural setting."
1141034	2017-12-06	"Prof Ross Bathgate"	"Project Grants"	"Standard Project Grant"	"Resolving and targeting the complex molecular mechanisms underlying GPCR signalling"	"Florey Institute of Neuroscience and Mental Health"	"VIC"	"Research"	2018	2021	1071370.4	"Basic Science"	"PHARMACOLOGY AND PHARMACEUTICAL SCIENCES"	"Basic Pharmacology"	"G protein-coupled receptors"	"nuclear magnetic resonance (NMR) spectroscopy"	"cell signalling"	"structure-based drug design"	"protein engineering"	"Receptors are located on the surface of all human cells to allow our cells to respond to their environment. Over 30% of prescription drugs act through particular receptors called GPCRs, however effective drugs without side effects are difficult to develop because we do not have a deep understanding of how GPCRs transmit complex signals. In this proposal we seek to resolve the atomic-level details of GPCR signalling to assist in the development of better drugs for a diverse range of diseases."
1140996	2017-12-06	"Prof Andrew Zannettino"	"Project Grants"	"Standard Project Grant"	"Bone marrow macrophages: “Resident Evil” in the establishment and progression of multiple myeloma"	"University of Adelaide"	"SA"	"University"	2018	2020	570585	"Basic Science"	"ONCOLOGY AND CARCINOGENESIS"	"Haematological Tumours"	"myeloma"	"macrophages"	"bone marrow stroma"	"microenvironment"	"tumour growth"	"Multiple myeloma (MM) is a cancer that develops within the bone marrow (BM). To date, which cells of the BM stroma are required for the support of MM growth remains unknown. Our preliminary data suggest BM resident macrophages, expressing CD169 and CX3CR1, are essential for MM growth. Using innovative and elegant animal models of MM, we will define the role of these macrophages in MM growth and determine if macrophage-targeted therapies can delay MM growth in the relapsed disease setting."
1140976	2017-12-06	"A/Pr Marnie Blewitt"	"Project Grants"	"Standard Project Grant"	"Investigating new molecular mechanisms that contribute to the establishment of epigenetic silencing"	"Walter and Eliza Hall Institute"	"VIC"	"Research"	2018	2021	1488141.6	"Basic Science"	"GENETICS"	"Epigenetics (incl. Genome Methylation and Epigenomics)"	"epigenetics"	"genomics"	"screening"	"circadian rhythms"	"gene expression"	"Epigenetic marks are changes made to the DNA which help genes to be switched off in some cells and switched on in others e.g. for elastin to be switched on in skin and off in blood. Epigenetic marks are critical to normal development. We are interested in the genes that are necessary to add epigenetic marks to the DNA and understanding how the many genes involved in this process co-operate at the molecular level to switch genes off."
1140962	2017-12-06	"Dr Tobias Merson"	"Project Grants"	"Standard Project Grant"	"Optimising myelin repair and restoring neuronal function in the demyelinated brain"	"Monash University"	"VIC"	"University"	2018	2021	1009932.9	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"myelination"	"oligodendrocytes"	"plasticity"	"multiple sclerosis (MS)"	"remyelination"	"Multiple sclerosis is a disease of the brain and spinal cord caused by damage to white matter. In healthy brains, a substance in white matter  called myelin insulates the axons (cables) of nerve cells, which speeds up electrical conduction. In MS, myelin is destroyed which impairs  conduction and can lead to permanent loss of axons and nerve cells. To prevent this, we will test whether increasing electrical activity in nerve  cells helps restore myelin by activating myelin-forming stem cells."
1140916	2017-12-06	"Prof Sarah Robertson"	"Project Grants"	"Standard Project Grant"	"Preclinical development of TLR signalling inhibitors for prevention of preterm labour and fetal inflammatory injury"	"University of Adelaide"	"SA"	"University"	2018	2020	690821	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Obstetrics and Gynaecology"	"parturition"	"prematurity"	"neonatal survival"	"fetal development"	"inflammation"	"Preterm birth affects 8% of Australian births and is a major cause of infant and child health problems. Therapies to prevent or delay prematurity are urgently required. This study will investigate new drugs that suppress the triggers of preterm labour. We will evaluate drug effects in mice and human placental tissue, to demonstrate safety and fetal protection from inflammatory injury that occurs with prematurity. Successful completion of the study is expected to lead to clinical trials in women."
