"APP ID"	"Date Announced"	"CIA Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Total"	"Broad Research Area"	"Field of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
1163039	2018-12-12	"Prof Brian Oldfield"	"Project Grants"	"Standard Project Grant"	"The vagus nerve and gut - brain interactions: the underpinnings of successful weight loss surgery through recruitment of Brown Adipose Tissue"	"Monash University"	"VIC"	"University"	1202978	"Basic Science"	"Autonomic Nervous System"	"obesity"	"vagus nerve"	"weight loss"	"diabetes prevention"	"thermogenesis"	"Bariatric surgery and more particularly vertical sleeve gastrectomy (VSG) are widely performed to combat morbid obesity. To improve surgery and to ultimately replace it, it is necessary to understand how it works. Our preliminary data from an animal model shows that increased energy expenditure and improved glucose regulation in brown adipose tissue are essential to surgical success. This project will uncover what are the interactions between the gut and the brain that allow this to happen."
1163040	2018-12-12	"Dr Jodie Painter"	"Project Grants"	"Standard Project Grant"	"Large-scale genome-wide analyses to investigate the genetic aetiology of miscarriage"	"QIMR Berghofer Medical Research Institute"	"QLD"	"Research Institutes"	195328	"Basic Science"	"Quantitative Genetics (incl. Disease and Trait Mapping Genetics)"	"miscarriage"	"genetic association"	"genetic risk factors"	"pregnancy complications"	"genetic predisposition"	"In Australia around 25% of clinically-confirmed pregnancies end in miscarriage. While up to 60% are likely due to chromosomal or structural anomalies in the developing embryo, the causes of the remainder are typically unknown. Using large-scale genome-wide analyses, we will investigate the extent to which genetic factors, in the form of genetic variants, influence miscarriage risk.  If funded, this project will significantly advance our understanding of the genetic aetiology of miscarriage."
1163053	2018-12-12	"Prof David Tarlinton"	"Project Grants"	"Standard Project Grant"	"The Dynamics and Determinants of Plasma Cell Survival"	"Monash University"	"VIC"	"University"	859702	"Basic Science"	"Cellular Immunology"	"antibody production"	"cell survival"	"signalling pathways"	"cre/lox knockout mice"	"lymphocytes"	"Antibodies are crucial for health, protecting us from pathogens and their toxic products, often for the duration of our lives. The biology of plasma cells, which make antibodies, is poorly understood but it could allow us to control antibody production for better outcomes in vaccines and better treatments for diseases caused by antibodies. We propose to use a new mouse model to finally understand the basis of plasma cell survival and how to make it longer or shorter to improved health outcomes."
1163054	2018-12-12	"Dr Catherine Bell"	"Project Grants"	"Standard Project Grant"	"Can patient-led surveillance detect recurrent or new primary melanoma & reduce need for routinely scheduled follow-up? A Randomised Controlled Trial."	"University of Sydney"	"NSW"	"University"	1229189.6	"Clinical Medicine and Science"	"Cancer Diagnosis"	"melanoma"	"surveillance"	"patient participation"	"health economics"	"dermatology"	"Melanoma survivors need lifelong skin checks for new melanomas and other skin cancers. Technology now provides smartphone Apps which guide patients’ own skin checking and allow photography of areas of possible concern. The results are sent for a dermatologist’s review, which may prompt a clinic visit for further investigation.        However the effectiveness & safety of using new technologies for skin checks are unknown, and our trial seeks to generate the evidence needed to assess this."
1163067	2018-12-12	"A/Pr Anne Tiedemann"	"Project Grants"	"Standard Project Grant"	"Preventing falls in older age with yoga-based exercise: effectiveness, cost-effectiveness and implementation"	"University of Sydney"	"NSW"	"University"	930103.2	"Health Services Research"	"Health Promotion"	"falls prevention"	"implementation"	"yoga"	"ageing population"	"clinical trial"	"This trial will determine the effectiveness, cost-effectiveness and implementation potential of yoga-based exercise for preventing falls in people aged 65+. This project addresses the urgent public health challenge of population ageing and is aligned with the World Health Organization’s Global Strategy and Action Plan on Ageing and Health 2016-2020. Results have the potential to change policy and practice, improve quality of life and reduce the economic cost of an ageing population."
1163090	2018-12-12	"Prof Jose Villadangos"	"Project Grants"	"Standard Project Grant"	"Functional impairment of mouse and human dendritic cells following Systemic Inflammatory Response Syndrome (SIRS): towards novel diagnostics and treatments"	"University of Melbourne"	"VIC"	"University"	1273624	"Basic Science"	"Cellular Immunology"	"dendritic cell"	"antigen presentation"	"immunosuppression"	"sepsis"	"critical care"	"Severe infections, trauma or stroke cause Systemic Inflammatory Response Syndrome (SIRS). SIRS patients often succumb to otherwise innocuous infections because SIRS induces a long state of immune suppression. We think an underlying mechanisms is the functional impairment of a critical immune cell type called dendritic cells (DC). The goal of this grant is to develop tools to measure, predict and prevent the formation of these 'paralysed DC' to restore a healthy immune system in SIRS patients."
1163111	2018-12-12	"Dr SiokKeen Tey"	"Project Grants"	"Standard Project Grant"	"A phase I clinical study of adoptive transfer of regulatory T cells (Tregs) and low-dose interleukin-2 (IL-2) for the treatment of chronic graft-versus-host disease (GVHD): gene-marking to inform rational combination therapy"	"QIMR Berghofer Medical Research Institute"	"QLD"	"Research Institutes"	878747.8	"Clinical Medicine and Science"	"Haematology"	"bone marrow transplantation"	"graft versus host disease (gvhd)"	"regulatory t cells"	"cell therapy"	"gene therapy"	"Bone marrow transplantation can cure leukaemia but is often complicated by graft-versus-host disease (GVHD), which greatly reduces quality- of-life. A type of immune cell, called regulatory T cells (Tregs), may help. We will expand donor Tregs in the laboratory and infuse them into patients with chronic GVHD. We will gene-mark the cells so that we can understand what happens after infusion. We will also investigate whether interleukin-2 given at the same time can make the Tregs more effective."
1163120	2018-12-12	"Dr Harindra Jayasekara"	"Project Grants"	"Standard Project Grant"	"Alcohol, diet and body fatness as risk factors for stomach cancer and its subtypes: a pooled analysis of prospective studies from the NCI Cohort Consortium"	"Cancer Council VIC"	"VIC"	"Charities and Philanthropic"	1051297.6	"Public Health"	"Epidemiology"	"cancer epidemiology"	"stomach"	"risk factors"	"aetiology"	"lifestyle factors"	"A million people develop stomach cancer annually worldwide; the majority die soon after diagnosis. There is no screening test to identify people with early disease. We will examine whether drinking alcohol, sugary soft drinks, coffee and tea, consuming meat, fish, fruit, vegetable, cereal and fibre, using aspirin and anti-inflammatory medication, and obesity is related to stomach cancer using an international database. Findings may help prevent up to two-thirds of stomach cancers in Australia."
1163143	2018-12-12	"Prof Christine Jenkins"	"Project Grants"	"Standard Project Grant"	"Preventing Adverse Cardiac Events (PACE) in COPD"	"University of New South Wales"	"NSW"	"University"	3401794	"Clinical Medicine and Science"	"Respiratory Diseases"	"chronic obstructive pulmonary disease (copd)"	"cardiovascular risk"	"comorbidity"	"hospitalisation"	"quality of life"	"COPD is a longterm, disabling lung disease due to narrowing of the air passages induced by smoke, dusts and fumes. Globally it is the third  leading cause of death and 30% deaths are cardiac. New large data sets inform us that beta-blocker (BB) drugs are safe and highly effective but  they are rarely prescribed due to fear of side effects. We will test BB against a placebo over 2 years to demonstrate safety and effectiveness in  reducing deaths and severe heart and lung related events."
1163149	2018-12-12	"A/Pr James McAuley"	"Project Grants"	"Standard Project Grant"	"MEMOIR: A multi-national randomised factorial placebo-controlled trial with embedded mechanism evaluation of memantine and graded motor imagery for complex regional pain syndrome"	"University of New South Wales"	"NSW"	"University"	2309382.4	"Clinical Medicine and Science"	"Medical and Health Sciences not elsewhere classified"	"pain management"	"physiotherapy management"	"intervention study"	"drug therapy"	"exercise therapy"	"Complex Regional Pain Syndrome is the most distressing and disabling of all chronic pain conditions, 75% report suicidal thoughts. No treatment is supported by high quality evidence meaning that people with Complex Regional Pain Syndrome often seek unproven and dangerous interventions. We have conducted a series of pilot studies on the two most promising interventions for Complex Regional Pain Syndrome. We are now ready to combine them in a randomised controlled trial."
1163202	2018-12-12	"Prof Martha Hickey"	"Project Grants"	"Standard Project Grant"	"Eggsurance? A randomised controlled trial of a novel Decision Aid for women considering egg freezing"	"University of Melbourne"	"VIC"	"University"	593042.72	"Clinical Medicine and Science"	"Obstetrics and Gynaecology"	"infertility therapy"	"decision support"	"fertility"	"ovarian function"	"decision support techniques"	"Age-related infertility is increasing with profound social and economic implications. Advances in technology and legislation mean that women can elect to freeze their eggs uptake of egg freezing is escalating. Deciding whether to freeze eggs is complex and Decision Aids (DA) are the best way to support informed choice. We have developed a DA for women considering egg freezing and will now test this using a randomised controlled trial"
1163214	2018-12-12	"Dr Grace Joshy"	"Project Grants"	"Standard Project Grant"	"Quantifying Mortality Incorporating Multiple Causes of Death: Optimising Data for Policy and Practice"	"Australian National University"	"ACT"	"University"	791052	"Public Health"	"Epidemiology"	"mortality"	"cause of death"	"disease association"	"older people"	"biostatistics"	"Despite the availability of comprehensive data on multiple causes of death (MCoD), mortality statistics rely on a single underlying cause of death. This project will use National Cause of Death Unit Record Files containing all deaths registered in Australia from 2006-16, as well as a large cohort study, with linked health and mortality data, to generate new knowledge on MCoD in Australia, develop methods for reporting and analysis, assess the impact of use, and improve policy and practice."
1163233	2018-12-12	"Prof Karin Jandeleit-Dahm"	"Project Grants"	"Standard Project Grant"	"Targeting Nox5 to prevent atherosclerosis and aneurysm formation"	"Monash University"	"VIC"	"University"	993742	"Clinical Medicine and Science"	"Endocrinology"	"atherosclerosis"	"cardiovascular complications"	"diabetic vascular complications"	"oxidative stress"	"mitochondrial dynamics"	"There is currently no cure for blood vessel damage leading to heart attacks and death. We postulate that a novel factor mediating oxidative stress, called Nox5, is the major culprit in this process. We will investigate this using unique animal models including mice and rabbits, as well as in human cells and tissues. These studies will lead to better and more effective treatments to prevent and cure heart attacks, stroke and amputations."
1163235	2018-12-12	"Dr Darren Creek"	"Project Grants"	"Standard Project Grant"	"New aminobenzimidazole antimalarial agents with a novel mechanism of action"	"Monash University"	"VIC"	"University"	767521	"Basic Science"	"Analytical Biochemistry"	"malaria"	"plasmodium falciparum"	"drug discovery"	"metabolomics"	"proteomics"	"Malaria is a disease with a globally significant burden and distribution, including a presence in Australia’s northern neighbours East Timor, Indonesia and Papua New Guinea. Resistance to all major classes of antimalarial drugs has emerged in Asia in the last decade, meaning new antimalarials with unique mechanisms of action are urgently needed. This project seeks to identify the novel mechanism of action responsible for the activity of a new class of aminobenzimidazole antimalarials."
1163238	2018-12-12	"A/Pr Sean McGee"	"Project Grants"	"Standard Project Grant"	"Role of protein kinase D in adiposity and the regulation of body weight"	"Deakin University"	"VIC"	"University"	766310.2	"Basic Science"	"Systems Physiology"	"obesity"	"protein kinases"	"intracellular signalling"	"energy expenditure"	"food intake"	"We have found that adiposity can be reduced by inhibiting the activation of a protein, called protein kinase D. This proposal seeks to further understand the role of protein kinase D in adiposity and body weight regulation, so that new therapies for obesity can be identified."
1163240	2018-12-12	"Prof Jozef Gecz"	"Project Grants"	"Standard Project Grant"	"TREX nuclear mRNA export and healthy development."	"University of Adelaide"	"SA"	"University"	870024	"Basic Science"	"Neurogenetics"	"neurodevelopmental disorders"	"rna"	"mouse models"	"stem cells"	"genetics"	"Each cell in human body constantly builds thousands of proteins from thousands of RNA templates delivered to cell cytoplasm from the nucleus using the TREX nuclear export machinery. When the TREX does not work properly, healthy development is affected and of the brain, as the most energy-hungry organ, in particular. We will study the importance of TREX in health and disease using sophisticated cell and animal models with the ultimate aim of improving health of whose TREX function is compromised."
1163249	2018-12-12	"A/Pr John Kwok"	"Project Grants"	"Standard Project Grant"	"Mutations in genes causal of white matter disease and dysregulation of lipid metabolism in frontotemporal dementias"	"University of Sydney"	"NSW"	"University"	600357	"Clinical Medicine and Science"	"Cellular Nervous System"	"frontotemporal dementia"	"genetic analysis"	"lipid disorders"	"oligodendrocytes"	"magnetic resonance imaging (mri)"	"We have discovered a major cause of frontotemporal dementias in genes that cause white matter disease and dysregulate lipid metabolism. We aim to understand how the mutations in these genes give rise to disease via perturbations of lipid metabolism, and their correlation with brain imaging information and blood based biological markers. This may allow us to identify novel therapeutic targets and to improve diagnostic accuracy."
1163282	2018-12-12	"Prof Thanh Phan"	"Project Grants"	"Standard Project Grant"	"I-ACT: Phase I trial of Amnion Cell Therapy for Ischaemic Stroke to establish the maximum tolerable dose"	"Monash University"	"VIC"	"University"	711031.9	"Clinical Medicine and Science"	"Neurosciences not elsewhere classified"	"stroke"	"stem cell therapy"	"dose optimisation"	"transplant"	"stroke outcome"	"Ischaemic stroke, resulting from an obstructive clot, comprised approximately 85% of all strokes. There are several new therapies including the clot-busting drug, and clot retrieval (ECR) for large clots . However, only a small subset of patients are eligible for these therapies. We have demonstrated that human amnionic stem cell can reduce stroke size in animal experiments. We thus propose a Phase 1 dose escalation trial to assess the safety of allogeneic stem cell in stroke patients."
1163310	2018-12-12	"Dr Mohammed Hossain"	"Project Grants"	"Standard Project Grant"	"Novel chemical methods to produce next generation insulin analogues"	"Florey Institute of Neuroscience and Mental Health"	"VIC"	"Research Institutes"	599485.2	"Basic Science"	"Proteins and Peptides"	"peptides"	"synthetic peptides"	"relaxin"	"peptide synthesis"	"pharmacology"	"Insulin and its analogues undergo chemical degradation and form amyloid fibrils in solution. In addition, their efficient chemical synthesis remains a major hurdle in the discovery of new therapeutic analogues. We will develop robust chemical methods and produce non-fibrillogenic and thermostable insulin analogues with improved half-life."
1163313	2018-12-12	"A/Pr Katryn Stacey"	"Project Grants"	"Standard Project Grant"	"Intestinal barrier integrity in dengue virus infection"	"University of Queensland"	"QLD"	"University"	713346.2	"Basic Science"	"Medical Virology"	"dengue"	"toll-like receptors"	"innate immunity"	"mucosal inflammation"	"bacterial sepsis"	"Mosquito-borne dengue virus is a major health threat in tropical areas. We found that the virus causes pathology in a similar manner to some bacterial infections, via a cell surface receptor called TLR4. We have used drugs to block TLR4, and this greatly reduced disease severity in a mouse model of infection. Blocking TLR4 prevents leakiness of blood vessels and inflammatory damage in the gut and is promising as a treatment to reduce hospitalisation."
1163319	2018-12-12	"Prof Brett Nixon"	"Project Grants"	"Standard Project Grant"	"Targeted disruption of lipoxygenase enzymes to prevent oxidative stress-mediated pathologies in the male germline"	"University of Newcastle"	"NSW"	"University"	572393.6	"Basic Science"	"Reproduction"	"sperm function"	"male infertility"	"infertility therapy"	"sperm function testing"	"fertilisation"	"This project will explore the application of novel therapeutic strategies to mitigate the growing health burden of male infertility and in doing so, answer the long-standing call for evidence based medicine in andrological practice."
1163327	2018-12-12	"Prof Shaun McColl"	"Project Grants"	"Standard Project Grant"	"Th17 cells, chemokine receptors and the control of inflammation"	"University of Adelaide"	"SA"	"University"	776432	"Basic Science"	"Immunology not elsewhere classified"	"inflammation"	"inflammatory cells"	"chemokine receptor"	"cell migration"	"t cell response"	"There is currently a great need for better and more specific ways to control chronic inflammation.   In this project, based on our unique ability to isolate and study one of the major cells that drives chronic inflammation, we will identify more specific cellular targets for the control chronic inflammatory diseases."
1163335	2018-12-12	"Prof Shaun McColl"	"Project Grants"	"Standard Project Grant"	"Using the chemokine receptor system to improve immunological memory"	"University of Adelaide"	"SA"	"University"	675788	"Basic Science"	"Cellular Immunology"	"chemokine receptor"	"memory t-cells"	"cytotoxic t lymphocytes (ctl)"	"vaccine biology"	"cell migration"	"In this project, we will determine how a protein called CCR2 controls the generation of memory immune responses and whether its activity can be manipulated to enhance vaccination"
1163338	2018-12-12	"A/Pr Carol Maher"	"Project Grants"	"Standard Project Grant"	"Annual rhythms in weight gain, activity and diet compositions in parents – identifying opportunities to prevent cycles of weight gain"	"University of South Australia"	"SA"	"University"	737127	"Public Health"	"Public Health and Health Services not elsewhere classified"	"obesity"	"lifestyle factors"	"family health"	"weight control"	"seasonal effects"	"Almost one in three Australian adults is now obese, costing Australia an estimated $21 billion annually.  Obesity is caused by a range of environmental, cultural and lifestyle factors, including diet, activity and sleeping patterns.   We will track adults’ weight gain and lifestyle behaviours across 12 months.  Findings are expected to reveal high risk times during the year for targeted obesity interventions in adults and families."
1163341	2018-12-12	"Prof Michael Cowley"	"Project Grants"	"Standard Project Grant"	"Can we engage weight loss circuits in the brain without causing hypertension?"	"Monash University"	"VIC"	"University"	881568	"Basic Science"	"Systems Physiology"	"hypertension"	"obesity"	"autonomic nervous system"	"brain"	"leptin"	"This project will determine how a class of weightloss drugs (melanocortin agonists) increases blood pressure. This may pave the way for better drugs with fewer side effects, and also better understanding of the neural mechanisms that control blood pressure."
1163346	2018-12-12	"Prof Julie Bines"	"Project Grants"	"Standard Project Grant"	"Is vaccine-induced herd immunity altering the diversity of rotavirus strains in Australia?"	"Murdoch Childrens Research Institute"	"VIC"	"Research Institutes"	689440.3	"Basic Science"	"Medical Virology"	"rotavirus infection"	"child health"	"vaccine-preventable diseases"	"evolution"	"escape mutants"	"Vaccination against rotavirus has reduced the number of children hospitalised with diarrhoea in Australia. However, we have evidence that population-level immunity is leading to changes in the genetic diversity of rotavirus. We have identified rotavirus strains which might evade vaccine protection, including outbreaks of rotavirus diarrhoea despite widespread vaccination. Our project will investigate the evolution of rotavirus strains in Australia and how this is influenced by vaccination."
1163354	2018-12-12	"Dr Katja Fischer"	"Project Grants"	"Standard Project Grant"	"NOVEL DRUGS TO REDUCE THE HUMAN SCABIES BURDEN"	"QIMR Berghofer Medical Research Institute"	"QLD"	"Research Institutes"	1368859.56	"Clinical Medicine and Science"	"Medical Parasitology"	"scabies"	"drug discovery"	"bioinformatics"	"pre-clinical studies"	"aboriginal health"	"Scabies and associated co-infections cause substantial illness and burden affecting the world's poorest people. In Australia an alarming prevalence persists in remote Aboriginal communities. This project combines cutting-edge basic research and unique pre-clinical studies, to deliver novel drug candidates that kill mites and eggs and in vivo data comparing their efficacy to currently recommended treatments for scabies."
1163358	2018-12-12	"Dr Si Ming Man"	"Project Grants"	"Standard Project Grant"	"Host recognition of bacterial toxin"	"Australian National University"	"ACT"	"University"	694293.5	"Basic Science"	"Medical Bacteriology"	"bacteria"	"infection"	"infectious agent"	"infectious diseases"	"receptor signalling"	"Food poisoning affects 1 in 4 Australians every year. In this proposal, we will explore the ability of toxins produced by a foodborne bacterium to trigger activation of a protective response in the cell. These results could lead to new ways to neutralise the harmfulness of the pathogen and/or boost the ability of the cell to mount a more effective response to eradicate the infection."
1163384	2018-12-12	"Dr Brad Sutherland"	"Project Grants"	"Standard Project Grant"	"An energy crisis for Alzheimer’s disease: is pericyte degeneration to blame?"	"University of Tasmania"	"TAS"	"University"	857283	"Basic Science"	"Central Nervous System"	"cerebral blood flow"	"neurovascular mechanism"	"alzheimer disease"	"cell biology"	"neurodegeneration"	"One possible cause of Alzheimer’s disease (AD) is narrowing of small blood vessels (capillaries) within the brain, limiting blood flow and energy supply. Pericytes, a cell found only on capillaries, maintain blood flow throughout the brain. In AD, pericytes may die leading to an energy deficit and memory problems. We will test using human brains and animal models whether pericyte loss causes AD and how this is happening. Pericytes could provide a new therapy option for AD."
1163416	2018-12-12	"Dr Lexine Stapinski"	"Project Grants"	"Standard Project Grant"	"Strong and Deadly Futures: A cluster randomised controlled trial of a computerised school-based alcohol and drug prevention program for Aboriginal and Torres Strait Islander students"	"University of New South Wales"	"NSW"	"University"	1907377	"Public Health"	"Aboriginal and Torres Strait Islander Health"	"aboriginal health"	"prevention"	"alcohol"	"tobacco use"	"school-based intervention"	"This Australian-first study will assess the benefits of a culturally-sensitive school-based alcohol and drug prevention program, developed for and in collaboration with Aboriginal and Torres Strait Islander high-school students. It will provide evidence critical for improving wellbeing among Aboriginal and Torres Strait Islander youth, by assessing whether implementation of a computerised, story-based program reduces use of alcohol and other drugs compared to standard drug education."
1163420	2018-12-12	"A/Pr Alyssa Barry"	"Project Grants"	"Standard Project Grant"	"Defining host and parasite mechanisms that drive asymptomatic malaria"	"Walter and Eliza Hall Institute of Medical Research"	"VIC"	"Research Institutes"	792588.4	"Basic Science"	"Medical Parasitology"	"malaria"	"immunity"	"population genetics"	"malaria transmission"	"malaria control"	"The presence of malaria infection with no symptoms (asymptomatic malaria) poses a major challenge for malaria endemic countries aiming to eliminate the disease. This project will investigate how changes in malaria parasite diversity and corresponding human immune responses facilitate asymptomatic infections. The project will provide key insights into the factors influencing the prevalence asymptomatic malaria, leading to more effective approaches to control the disease."
1163462	2018-12-12	"Prof Alpha Yap"	"Project Grants"	"Standard Project Grant"	"The enemy within: epithelial defence against cell death."	"University of Queensland"	"QLD"	"University"	1111250	"Basic Science"	"Cellular Interactions (incl. Adhesion, Matrix, Cell Wall)"	"cytoskeleton"	"gtpase"	"cell-cell adhesion"	"myosin"	"mechanotransduction"	"Epithelial tissues (e.g. gut, skin) are necessary barriers that protect the body from potential environmental toxins and infection. But epithelial barriers can be compromised when their constituent cells die, either during normal tissue turnover or upon noxious stress. This project investigates a novel protective mechanism, based on how cells detect changes in mechanical tension, that eliminates dead cells to preserve epithelial barriers during health and protects against inflammation."
1163484	2018-12-12	"A/Pr Lenka Munoz"	"Project Grants"	"Standard Project Grant"	"Targeting MK2 to overcome glioblastoma resistance to therapy"	"University of Sydney"	"NSW"	"University"	667029.4	"Basic Science"	"Basic Pharmacology"	"mechanism of action"	"anticancer drug action"	"chemotherapy"	"kinase inhibitors"	"cell signalling"	"Glioblastoma is a form of brain cancer that is currently incurable. We have discovered that switching-off an enzyme called MK2 (using ‘MK2 inhibitors’) improves chemotherapy outcomes. This project will examine a novel drug combination treatment for glioblastoma patients and generate evidence for initiation of clinical trials. This could initiate a novel therapy that could significantly extend patients’ lives."
1163499	2018-12-12	"A/Pr Sarah Whittle"	"Project Grants"	"Standard Project Grant"	"Neural mechanisms of anxiety across development and sex"	"University of Melbourne"	"VIC"	"University"	899085.85	"Basic Science"	"Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)"	"fear"	"adolescence"	"sex differences"	"anxiety"	"functional magnetic resonance imaging (fmri)"	"Anxiety disorders are extremely debilitating, and are most likely to have their onset in young people. Understanding the biological mechanisms  that increase risk for anxiety in this population is critical. This research will, for the first time, investigate the biological mechanisms of ‘fear  extinction’ (a key process underlying anxiety) in young people. The results of this project will inform the development of more targeted and  effective treatments for anxiety disorders."
1163504	2018-12-12	"Dr Jess Nithianantharajah"	"Project Grants"	"Standard Project Grant"	"Mapping learning-dependent remodelling of synapse balance across the brain"	"Florey Institute of Neuroscience and Mental Health"	"VIC"	"Research Institutes"	735723	"Basic Science"	"Central Nervous System"	"synapse"	"mouse models"	"learning"	"cognitive behaviour"	"adhesion molecules"	"This project will elucidate how the brain remodels the balance of excitatory ‘go’ and inhibitory ‘stop’ connections and how disrupted balance underlies maladaptive behaviour in autism spectrum disorders. Combining an international team with innovative behavioural and imaging methods, we will establish a platform for imaging individual brain connections across whole mouse brains, bridging current methods in worldwide initiatives mapping brain connectivity at different scales in animals to humans."
1163507	2018-12-12	"Prof Karlheinz Peter"	"Project Grants"	"Standard Project Grant"	"Novel Concepts to Treat Myocardial Infarction Beyond Coronary Revascularisation"	"Baker Heart and Diabetes Institute"	"VIC"	"Research Institutes"	992521	"Clinical Medicine and Science"	"Cardiology (incl. Cardiovascular Diseases)"	"myocardial reperfusion injury"	"nanotechnology"	"platelets"	"fibrin deposition"	"leukocytes"	"As heart specialists we got better/faster in reopening blocked arteries that cause heart attacks. However, with this reopening, inflammatory blood cells flow in previously oxygen-deprived heart muscle and attack it and paradoxically cause further damage and heart failure. We now aim to develop novel, highly innovative biotechnological and nanoparticle-based drugs that keep the small vessels open and prevent the build-up of an inflammatory reaction, ultimately rescuing heart tissue and lives."
1163542	2018-12-12	"Prof Benjamin Thierry"	"Project Grants"	"Standard Project Grant"	"Preoperative Imaging of Metastatic Deposits in Regional Lymph Nodes: Preclinical Validation of a New Staging Modality for Head and Neck Cancer"	"University of South Australia"	"SA"	"University"	432192	"Basic Science"	"Medical Biotechnology Diagnostics (incl. Biosensors)"	"diagnostic imaging"	"metastases"	"positron emission tomography (pet)"	"nanotechnology"	"prognostic markers"	"This project aims to demonstrate the feasibility of detecting preoperatively the presence of metastatic deposits in regional lymph nodes in head and neck cancer using immuno-PET imaging. If successfully translated to the clinic, this novel imaging assisted cancer surgery modality will have major benefits for patients, sparing ~2500 unnecessary neck dissection (in Australia/year), improving staging accuracy and in turn improving treatment selection."
1163556	2018-12-12	"Dr Thomas Naderer"	"Project Grants"	"Standard Project Grant"	"Pore-forming toxins of Staphylococcus aureus: imaging assembly, pore formation and killing"	"Monash University"	"VIC"	"University"	667521	"Basic Science"	"Medical Bacteriology"	"imaging"	"protein targeting"	"macrophage biology"	"toxins"	"mitochondria"	"This proposal will investigate how the bacterium Staphylococcus aureus causes life-threatening infections. We will identify that bacterial toxins kill immune cells by hijacking host factors. The study will determine alternative therapeutic options to prevent lethal infections with antibiotic-resistant bacteria."
1163581	2018-12-12	"Prof John Silke"	"Project Grants"	"Standard Project Grant"	"RIPK1: Master Regulator of Inflammation"	"Walter and Eliza Hall Institute of Medical Research"	"VIC"	"Research Institutes"	756442.2	"Basic Science"	"Cell Development, Proliferation and Death"	"inflammation"	"apoptosis"	"receptor signalling"	"innate immunity"	"phosphorylation"	"The protein RIPK1 plays a critical, and complex, role in regulating the severity of an inflammatory response. Pre-clinical data suggests that inhibiting RIPK1 kinase activity may be used to treat inflammatory diseases (e.g. psoriasis), and many pharmaceutical companies are developing RIPK1 inhibitors. As it is still unclear how RIPK1 regulates inflammation, we have generated RIPK1 knock-in mice that allow us to precisely and genetically address this lacunae and lead to more effective treatments."
1163585	2018-12-12	"Prof Lisa Askie"	"Project Grants"	"Standard Project Grant"	"Cord Clamping and Placental Transfusion at Preterm Birth: an individual participant data and network meta-analysis"	"University of Sydney"	"NSW"	"University"	354871.8	"Clinical Medicine and Science"	"Obstetrics and Gynaecology"	"pre-term delivery"	"cord blood"	"placental"	"transfusion"	"meta-analysis"	"For very preterm births, we do not know when the best time to clamp the cord is, and we do not know the comparative effects of alternative policies for cord clamping. In order to resolve this uncertainty, several trials are currently being planned, or are underway. We have formed a prospectively planned collaboration which will synthesise data from individual participants in these trials."
1163613	2018-12-12	"Dr Samantha Bunzli"	"Project Grants"	"Standard Project Grant"	"The PRETEND Trial: A mixed methods study evaluating PREferences, feasibiliTy, and costs of pErformiNg sham surgery Trials involving major surgical procedures"	"University of Melbourne"	"VIC"	"University"	446914.3	"Health Services Research"	"Public Health and Health Services not elsewhere classified"	"decision making"	"surgery"	"clinical trial"	"qualitative methods"	"ethics"	"Randomising patients to receive either an 'active' or a 'sham' (pretend) surgery and comparing the outcomes is the best way to test how effective a surgical procedure is. However, few orthopaedic surgeries have been tested in this way. This study aims to determine the feasibility of conducting a sham surgery trial in a major orthopaedic procedure by 1. identifying the conditions under which patients and surgeons would consider participating 2. Estimating how much it would cost."
1163614	2018-12-12	"A/Pr Simon Smith"	"Project Grants"	"Standard Project Grant"	"Reducing Crash Risk For Young Drivers: A Randomized Control Trial To Improve Sleep"	"University of Queensland"	"QLD"	"University"	706535.2	"Public Health"	"Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)"	"road safety"	"sleepiness"	"prevention"	"young adults"	"behavioural intervention"	"Road crashes are a major cause of death and disability for young Australians. Fatigue is a major contributor to road crash, and is primarily due to insufficient sleep. Young adults frequently lose sleep due to developmental, social, work, and education demands. This project uses a brief but powerful behavioural program to extend habitual sleep, reduce sleepiness while driving, and reduce driving risk. The program could reduce the very high medical, social, and individual costs of road trauma."
1163649	2018-12-12	"Prof Alan James"	"Project Grants"	"Standard Project Grant"	"Phenotypes of airway disease in the general population"	"University of Western Australia"	"WA"	"University"	1350471.1	"Clinical Medicine and Science"	"Public Health and Health Services not elsewhere classified"	"airway diseases"	"chronic obstructive pulmonary disease (copd)"	"asthma"	"phenotype"	"public health"	"There is increasing confusion about labelling and treating airway diseases because “asthma” and chronic obstructive pulmonary disease  (“COPD”) mean different things to different people and they overlap with regard to symptoms and abnormalities in the lung. This project will  define the abnormalities in the lung and relate them to symptoms in a general population, without using diagnostic labels, to establish descriptors  of airway diseases that better relate to treatments and prognosis."
