Year,Name,"Award Category",Award,"Higher Education Institution","Partner (where applicable)",Discipline,"Project Title","ORCID ID"
2020,"Arlene Bonner","Early Career","Postgraduate Scholarship Programme","University College Dublin",,"Organic Chemistry","Development of Streamlined Routes into Diverse Drug-Like Aziridine Fragments via Multi-Step Flow Synthesis",https://orcid.org/0000-0002-6401-7683
2020,"Ashley Cahillane","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,Literatures,"Narratives of Water (In)Justice in Contemporary Hydrofictions from Australia, Ireland and the United States of America",https://orcid.org/0000-0002-3621-6861
2020,"Beatrice Canossi","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,Law,"The use of truth commissions' evidence in prosecutions: bridging gaps and information sharing between international prosecutions and truth seeking mechanisms",https://orcid.org/0000-0002-8511-8782
2020,"Beatrice Monciunskaite","Early Career","Postgraduate Scholarship Programme","Dublin City University",,Law,"What is the Status of Democracy in Lithuania and Latvia? A two Country Study in the Context of the Recent Phenomenon of Regression of Democratic Standards in Eastern Europe",https://orcid.org/0000-0002-0617-4218
2020,"Bernadette Phillips","Early Career","Postgraduate Scholarship Programme","Maynooth University",,Education,"The Montessori School as a healing environment: Translating childhood trauma research into effective trauma-informed educational practice.",https://orcid.org/0000-0002-9582-6678
2020,"Blake McGrane Corrigan","Early Career","Postgraduate Scholarship Programme","Maynooth University",,"Applied Mathematics","Statistical modelling applied to the spatio-temporal dynamics of the Heliothine moth",https://orcid.org/0000-0001-5481-6169
2020,"Caitlín Ní Chasaide","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,"Cell Biology","The Mechanism of Pertussis Vaccine-Induced Sustained Protective Immunity",https://orcid.org/0000-0001-7016-2468
2020,"Calvin Swords","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,Sociology,"“An exploration of how the concept of recovery is socially constructed and its impact on the delivery of mental health services – an Irish case study”",https://orcid.org/0000-0001-8392-2868
2020,"Cara Gaffney","Early Career","Postgraduate Scholarship Programme","University College Dublin",,"Biochemical Research Methods","Understanding the cellular landscape of proteins delivered by extracellular vesicles",https://orcid.org/0000-0002-2625-7838
2020,"Caroline O’Connor","Early Career","Postgraduate Scholarship Programme","University College Cork",,"Environmental Sciences","MultIpLe pregnancy: An investigation of thE riSk facTOrs aNd outcomEs in the republic of Ireland (The MILESTONE study)",https://orcid.org/0000-0002-1691-8313
2020,"Catherine O'Reilly","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,Education,"Thinking and talking/talking and thinking: Exploring storytelling as pedagogy with young children to provoke emergent critical thinking skills",https://orcid.org/0000-0001-6544-8437
2020,"Celine Fox","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,Psychology,"A dynamic network approach to understanding eating disorder pathology",https://orcid.org/0000-0003-1740-3765
2020,"Céline Thobois","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,"Theatre Studies","The Making of the Beckettian Cyborg: From Beckett and Behaviourism in the Twentieth Century to Beckett and Neuroscience in the Twenty-First Century",https://orcid.org/0000-0001-9675-0989
2020,"Chiara Alessia De Benedictis","Early Career","Postgraduate Scholarship Programme","University of Limerick",,"Biochemistry and Molecular Biology","The role of the Zinc Transporter ZnT5 in Autism Spectrum Disorders: a functional characterization.",https://orcid.org/0000-0002-4852-1361
2020,"Chris Devitt","Early Career","Postgraduate Scholarship Programme","University College Dublin",,"Theoretical Physics","Gravitational Waves in Alternative Theories of General Relativity",https://orcid.org/0000-0002-7650-5828
2020,"Christopher West","Early Career","Postgraduate Scholarship Programme","Dublin City University",,Media,"A look behind the screens: the evolving agency of the user in Irish internet policy making",https://orcid.org/0000-0002-5486-4483
2020,"Ciara Buckley","Early Career","Postgraduate Scholarship Programme","Athlone Institute of Technology",,"Medical Biotechnology","Modification of bioactive hyaluronic acid for stereolithography 3D printing of hydrogel conduits for peripheral nerve regeneration",https://orcid.org/0000-0001-9843-340X
2020,"Ciara Leahy","Early Career","Postgraduate Scholarship Programme","University of Limerick",,"Cell Biology","Defining the impact of BILF1 on B cell transformation",https://orcid.org/0000-0002-6952-4924
2020,"Claire Doocey","Early Career","Postgraduate Scholarship Programme","Munster Technological University",,"Microbiology, Virology and Mycology","Microbial-based therapies for pancreatic cancer",https://orcid.org/0000-0003-4414-7664
2020,"Claire O'Connor","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,"Genetics and Heredity","Development of a gene therapy for epilepsy",https://orcid.org/0000-0002-1443-4155
2020,"Clara Evans","Early Career","Postgraduate Scholarship Programme","Maynooth University",,"Inorganic, Organometallic and Nuclear Chemistry","Novel anti-cancer organometallics; synergistic DNA damaging and photo-triggered CO releasing therapeutics.",https://orcid.org/0000-0003-3119-6969
2020,"Clara Mallon","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,"Theatre Studies","Invisible Ireland? Performing and Representing the Working-Class in Irish Theatre during the Celtic Tiger Era.",https://orcid.org/0000-0001-6465-7165
2020,"Cliona Curley","Early Career","Postgraduate Scholarship Programme","University College Dublin",,"Information Systems","Analysing the movement of far right extremists to alternative technology (alt-tech) platforms, and the resultant impact on their ability to spread misinformation, incite violence and radicalise others",https://orcid.org/0000-0001-8239-4223
2020,"Cónal Murphy","Early Career","Postgraduate Scholarship Programme","University College Cork",,"Condensed Matter Physics","Predictive atomistic simulation and in silico design of quantum dots for classical and quantum light emitters",https://orcid.org/0000-0001-9828-9874
2020,"Conor O'Driscoll","Early Career","Postgraduate Scholarship Programme","University College Cork",,"Organic Chemistry","Direct alkylation of ketones",https://orcid.org/0000-0003-3593-2636
2020,"Cordula Bieri","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,Sociology,"From Direct Provision to Housing: The Lived Experiences of Refugees in Ireland",https://orcid.org/0000-0001-7981-3685
2020,"Dakota Holmes","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway","Environmental Protection Agency","Geography & Physical Geography","Providing Insights from Climate Archives (PICA): a multiproxy approach for the reconstruction of AMOC response to Quaternary climate events",https://orcid.org/0000-0003-4541-2044
2020,"Danish Us-Salam","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,Economics,"Essays in Development Economics",https://orcid.org/0000-0002-3526-0449
2020,"Dara Curran","Early Career","Postgraduate Scholarship Programme","University College Cork",,"Organic Chemistry","Development of Green Nucleophilic Substitution Methodology Using Environmentally Benign, Sustainable Catalysts",https://orcid.org/0000-0002-7900-7242
2020,"Darren Beirne","Early Career","Postgraduate Scholarship Programme","Maynooth University",,"Inorganic, Organometallic and Nuclear Chemistry","Combination chemo-therapy: a modern approach to target colorectal cancer with dual-action Tyrosine Kinase inhibitor-Pt(IV) based drugs",https://orcid.org/0000-0002-2671-172X
2020,"David Martin","Early Career","Postgraduate Scholarship Programme","University of Limerick",,Law,"The Regulation of Shadow Banking and its Implications for Systemic Risk",https://orcid.org/0000-0001-7525-5444
2020,"David Mc Laughlin","Early Career","Postgraduate Scholarship Programme","University College Dublin",,"Inorganic, Organometallic and Nuclear Chemistry","Light Harvesting with Spin-Switchable Phosphorescent Dyes",https://orcid.org/0000-0002-8765-9865
2020,"Dawn Higgins","Early Career","Postgraduate Scholarship Programme","Maynooth University",,Psychology,"The development of a Boston process-based neuropsychological assessment for the screening and diagnosis of dementia for use with individuals with low and/or no literacy, such as the Travelling Population of Ireland.",https://orcid.org/0000-0001-9259-3293
2020,"Deborah Malone","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,Optics,"Investigating limitations on Adaptive Optics performance for the European Extremely Large Telescope",https://orcid.org/0000-0003-0675-1828
2020,"Deborah Mireles","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,"Business & Management","Understanding Subsidiary Managers Engagement in Strategic Activities",https://orcid.org/0000-0002-5059-7090
2020,"Delphi MacWhite-Begg","Early Career","Postgraduate Scholarship Programme","University College Dublin",,"Genetics and Heredity","Investigating the effects of EOSRD mutations on early eye development",https://orcid.org/0000-0003-3886-1183
2020,"Diane Pelly","Early Career","Postgraduate Scholarship Programme","University College Dublin",,Economics,"The economic case for Worker Wellbeing Programmes. Are they worth the investment?",https://orcid.org/0000-0001-9361-2740
2020,"Diego Zambiasi","Early Career","Postgraduate Scholarship Programme","University College Dublin",,Economics,"Understanding the illict drug market to design effective policies",https://orcid.org/0000-0003-2195-122X
2020,"Dillon O'Reilly","Early Career","Postgraduate Scholarship Programme","Institute of Technology, Carlow",,"Electrical Engineering, Electronic Engineering, Information Engineering","Colloid based Electrospray Micro-Thrusters for Electric Propulsion of Cubesats and Nanosats",https://orcid.org/0000-0002-4140-4576
2020,"Divya Ravikumar","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,Sociology,"Food provision and the homeless population: working together to enable solutions",https://orcid.org/0000-0002-3416-7576
2020,"Dylan OFlynn","Early Career","Postgraduate Scholarship Programme","Dublin City University","Environmental Protection Agency","Environmental Sciences","Empire Evaluate - Effect based Monitoring for Environmental Pollution in Ireland and Evaluation of Mitigation Strategies to Minimise its Impact",https://orcid.org/0000-0003-4812-0573
2020,"Edel Hanley","Early Career","Postgraduate Scholarship Programme","University College Cork",,Literatures,"Trauma in Women’s First World War Poetry and Autobiographical Writing",https://orcid.org/0000-0002-1718-3363
2020,"Edmond Gubbins","Early Career","Postgraduate Scholarship Programme","Mary Immaculate College, Limerick",,Education,"Musical Futures as Critical Pedagogy: Investigating Generalist Primary Teachers’ Musical Backgrounds and Experiences and the Influence of a Whole School Participatory Action Research on Music Learning and Teaching",https://orcid.org/0000-0002-0767-0942
2020,"Eibhlín Halpin","Early Career","Postgraduate Scholarship Programme","University College Cork","Environmental Protection Agency","Meteorology and Atmospheric Sciences","Spectroscopic Technology for Analysing Nitrogen Dioxide and Urgent Personal exposure measurements (STANDUP)",https://orcid.org/0000-0002-1918-7499
2020,"Eirini Evangelia Psychari","Early Career","Postgraduate Scholarship Programme","Dublin City University",,Media,"“Designing the future newsroom. How human-centred design and big data drive innovation in traditional newspapers: implications for journalism”.",https://orcid.org/0000-0002-2342-8873
2020,"Elena Saskia Schaa","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,"Cultural Studies","How do Future Worldviews Emerge? Quantum Physics, and the Case of Werner Heisenberg’s ‘Religion without God’",https://orcid.org/0000-0002-8569-9847
2020,"Elin Strachan","Early Career","Postgraduate Scholarship Programme","University College Dublin",,"Genetics and Heredity","Uncovering the pathogenic mechanisms underpinning dominant optic atrophy",https://orcid.org/0000-0002-5490-0894
2020,"Elisa Sabbadin","Early Career","Postgraduate Scholarship Programme","University College Cork",,Literatures,"The Long Line in American Poetry: An Alternative Tradition from Walt Whitman through William Carlos Williams to Allen Ginsberg",https://orcid.org/0000-0002-8249-2779
2020,"Elizabeth Quirke","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,Literatures,"“When They Talk About Mothers”: Investigating Queer Kinship in Contemporary Poetry",https://orcid.org/0000-0002-6616-1507
2020,"Elizabeth Tanner","Early Career","Postgraduate Scholarship Programme","University College Cork",,History,"An Analysis of the corollary between culture and structure in US Foreign Policy: South Asia, 1971",https://orcid.org/0000-0001-5375-7144
2020,"Emma Corley","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,Psychology,"Cognitive Deficits in Schizophrenia: Characterising the Combined Effects of Common Genetic Variation and Early Life Adversity",https://orcid.org/0000-0002-3296-925X
2020,"Emma Dunne","Early Career","Postgraduate Scholarship Programme","University College Dublin",,"Evolutionary Biology","APOLLO: A prospective study on the Prevention Of heat Loss in LOw birth weight infants",https://orcid.org/0000-0001-6618-4402
2020,"Eoin Caffrey","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,"Colloid and Nanochemistry","Printed Nanomaterials for High-Performance Sensors",https://orcid.org/0000-0002-0174-383X
2020,"Eoin Carolan","Early Career","Postgraduate Scholarship Programme","University College Dublin",,"Theoretical Physics","Thermodynamics of quantum computational models",https://orcid.org/0000-0003-1206-9884
2020,"Eoin Hurley","Early Career","Postgraduate Scholarship Programme","University College Cork",,Anthropology,"The expansion of the pharmacist’s role in primary care in Ireland: a mixed methods study",https://orcid.org/0000-0001-6895-8061
2020,"Erika Stiobhairt","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,"Zoology, Ornithology, Entomology, Behavioural Sciences Biology","The Development of Memory Engrams Across the Lifespan",https://orcid.org/0000-0002-2149-7584
2020,"Evan Judge","Early Career","Postgraduate Scholarship Programme","University College Cork",,"Organic Chemistry","Flow chemistry in organic synthesis",https://orcid.org/0000-0002-3991-6855
2020,"Federica Modafferi","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,"Biochemistry and Molecular Biology","Investigating the Transgenerational Inheritance of Centromeres using a Bovine In Vitro Fertilisation Model System",https://orcid.org/0000-0002-5238-0071
2020,"federico fabio frattini","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,Economics,"Essays in Political Economy: Voting Behaviour, Organised Crime and Weak States",https://orcid.org/0000-0001-5231-136X
2020,"Francesca Guido","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,Classics,"Recovering the sources, influence and transmission of Charisius’ Latin grammar",https://orcid.org/0000-0002-9703-1596
2020,"Francesco Barilari","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,Economics,"Political Polarization: Evidence from a Quasi-Natural Experiment",https://orcid.org/0000-0003-3780-470X
2020,"Georgina Perryman","Early Career","Postgraduate Scholarship Programme","Maynooth University",,"Geography & Physical Geography","The future of community heritage in Dublin: Place-making and productive nostalgia in response to urban transformation",https://orcid.org/0000-0001-6842-4596
2020,"Geraldine Brassil","Early Career","Postgraduate Scholarship Programme","Mary Immaculate College, Limerick",,Literatures,"A Study of Nineteenth-Century Irish Women Writers and their Literary and Publishing Networks (1857-1900): Sarah Atkinson in Duffy’s Hibernian Magazine, The Irish Monthly and The Freeman’s Journal.",https://orcid.org/0000-0003-1157-044X
2020,"GERARD PARERAS","Early Career","Postgraduate Scholarship Programme","University College Cork",,"Theoretical and Computational Chemistry","Design of Superior Catalysts for the Olefin Metathesis Reaction",https://orcid.org/0000-0002-8435-3297
2020,"Gillian Carney","Early Career","Postgraduate Scholarship Programme","University College Dublin",,"Microbiology, Virology and Mycology","Developing mechanisms to disrupt biofilm formed by antibiotic resistant Campylobacter jejuni on Supermarket Chicken Meat",https://orcid.org/0000-0002-9528-5285
2020,"Giselle Harvey","Early Career","Postgraduate Scholarship Programme","Limerick Institute of Technology",,Education,"Public STEAM: Inventing Transdisciplinary Tools and Practices for ‘Education for Sustainability’ in Irish Adult Education Contexts",https://orcid.org/0000-0002-8385-1681
2020,"Glenna Swinand","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,"Medicinal and Biomolecular Research","A New Ligation Technology for the Accelerated Synthesis of Cyclic Peptides under Continuous-Flow Conditions",https://orcid.org/0000-0003-1919-4039
2020,"Gráinne Daly","Early Career","Postgraduate Scholarship Programme","University College Dublin",,Literatures,"Remembrance Culture in Irish fiction: Theory and practice",https://orcid.org/0000-0003-4259-6626
2020,"Guillaume Thuery","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,"Genetics and Heredity","Are the stress-signalling pathway and the formation of stress-granules involved in retinal degeneration?",https://orcid.org/0000-0003-3391-5293
2020,"Gustavo Fehrenbach","Early Career","Postgraduate Scholarship Programme","Athlone Institute of Technology",,"Agricultural Biotechnology","Development of innovative pulsed light-ultraviolet technology for safeguarding consumer health and fragile seafood industry from the winter vomiting bug outbreaks (norovirus)",https://orcid.org/0000-0002-9389-3391
2020,"Gwenaëlle HURPY-ROCHON","Early Career","Postgraduate Scholarship Programme","University College Dublin",,"Biodiversity Conservation","The ecosystem services of Irish bats",https://orcid.org/0000-0002-4884-6748
2020,"Hannah Baker","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,History,"A Revaluation of the Contribution of Sarah Cecilia Harrison (1863-1941) to Visual and Political Culture in Ireland and Britain, as an Artist, a Promoter of the Fine Arts and a Social Reformer.",https://orcid.org/0000-0002-6920-6264
2020,"Hannah Rice","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,"Irish Language Studies","Self-Translation in a Bilingual State: An Investigation into the Practice of Self-Translation and its Interactions with Language Identity in the Irish-Language Context",https://orcid.org/0000-0003-1284-2427
2020,"Harvey Gleeson","Early Career","Postgraduate Scholarship Programme","University College Dublin",,"Colloid and Nanochemistry","Sustainable Nanoparticulate Photoabsorbers for Solar Induced Synthesis of “Green” Fuel and Chemicals",https://orcid.org/0000-0001-7889-6431
2020,"Ian Darragh","Early Career","Postgraduate Scholarship Programme","Dublin City University",,"Biochemistry and Molecular Biology","Profile and bioactivity of miRNA expressed in extracellular vesicles secreted from skeletal muscle during exercise of divergent type and intensity: A proof-of-concept pipeline for the identification of novel exercise derived therapeutics.",https://orcid.org/0000-0003-3491-0865
2020,"Ioannis Karvelas","Early Career","Postgraduate Scholarship Programme","University College Dublin",,"Artificial Intelligence and Image Processing","Novice Programming Behavior and Programming Environments",https://orcid.org/0000-0003-2502-2903
2020,"Isabel Aust","Early Career","Postgraduate Scholarship Programme","Dublin City University",,Media,"An analysis of the journalistic and sociological framing of drugs, drug use, and drug legislation in Irish print and digital journalism, 1964 - 2018.",https://orcid.org/0000-0001-9268-6430
2020,"Isabella Emediato","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,"Biochemistry and Molecular Biology","Pre-clinical development of NOX2/ROS blood-based biomarkers of chronic TBI",https://orcid.org/0000-0003-1556-2033
2020,"Isabellla Batten","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,"Biochemistry and Molecular Biology","The Age-old Problem of ANCA Associated Vasculitis",https://orcid.org/0000-0003-2123-2604
2020,"Jack Callan","Early Career","Postgraduate Scholarship Programme","Maynooth University",,"Geography & Physical Geography","Geographies of Abortion Access in Ireland",https://orcid.org/0000-0002-7725-8662
2020,"Jack Robinson","Early Career","Postgraduate Scholarship Programme","Dublin City University",,"Medicinal and Biomolecular Research","Ganglioside modified cavity supported lipid bilayers; New insights into cell membrane reorganization driven by Integrin-Galectin-Ganglioside interactions.",https://orcid.org/0000-0002-0447-0822
2020,"Jacob Miller","Early Career","Postgraduate Scholarship Programme","University College Dublin",,Literatures,"The Origins of Post-Truth: Neoliberalism and Epistemic Crisis in Anglo-American Fiction, 1980 to the Present.",https://orcid.org/0000-0001-5761-8555
2020,"Jacopo Turini","Early Career","Postgraduate Scholarship Programme","University College Cork",,Italian,"The Environment, Borders and Identity: Contemporary Italian Literature in Alpine Frontier Areas",https://orcid.org/0000-0001-7904-0133
2020,"Jennifer McAndrew","Early Career","Postgraduate Scholarship Programme","University College Dublin",,Politics,"U.S. Reinvention of Music Diplomacy in the Post 9/11 Era",https://orcid.org/0000-0002-8858-2986
2020,"Jennifer Murphy","Early Career","Postgraduate Scholarship Programme","Technological University Dublin",,Sociology,"Evaluating the replicability and reproducibility of sports science research – a multi-lab collaboration project.",https://orcid.org/0000-0001-8624-3828
2020,"Joachim Bosschaert","Early Career","Postgraduate Scholarship Programme","Dublin City University",,"Fluids and Plasma Physics","A Novel Plasma Source for the efficient production of Plasma Activated Water",https://orcid.org/0000-0002-1060-8285
2020,"Joanne Cosgrave","Early Career","Postgraduate Scholarship Programme","University College Dublin",,"Cell Biology","Investigating the anti-cancer effects of phytocannabinoids on the epigenome.",https://orcid.org/0000-0001-5192-7437
2020,"Johannes Aspman","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,"Theoretical Physics","Weak Gravity and Modularity",https://orcid.org/0000-0003-4856-1758
2020,"John Ivory","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,"Microbiology, Virology and Mycology","The reliability and diagnostic validity of clinical manifestations of biofilm in venous leg ulcers",https://orcid.org/0000-0002-8445-4602
2020,"John Paul Clifford","Early Career","Postgraduate Scholarship Programme","University College Cork",,Economics,"The role of cities in driving national growth",https://orcid.org/0000-0002-2395-0389
2020,"John Walsh","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,German,"Stefan George and Dante: Exile, Desire, and the Intertextual Self",https://orcid.org/0000-0002-9760-8295
2020,"Judit Villena Rodó","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,Law,"Migrant Women, Coercive Control and Intimate Partner Violence: an examination of women’s ability to access remedies in Ireland and Spain",https://orcid.org/0000-0002-2395-0389
2020,"Karen Arulsamy","Early Career","Postgraduate Scholarship Programme","University College Dublin",,Economics,"Mental health and financial outcomes over the lifespan",https://orcid.org/0000-0001-9111-1934
2020,"Kate Autumn Evetts","Early Career","Postgraduate Scholarship Programme","University College Dublin",,Archaeology,"A Multi-Isotope Investigation of Faunal Remains From Newgrange, Co. Meath: Deciphering Later Prehistoric Subsistence and Connectivity",https://orcid.org/0000-0002-6135-1598
2020,"Kate Donaghy","Early Career","Postgraduate Scholarship Programme","University College Dublin",,"Organic Chemistry","Organocatalysed Glycosylations with RNA-derived Catalysts",https://orcid.org/0000-0002-0264-1325
2020,"Kathryn Dane","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,"Medical and Biomedical Engineering","Safety and Optimal tackle outcomes in Senior Women’s Rugby",https://orcid.org/0000-0001-8083-6278
2020,"Kathy Dillon","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,French,"Representing the 'Other': The Sociological Importance of Contemporary Francophone women writers: Leïla Slimani, Noufissa Sabï and Houria Boussejra",https://orcid.org/0000-0003-4519-6978
2020,"Katie O’Rourke","Early Career","Postgraduate Scholarship Programme","Dublin City University",,"Environmental Sciences","Integration of holistic approaches to detect pharmaceuticals in the aquatic environment",https://orcid.org/0000-0002-6105-3937
2020,"Keith Lyons","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,"Zoology, Ornithology, Entomology, Behavioural Sciences Biology","Venomous Invaders: Investigating the role of venom in ecological invasions",https://orcid.org/0000-0002-3572-0847
2020,"Kimberley Sheehan-Thomas","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,"Biochemistry and Molecular Biology","How does PYHIN1 contribute to human innate immunity?",https://orcid.org/0000-0003-0667-0569
2020,"Konstantinos Maronikolakis","Early Career","Postgraduate Scholarship Programme","University College Dublin",,"Pure Mathematics","Universality and boundary behaviour of holomorphic functions",https://orcid.org/0000-0001-7432-7901
2020,"Larissa Macedo Cruz de Oliveira","Early Career","Postgraduate Scholarship Programme","University College Cork",,Geology,"Advancing Seabed Mapping Techniques for Deep-water Habitat Classification in Submarine Canyons (ASMaT)",https://orcid.org/0000-0003-4806-0048
2020,"Laura Cutugno","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,"Microbial Genetics","Genetic characterisation of the Vibrio vulnificus stressosome and its role in stress response and virulence",https://orcid.org/0000-0002-1073-0125
2020,"Laura McQuaid","Early Career","Postgraduate Scholarship Programme","University of Limerick",,"Statistics and Probability","A Flexible Parametric Modelling Framework for High-Dimensional Hierarchical Survival Data",https://orcid.org/0000-0002-8511-3527
2020,"Lee Gannon","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,"Condensed Matter Physics","Building and testing of novel on-surface synthesised porphyrin-functionalised graphene nanoribbon nanostructures: Towards a platform of single-molecule sensor devices",https://orcid.org/0000-0002-0535-2027
2020,"Lia Mills","Early Career","Postgraduate Scholarship Programme","University of Limerick",,Literatures,"Parallax in Fiction: Towards a practice-based theory of creative narrative intervention",https://orcid.org/0000-0002-7513-9942
2020,"Liam Whitmore","Early Career","Postgraduate Scholarship Programme","University of Limerick",,"Zoology, Ornithology, Entomology, Behavioural Sciences Biology","Determining the environmental factors that enable an otherwise neoplastically benign herpesvirus to overcome host immune responses and induce a tumour epidemic in marine turtles.",https://orcid.org/0000-0001-6238-0967
2020,"Lian McGuire","Early Career","Postgraduate Scholarship Programme","Dublin City University",,Education,"Bullying & Cyberbullying among Third Level Students in Ireland : An Empirical Study",https://orcid.org/0000-0002-8334-7821
2020,"Libor Zachoval","Early Career","Postgraduate Scholarship Programme","Institute of Technology, Carlow",,"Distributed Computing","The Tracking, Modeling, and Predictive Analysis of Learner Behaviour Towards More Effective Learner Behaviours and Online Courses",https://orcid.org/0000-0001-6722-6950
2020,"Lilian Nwanze","Early Career","Postgraduate Scholarship Programme","Maynooth University",,Education,"The invisible burden: The emotional dimensions of racialization on the Black and Minority Ethnic (BME) Learner in the Irish Further Education System.",https://orcid.org/0000-0003-4017-5799
2020,"Lioba Verena Speicher","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,Classics,"The Old Norse Sagas of Antiquity: a study in cross-cultural Classical reception and transnational networks in Medieval Scandinavia, Ireland, and Europe.",https://orcid.org/0000-0001-8543-5326
2020,"Lisa Keenan","Early Career","Postgraduate Scholarship Programme","University College Dublin",,Psychology,"Exploring the nature and prevalence of sleep difficulties in children with Tourette syndrome: The relation with tic severity and executive functioning",https://orcid.org/0000-0002-3084-3872
2020,"Lorene Lefebvre","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,"Agricultural Biotechnology","Deciphering mechanisms of Biological Nitrification Inhibition (BNI) in forage and model grasses",https://orcid.org/0000-0001-7344-7936
2020,"Louise Curtin","Early Career","Postgraduate Scholarship Programme","Mary Immaculate College, Limerick",,Education,"An Examination of the New Allocation Model (Department of Education and Skills 2017) in Irish Primary Schools.",https://orcid.org/0000-0002-1026-1998
2020,"Luke Edward Brennan","Early Career","Postgraduate Scholarship Programme","Maynooth University",,"Organic Chemistry","The design, synthesis & biological evaluation of theranostic agents targeting multi-drug resistant bacteria.",https://orcid.org/0000-0003-4594-6994
2020,"Luke Harvey","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,"Astronomy and Space Science","The nucleosythesis of kilanova and Ca-strong transients",https://orcid.org/0000-0003-3393-9383
2020,"Mairead Gallagher","Early Career","Postgraduate Scholarship Programme","Technological University Dublin","Environmental Protection Agency","Organic Chemistry","Studies on Metabolites of Common Antibiotics in the Development of Antimicrobial Resistance (AM-AMR)",https://orcid.org/0000-0001-7469-6643
2020,"Mannthalah Abubaker","Early Career","Postgraduate Scholarship Programme","University of Limerick",,"Medical and Biomedical Engineering","The influence of CSF flow in the subarachnoid space and its role in TBI",https://orcid.org/0000-0002-8066-3765
2020,"Marco Ceravolo","Early Career","Postgraduate Scholarship Programme","University College Cork",,Italian,"Modern Italian Bestiaries: An Ecocritical Analysis of the Role of Animals in the Works of Federigo Tozzi, Dino Buzzati, Anna Maria Ortese",https://orcid.org/0000-0001-6783-5190
2020,"Maria Cullen","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,History,"Humanitarian aid in hostile environments: comparing the emergency relief operations of Oxfam and Médecins sans Frontières in the Global South, 1979-1986",https://orcid.org/0000-0003-1852-0218
2020,"Maria Manning","Early Career","Postgraduate Scholarship Programme","University College Cork",,Literatures,"Performing Women's Poetry: An Evolving Craft",https://orcid.org/0000-0003-1321-2574
2020,"Marie Clara Michel","Early Career","Postgraduate Scholarship Programme","University College Cork",,"Organic Chemistry","Development of Green, Sustainable Organic Synthetic Methods Using Enantioselective Catalytic Nucleophilic Substitution",https://orcid.org/0000-0002-0962-4683
2020,"Mark Kelly","Early Career","Postgraduate Scholarship Programme","Trinity College Dublin",,"Atomic, Molecular and Chemical Physics","Mechanistic Insight Into Lignin Pyrolysis: Using Thermogravimetric Analysis and Mass Spectrometry to Develop a State-of-Art Thermal Degradation Pathway for Lignin Pyrolysis",https://orcid.org/0000-0002-3804-0863
2020,"Martin Kenny","Early Career","Postgraduate Scholarship Programme","National University of Ireland, Galway",,"Theatre Studies","Queer Connections: identifying and expanding a sense of a queer national consciousness through the production, presentation and reception of Irish theatre and performance, from 1960 - 2020",https://orcid.org/0000-0002-1521-5501
