"Projet.Code_Decision_ANR";"Projet.Date_debut";"Action.Edition";"Action.Titre.Francais";"Projet.Acronyme";"Projet.Titre.Francais";"Projet.Resume.Francais";"Projet.Aide_allouee"
"ANR-10-CAMP-0175";"";2010;"CAMP";"CNAM réhabilitation bâtiment Cour Désormes";"CNAM réhabilitation bâtiment Cour Désormes";"";3335000.0
"ANR-10-CAMP-0174";"";2010;"CAMP";"Ingénierie de projet Sorbonne universités";"Ingénierie de projet Sorbonne Sciences et Lettres en vue de la réalisation des opérations de rénovat";"";0.0
"ANR-10-CAMP-0172";"";2010;"CAMP";"Centre Sarrailh";"Etudes préalables en vue de la réhabilitation du centre Jean Sarrailh du CROUS de Paris";"";120000.0
"ANR-10-CAMP-0171";"";2010;"CAMP";"Caserne de Lourcine";"Reconversion caserne de Lourcine en pôle de vie étudiante et d'enseignement supérieure";"";52000000.0
"ANR-10-CAMP-0170";"";2010;"CAMP";"Fondation PSL";"Fondation PSL";"";1500000.0
"ANR-10-CAMP-0169";"";2010;"CAMP";"Ingénierie de projet sorbonne Paris Cité";"Ingénierie PRES Sorbonne Paris Cité";"";2557000.0
"ANR-10-CAMP-0168";"";2010;"CAMP";"Paris rive gauche : création de 2 cafétaria";"Extension de la salle à manger du restaurant universitaire de la Halle aux Farines - Université Paris Diderot";"";3700000.0
"ANR-10-CAMP-0167";"";2010;"CAMP";"C.I.U.P. études viabilisation";"Etudes en vue de la réalisation de nouvelles maisons sur le site la CIU de Paris";"";1000000.0
"ANR-10-CAMP-0166";"";2010;"CAMP";"Réalisation d'un Learning Center";"Réalisation d'un Learning Center";"";4500000.0
"ANR-10-CAMP-0165";"";2010;"CAMP";"Projets Immobiliers Poliveau et site des Irlandais";"Projets Immobiliers Poliveau et site des Irlandais";"";2367612.83
"ANR-10-CAMP-0164";"";2010;"CAMP";"Cafétaria Saint pères Paris Descartes";"Equipements de cuisine d'une cafétéria et d'un nouvel espace de restauration dans le bâtiment de Saints Pères de l'Université Paris Descartes";"";600000.0
"ANR-10-CAMP-0163";"";2010;"CAMP";"Sorbonne, rénovation des installations électriques";"Travaux de mise en sécurité électrique du secteur Nord de l'ensemble immobilier universitaire de la Sorbonne";"";4500000.0
"ANR-10-CAMP-0162";"";2010;"CAMP";"Extension du CTLES";"Extension du CTLES";"";21717000.0
"ANR-10-CAMP-0161";"";2010;"CAMP";"Etudes préalables pour l'aménagement de la caserne Lourcine";"Etudes préalables pour l'aménagement de la caserne Lourcine";"";4500000.0
"ANR-10-CAMP-0160-13";"";2010;"CAMP";"Déménagement AgroParisTech - DNC";"Déménagement AgroParisTech";"";0.0
"ANR-10-CAMP-0160-11";"";2010;"CAMP";"Learning Center (partie Campus)";"Learning Center (partie Campus)";"";40800000.0
"ANR-10-CAMP-0160-10";"";2010;"CAMP";"Valorisation des terrains extérieurs de polytechnique";"Valorisation des terrains extérieurs de polytechnique";"";0.0
"ANR-10-CAMP-0160-09";"";2010;"CAMP";"Construction AgroParisTech";"Construction AgroParisTech";"";14150000.0
"ANR-10-CAMP-0160-08";"";2010;"CAMP";"Opération infrastructure pour le climat";"Opération infrastructure pour le climat";"";10000000.0
"ANR-10-CAMP-0160-07";"";2010;"CAMP";"Grand amphithéâtre mutualisé du quartier du Moulon";"Grand amphithéâtre mutualisé du quartier du Moulon";"";3240000.0
"ANR-10-CAMP-0160-06";"";2010;"CAMP";"Versement DNC Centrale SUPELEC";"Versement DNC Centrale SUPELEC";"";0.0
"ANR-10-CAMP-0160-05";"";2010;"CAMP";"Projet Ecole centrale Paris (Partie Campus)";"Projet Ecole Centrale paris (Partie Campus)";"";13630991.0
"ANR-10-CAMP-0160-04";"";2010;"CAMP";"Projet de réseau numérique de l'univertsité Paris Saclay";"Projet de réseau numérique de l'université de Paris Saclay";"";2142000.0
"ANR-10-CAMP-0160-03";"";2010;"CAMP";"Lieu de vie mutualisé sur le Moulon";"Construction d'un bâtiment destiné à accueillir le Lieu de Vie du Moulon";"";9369000.0
"ANR-10-CAMP-0160-02";"";2010;"CAMP";"Rénovation de Supelec";"Rénovation de Supelec";"";0.0
"ANR-10-CAMP-0159-02";"";2010;"CAMP";"Cafétéria de l'IOGS";"Amélioration des capacités et de l'offre de la cafétéria de l'IOGS";"";390000.0
"ANR-10-CAMP-0159-01";"";2010;"CAMP";"Cafétéria de l'IUT d'Orsay";"Amélioration des capacités et de l'offre de la cafétéria de l'IUT d'Orsay";"";455000.0
"ANR-10-CAMP-0158";"";2010;"CAMP";"Extension de la capacité du restaurant de l'Ecole Polytechnique";"Extension de la capacité du restaurant de l'Ecole Polytechnique";"";2700000.0
"ANR-10-CAMP-0157";"";2010;"CAMP";"Transfert de l'ECP sur le Plateau du Moulon";"Transfert de l'ECP sur le Plateau du Moulon";"";4800000.0
"ANR-10-CAMP-0156";"";2010;"CAMP";"Contruction de Doseo";"Contruction de Doseo la plate-forme de référence des technologies pour la radiothérapie";"";5300000.0
"ANR-10-CAMP-0155";"";2010;"CAMP";"Réalisation d'études relatives à des équipements mutualisés";"Réalisation d'études relatives à des équipements mutualisés au titre des actions du PIA";"";1350000.0
"ANR-10-CAMP-0154";"";2010;"CAMP";"Amélioration des capacités et de l'offre de restauration à Supélec";"Amélioration des capacités et de l'offre de restauration à Supélec";"";622000.0
"ANR-10-CAMP-0153";"";2010;"CAMP";"Construction d'un bâtiment destiné à accueillir l'ISMO";"Construction d'un bâtiment destiné à accueillir l'ISMO";"";31254765.55
"ANR-10-CAMP-0152";"";2010;"CAMP";"Construction de nouveaux laboratoire pour l'école polytechnique";"Construction de nouveaux laboratoire pour l'école polytechnique";"";4273278.21
"ANR-10-CAMP-0151-03";"";2010;"CAMP";"Fondation Mathématique jacques Hadamard-IDNC";"Fondation Mathématique jacques Hadamard";"";528961.0
"ANR-10-CAMP-0151-02";"2012-05-09";2010;"CAMP";"Fondation Mathématique jacques Hadamard-DNC";"Fondation Mathématique jacques Hadamard";"";229790.42
"ANR-10-CAMP-0151-01";"2011-01-01";2010;"CAMP";"Fondation Mathématique jacques Hadamard";"Fondation Mathématique jacques Hadamard";"La FMJH a été à l'initiative d'une refonte des formations en mathématiques niveau master et doctorales de tous les établissements membres de l'Université Paris-Saclay : il y a depuis 2015 une unique mention de master Mathématiques et Applications et une unique Ecole Doctorale Mathématique Hadamard. Les flux en master (650) et en doctorat (près de 300 inscrits) ont augmenté.La FMJH a porté avec EDF une action de mécénat de grande envergure, le Programme Gaspard Monge en Optimisation et recherche opérationnelle. Plus de 50 projets de recherche, nationaux et internationaux, ont été financés. Une communauté s'est constituée autour des Journées annuelles du PGMO.La FMJH joue un rôle moteur dans des réseaux de recherche bi-nationaux en Chine et au Brésil et soutient des initiatives dans des pays en voie de développement.Avec la Fondation Sciences Mathématiques de Paris, la FMJH a porté le Réseau Doctoral en Mathématiques d'Ile de France, domaine d'intérêt majeur financé par la région, qui renforce l'attractivité des formations doctorales mathématiques franciliennes et met l'accent sur l'insertion professionnelle des docteurs.La FMJH, aidée par son conseil scientifique international, a pu faire venir chaque année des conférenciers prestigieux pour des cours de haut niveau, les Hadamard Lectures.";1600000.0
"ANR-10-CAMP-0149-01";"";2010;"CAMP";"Opération Condorcet 2019";"Opération Condorcet 2019";"";2102000.0
"ANR-10-CAMP-0148-01";"";2010;"CAMP";"Opération Condorcet projet 2017";"Opération Condorcet projet 2017";"";3260000.0
"ANR-10-CAMP-0147-01";"";2010;"CAMP";"Opération Campus Condorcet";"Opération Campus Condorcet";"";0.0
"ANR-10-CAMP-0146-01";"";2010;"CAMP";"Opération Condorcet - Grand Paris Aménagement";"Opération Condorcet - Grand Paris Aménagement";"";1900000.0
"ANR-10-CAMP-0145";"";2010;"CAMP";"Opération Condorcet projet 2015";"Opération Condorcet projet 2015";"";2000000.0
"ANR-10-CAMP-0144";"";2010;"CAMP";"Opération Condorcet projet 2014";"Opération Condorcet projet 2014";"";3249000.0
"ANR-10-CAMP-0143";"";2010;"CAMP";"Campus Condorcet à Aubervillers 2014";"Campus Condorcet à Aubervillers 2014";"";13707000.0
"ANR-10-CAMP-0142";"";2010;"CAMP";"Campus Condorcet à Aubervillers - complément";"Campus Condorcet à Aubervillers - complément";"";12500000.0
"ANR-10-CAMP-0141";"";2010;"CAMP";"Campus Condorcet à Aubervillers";"Campus Condorcet à Aubervillers";"";40000000.0
"ANR-10-CAMP-0137-01";"";2010;"CAMP";"Travaux signalétique";"Travaux signalétique";"";900000.0
"ANR-10-CAMP-0136-01";"";2010;"CAMP";"Maison de la formation Jacqueline Auriol (MFJA)";"Maison de la formation Jacqueline Auriol (MFJA)";"";2500000.0
"ANR-10-CAMP-0135-01";"";2010;"CAMP";"Hébergement provisoire du laboratoire LISBP ( travaux préparatoire MB3)";"Hébergement provisoire du laboratoire LISBP ( travaux préparatoire MB3)";"";700000.0
"ANR-10-CAMP-0134-01";"";2010;"CAMP";"Pôle Agro-Biosciences B et Maison des Etudiants et du Personnel";"Pôle Agro-Biosciences B et Maison des Etudiants et du Personnel";"";1272000.0
"ANR-10-CAMP-0133-01";"";2010;"CAMP";"Opération Pôle Agro-Biosciences A";"Opération Pôle Agro-Biosciences A";"";4200000.0
"ANR-10-CAMP-0132-01";"";2010;"CAMP";"Premiers équipements et mobiliers du siège de l'UFTMIP";"Premiers équipements et mobiliers du siège de l'UFTMIP";"";600000.0
"ANR-10-CAMP-0131";"";2010;"CAMP";"Construction et equipement de l'UFR de Psychologie et amphithéatre";"Construction et equipement de l'UFR de Psychologie et amphithéatre";"";7100000.0
"ANR-10-CAMP-0130";"";2010;"CAMP";"Maison de la réussite en licence";"Maison de la réussite en licence";"";1631000.0
"ANR-10-CAMP-0129-01";"";2010;"CAMP";"Désignation et études des maitrises d'œuvre des opé PABS-A, MB3, RPHY et CBI";"Désignation et études des maitrises d'œuvre des opé PABS-A, MB3, RPHY et CBI";"";4810000.0
"ANR-10-CAMP-0128-01";"";2010;"CAMP";"construction de l'UFR de psychologie et amphithéatres";"construction de l'UFR de psychologie et amphithéatres de l'université Toulouse Jean jaurès";"";4200000.0
"ANR-10-CAMP-0127";"";2010;"CAMP";"Annexe du CAP sur le Campus de l'Université Paul Sabatier";"Annexe du CAP sur le Campus de l'Université Paul Sabatier";"";683000.0
"ANR-10-CAMP-0126";"";2010;"CAMP";"Soufflerie aéro acoustique de l'ISAE";"Soufflerie aéro acoustique de l'ISAE";"";5900000.0
"ANR-10-CAMP-0125";"";2010;"CAMP";"Rangueil aménagement des espaces publics du nord du campus";"Rangueil : Aménagement espaces publiques";"";12500000.0
"ANR-10-CAMP-0124";"";2010;"CAMP";"Espace Clément Ader";"Construction de l'Espace Clément Ader, sur le pôle Montaudran-Aerospace à Toulouse";"";5800000.0
"ANR-10-CAMP-0123";"";2010;"CAMP";"Rangueil maison de la recherche et de la valorisation";"Réaménagement et restructuration des locaux de l'ex-ENSIACET à Toulouse-Rangueil en la Maison de la Recherche et de la Valorisation";"";4754000.0
"ANR-10-CAMP-0122";"";2010;"CAMP";"Laboratoire AMIS";"Travaux de réaméngement et de mise aux normes pour le déménagement du laboratoire AMIS";"";995247.0
"ANR-10-CAMP-0121";"";2010;"CAMP";"Ecole d'Economie fouilles archéologiques";"TOU10-03 : Ecole d'Economie fouilles archéologique";"";850000.0
"ANR-10-CAMP-0120-08";"";2010;"CAMP";"Poursuite de l'ingénierie de projet de l'Opération campus strasbourg";"Poursuite de l'ingénierie de projet de l'Opération campus strasbourg";"";1500000.0
"ANR-10-CAMP-0120-07";"";2010;"CAMP";"Rénovation du batiment de zoologie";"Rénovation du batiment de zoologie";"";200000.0
"ANR-10-CAMP-0120-06";"";2010;"CAMP";"Versement de la la DNC Université Strasbourg";"Versement de la la DNC Université Strasbourg";"";0.0
"ANR-10-CAMP-0120-05";"";2010;"CAMP";"Construction d'un insectarium par extension de l'IBMC";"Construction d'un insectarium par extension de l'IBMC";"";5410000.0
"ANR-10-CAMP-0120-04";"";2010;"CAMP";"Maison des personnels";"Maison des personnels";"";250000.0
"ANR-10-CAMP-0120-03";"";2010;"CAMP";"La tour de chimie";"La tour de chimie";"";2000000.0
"ANR-10-CAMP-0120-02";"";2010;"CAMP";"G2EI (Géologie, Environnement, Eau, ingénieur) Descartes";"G2EI (Géologie, Environnement, Eau, ingénieur) Descartes";"";1400000.0
"ANR-10-CAMP-0120-01";"";2010;"CAMP";"Botanique - Institut de physiologie et de chimie biologie IPCB";"Botanique - Institut de physiologie et de chimie biologie IPCB";"";1200000.0
"ANR-10-CAMP-0119-04";"";2010;"CAMP";"IRMA";"Institut de recherche en mathématique appliquée";"";900000.0
"ANR-10-CAMP-0119-03";"";2010;"CAMP";"Campus Strasbourg - INSA";"Campus Strasbourg - INSA";"";1800000.0
"ANR-10-CAMP-0119-02";"";2010;"CAMP";"Insectarium";"Insectarium";"";320000.0
"ANR-10-CAMP-0119";"";2010;"CAMP";"Planétarium";"Planétarium";"";1800000.0
"ANR-10-CAMP-0118";"";2010;"CAMP";"Learning Center - Maison de l'étudiant";"Learning Center - Maison de l'étudiant";"";2400000.0
"ANR-10-CAMP-0117";"";2010;"CAMP";"ISIS";"Institut de sciences et de d'ingénierie supramoléculaire (ISIS) Datacenter";"";2450000.0
"ANR-10-CAMP-0116";"";2010;"CAMP";"Etudes en vue de la rénovation energetique de la faculté de droit";"Etudes en vue de la rénovation energetique de la faculté de droit";"";246000.0
"ANR-10-CAMP-0115";"";2010;"CAMP";"Etudes et travaux préalables à la réalisation de l'IRMA";"Etudes et travaux préalables à la réalisation de l'IRMA";"";104000.0
"ANR-10-CAMP-0114";"";2010;"CAMP";"Etudes et travaux préalables à la réalisation de l'insectarium";"Etudes et travaux préalables à la réalisation de l'insectarium";"";665000.0
"ANR-10-CAMP-0113";"";2010;"CAMP";"Etudes et travaux préalables à la réalisation de l'INSA";"Etudes et travaux préalables à la réalisation de l'INSA";"";500000.0
"ANR-10-CAMP-0112";"";2010;"CAMP";"réalisation d'une maison de l'étudiant -learning centre";"réalisation d'une maison de l'étudiant -learning centre";"";1900000.0
"ANR-10-CAMP-0111";"";2010;"CAMP";"extension et restructuration de l'école de management";"extension et restructuration de l'école de management du pôle européende Strasbourg";"";7000000.0
"ANR-10-CAMP-0110";"";2010;"CAMP";"centre de recherche en biomédecine de strasbourg";"centre de recherche en biomédecine de strasbourg";"";2800000.0
"ANR-10-CAMP-0109";"";2010;"CAMP";"Poursuite de l'ingénerie de projet de l'opération Campus de Strasbourg";"Poursuite de l'ingénerie de projet de l'opération Campus de Strasbourg";"";1500000.0
"ANR-10-CAMP-0108";"";2010;"CAMP";"Maison universitaire internationale";"Maison universitaire internationale";"";1500000.0
"ANR-10-CAMP-0107";"";2010;"CAMP";"Installation de points numériques";"Installation de points numériques";"";270000.0
"ANR-10-CAMP-0106";"";2010;"CAMP";"Restructuration des laboratoires de chimie de l'Institut Le Bel";"Restructuration des laboratoires de chimie de l'Institut Le Bel";"";6505000.0
"ANR-10-CAMP-0105";"";2010;"CAMP";"Confort thermique des fonctions support des services informatiques";"Confort thermique des fonctions support des services informatiques";"";730000.0
"ANR-10-CAMP-0104";"";2010;"CAMP";"Développement du numérique dans le grand amphithéâtre des SHS du Patio";"Développement du numérique dans le grand amphithéâtre des SHS du Patio";"";1600000.0
"ANR-10-CAMP-0103";"";2010;"CAMP";"Pôle science, culture et société: mise en sécurité des collections";"Pôle science, culture et société: mise en sécurité des collections de zoologie";"";1000000.0
"ANR-10-CAMP-0102";"";2010;"CAMP";"Restaurant universitaire Paul-Appell";"Cité Pal Appell - aménagement des locaux de restauration";"";3900000.0
"ANR-10-CAMP-0101-02";"";2010;"CAMP";"Campus vert 2ème tranche";"Campus vert 2ème tranche";"";9300000.0
"ANR-10-CAMP-0101-01";"";2010;"CAMP";"Campus vert 1ère tranche";"Campus vert 1ère tranche";"";3650000.0
"ANR-10-CAMP-0099-01";"";2010;"CAMP";"Rénovation de la résidence étudiante les Soleils";"Rénovation de la résidence étudiante les Soleils";"";1950000.0
"ANR-10-CAMP-0098-02";"";2010;"CAMP";"Réhabilitation Bâtiment E Cité U Triolet";"Réhabilitation Bâtiment E Cité U Triolet";"";1776000.0
"ANR-10-CAMP-0098-01";"";2010;"CAMP";"Restructuration du bâtiment 14- Campus Triolet";"Restructuration du bâtiment 14- Campus Triolet";"";2720000.0
"ANR-10-CAMP-0097-01";"";2010;"CAMP";"Bâtiment F Boutonnet";"Restructuration bâtiment F cité universitaire Boutonnet";"";2270000.0
"ANR-10-CAMP-0096-01";"";2010;"CAMP";"Aménagements pôle Balard";"Aménagements pôle Balard de l'Université de Montpellier";"";720000.0
"ANR-10-CAMP-0095-01";"";2010;"CAMP";"Atrium";"Atrium";"";3820000.0
"ANR-10-CAMP-0094-01";"";2010;"CAMP";"I.P.M. (honoraires MOE PHASE ACT)";"I.P.M. (honoraires MOE PHASE ACT)";"";2600000.0
"ANR-10-CAMP-0093-01";"";2010;"CAMP";"Aménagement cœur de campus";"Aménagement cœur de campus";"";960000.0
"ANR-10-CAMP-0092-01";"";2010;"CAMP";"Village des sciences Phase A";"Village des sciences Phase A";"";2600000.0
"ANR-10-CAMP-0091-01";"";2010;"CAMP";"Poursuite de l'ingénierie de projet de l'Opération";"Poursuite de l'ingénierie de projet de l'Opération";"";1000000.0
"ANR-10-CAMP-0090";"";2010;"CAMP";"Restructuration bâtiment 25 Triolet";"Restructuration bâtiment 25 Triolet";"";1600000.0
"ANR-10-CAMP-0089";"";2010;"CAMP";"Réhabilitation Bâtiment F résidence Triolet";"Réhabilitation Bâtiment F résidence Triolet";"";2400000.0
"ANR-10-CAMP-0088";"";2010;"CAMP";"Restructuration bâtiment 23 Triolet";"Restructuration bâtiment 23 Triolet";"";3600000.0
"ANR-10-CAMP-0087";"";2010;"CAMP";"Réhabilitation Bâtiments B et C Paul Valéry";"Réhabilitation Bâtiments B et C Paul Valéry";"";1148000.0
"ANR-10-CAMP-0086";"";2010;"CAMP";"CROUS Boutonnet réhabilitation bâtiment E";"CROUS Boutonnet réhabilitation bâtiment E";"";2533584.65
"ANR-10-CAMP-0085";"";2010;"CAMP";"CROUS Voie Domitienne réhabilitation bâtiment 3";"CROUS Voie Domitienne réhabilitation bâtiment 3";"";2511764.76
"ANR-10-CAMP-0084";"";2010;"CAMP";"Supagro réhabiliation Les Cigales";"Supagro réhabiliation Les Cigales";"";4000000.0
"ANR-10-CAMP-0083";"";2010;"CAMP";"CROUS Triolet réhabilitation du bâtiment I";"MON 10-03 : CROUS Triolet réhabilitation du bâtiment I";"";2193481.07
"ANR-10-CAMP-0082";"";2010;"CAMP";"CROUS Boutonnet réhabilitation bâtiment D";"MON 10-02 : CROUS Boutonnet réhabilitation bâtiment D";"";2742595.18
"ANR-10-CAMP-0081";"";2010;"CAMP";"CROUS Cité Universitaire Colombière réhabilitation du bâtiment 4";"MON 10-01 : CROUS Cité Universitaire Colombière réhabilitation du bâtiment 4";"";2850000.0
"ANR-10-CAMP-0079-05";"";2010;"CAMP";"Lyon-Tech La Doua - Dotation d'ingénierie 2013-2014-2015";"Lyon-Tech La Doua - Dotation d'ingénierie 2013-2014-2015";"";5867000.0
"ANR-10-CAMP-0079-04";"";2010;"CAMP";"Aménagement Axe vert tranche 2";"Aménagement Axe vert tranche 2 - rénovation des sous-stations de chauffage";"";3583000.0
"ANR-10-CAMP-0079-03";"";2010;"CAMP";"La Doua Résidence Puvis 2ème tranche de rénovation";"La Doua Résidence Puvis 2ème tranche de rénovation";"";813000.0
"ANR-10-CAMP-0079-02";"";2010;"CAMP";"Travaux préparatoires à la construction du bâtiment LR8 - site Monod ENSL";"Travaux préparatoires à la construction du bâtiment LR8 - site Monod ENSL";"";1840000.0
"ANR-10-CAMP-0079";"";2010;"CAMP";"Construction du bâtiment de chimie bio";"Construction du bâtiment de chimie bio";"";2245000.0
"ANR-10-CAMP-0078";"";2010;"CAMP";"PI opération de réhabilitation du bâtiment Chevreum";"PI opération de réhabilitation du bâtiment Chevreum";"";11853000.0
"ANR-10-CAMP-0077";"";2010;"CAMP";"1ère tranche de rénovation des sous -stations du réseau de chaleur";"1ère tranche de rénovation des sous -stations du réseau de chaleur";"";325000.0
"ANR-10-CAMP-0076";"";2010;"CAMP";"Ingénierie 2013 Campus Lyon";"Ingénierie 2013 Campus Lyon";"";1493000.0
"ANR-10-CAMP-0075";"";2010;"CAMP";"Construction de la tour D";"Construction de la tour D";"";10725000.0
"ANR-10-CAMP-0074";"";2010;"CAMP";"Réhabilitation du musée des moulages";"Réhabilitation du musée des moulages";"";1349000.0
"ANR-10-CAMP-0073";"";2010;"CAMP";"Mise en accessibilité de la résidence B de l'INSA de Lyon";"Mise en accessibilité de la résidence B de l'INSA de Lyon";"";184000.0
"ANR-10-CAMP-0072";"";2010;"CAMP";"Amélioration des performances énergétiques des bâtiments de l'IEP";"Amélioration des performances énergétiques des bâtiments de l'IEP";"";1595000.0
"ANR-10-CAMP-0071";"";2010;"CAMP";"Campus Charles Mérieux, indemnités à verser aux candidats non retenus";"Campus Charles Mérieux, indemnités à verser aux candidats non retenus";"";600000.0
"ANR-10-CAMP-0070";"";2010;"CAMP";"Campus Charles Mérieux";"Campus Charles Mérieux";"";0.0
"ANR-10-CAMP-0069";"";2010;"CAMP";"Lyon Sud, Esplanades et espace boisé classé";"Lyon Sud, Esplanades et espace boisé classé";"";1500000.0
"ANR-10-CAMP-0068";"";2010;"CAMP";"Equipements sportifs: isolation extérieure des gymnases";"Equipements sportifs: isolation extérieure des gymnases";"";610000.0
"ANR-10-CAMP-0067";"";2010;"CAMP";"Aménagement de l'Epicerie solidaire";"Aménagement de l'Epicerie solidaire";"";71949.0
"ANR-10-CAMP-0066";"";2010;"CAMP";"Résidence Universitaire La Madeleine";"Résidence Universitaire La Madeleine";"";1330169.0
"ANR-10-CAMP-0065";"";2010;"CAMP";"Construction de la MILC";"Construction de la maison internationale des langues et des cultures";"";8500000.0
"ANR-10-CAMP-0064";"";2010;"CAMP";"Opération Lyon Tech - La Doua Axe vert phases 1 et 2";"Opération Lyon Tech - La Doua Axe vert phases 1 et 2";"";8028000.0
"ANR-10-CAMP-0063";"";2010;"CAMP";"La Doua résidence Puvis 1ère tranche de rénovation";"La Doua résidence Puvis 1ère tranche de rénovation";"";3172000.0
"ANR-10-CAMP-0062";"";2010;"CAMP";"LyonTech la Doua: Halle moteurs";"LyonTech la Doua: Halle moteurs";"";4300000.0
"ANR-10-CAMP-0061";"";2010;"CAMP";"LyonTech la Doua équipements sportifs 1ère tranche";"Première tranche de réhabilitation des équipements sportifs du campus LyonTech la Doua";"";2543000.0
"ANR-10-CAMP-0060-12";"";2010;"CAMP";"Campus Grenoble Trvx Pôle Santé";"Campus Grenoble Trvx Pôle Santé";"";900000.0
"ANR-10-CAMP-0060-11";"";2010;"CAMP";"Campus EST- Réaménagement décheterie du domaine universitaire";"Campus EST- Réaménagement décheterie du domaine universitaire";"";230000.0
"ANR-10-CAMP-0060-10";"";2010;"CAMP";"Campus EST- Amphithéâtres -accessibilité PMR";"Campus EST- Amphithéâtres -accessibilité PMR";"";646000.0
"ANR-10-CAMP-0060-09";"";2010;"CAMP";"Campus EST- Espace Vie étudiante";"Campus EST- Espace Vie étudiante";"";2100000.0
"ANR-10-CAMP-0060-08";"";2010;"CAMP";"GRE 12-04 Campus EST- Rénovation de la halle Belledonne";"GRE 12-04 Campus EST- Rénovation de la halle Belledonne";"";1800000.0
"ANR-10-CAMP-0060-07";"";2010;"CAMP";"Campus Est - salle culturelle Berlioz";"Campus Est - Salle culturelle Berlioz - Rénovation pour accessibilité PMR et aménagements intérieurs";"";450000.0
"ANR-10-CAMP-0060-06";"";2010;"CAMP";"Campus Est - Création d'un terrain de football et de terrain de tennis";"Campus Est - Création d'un terrain de football et de terrain de tennis";"";2000000.0
"ANR-10-CAMP-0060-05";"";2010;"CAMP";"Campus Est - Aménagement paysagers -Mesure compensatoires face aux";"Campus Est - Aménagement paysagers -Mesure compensatoires face aux risques d'inondations";"";265000.0
"ANR-10-CAMP-0060-04";"";2010;"CAMP";"Campus Est - Bâtiment physique et maison de la planète";"Campus Est - Bâtiment physique et maison de la planète";"";1280000.0
"ANR-10-CAMP-0060-03";"";2010;"CAMP";"Campus Est - Renouvellement du mobilier urbain";"Campus Est - Renouvellement du mobilier urbain";"";250000.0
"ANR-10-CAMP-0060-02";"";2010;"CAMP";"Campus Est- rénovation du gymnase et de la salle de sport du complexe";"Campus Est - Rénovation du gymnase et de la salle de sport du complexe sportif de la piscine";"";550000.0
"ANR-10-CAMP-0060";"";2010;"CAMP";"Campus Est - equipement cafétaria Condillac";"Campus Est - equipement cafétaria Condillac";"";350000.0
"ANR-10-CAMP-0059";"";2010;"CAMP";"Campus Est - cœur de stendhal";"Campus Est - cœur de stendhal";"";460000.0
"ANR-10-CAMP-0058";"";2010;"CAMP";"Campus Est/ENSIMAG: cafétéria et pôle de convivialité et d'échanges";"Campus Est/ENSIMAG: cafétéria et pôle de convivialité et d'échanges";"";535440.0
"ANR-10-CAMP-0057";"";2010;"CAMP";"Campus Est/Centre culturel Condillac, première tranche de rénovation";"Campus Est/Centre culturel Condillac, première tranche de rénovation";"";300000.0
"ANR-10-CAMP-0056";"";2010;"CAMP";"GreEn-ER";"Grenoble Energie Enseignement Recherche";"";0.0
"ANR-10-CAMP-0055";"";2010;"CAMP";"Campus Ouest/GreEnER: indemnités aux candidats non retenus";"GRE12-12 : Campus Ouest/GreEnER: indemnités aux candidats non retenus";"";1350000.0
"ANR-10-CAMP-0054";"";2010;"CAMP";"Campus Est , espace vie étudiante, agrandissement";"GRE10-02 : Campus Est/ Espace vie étudiant : agrandissement";"";756000.0
"ANR-10-CAMP-0053";"";2010;"CAMP";"Campus Est Cafétaria";"GRE10-13 : Campus Est/ Bibliothèque universitaire des sciences - création d'une cafétaria";"";800000.0
"ANR-10-CAMP-0052";"";2010;"CAMP";"Campus Est/Restaurant Universitaire l'Epicea: création d'une cafétéria";"GRE10-09 : Campus Est/Restaurant Universitaire l'Epicea: création d'une cafétéria";"";100000.0
"ANR-10-CAMP-0051";"";2010;"CAMP";"Campus Est/Rue Diderot stationnement et station 3";"GRE10-06 : Campus Est/Rue Diderot stationnement et station 3";"";1916481.8
"ANR-10-CAMP-0050";"";2010;"CAMP";"Campus Est/Démolition Agora: bâtiments provisoires";"GRE10-12 : Campus Est/Démolition Agora: bâtiments provisoires";"";644905.71
"ANR-10-CAMP-0049";"";2010;"CAMP";"Campus Est/Piscine rénovation des salles annexes et vestiaires";"GRE10-10 : Campus Est/Piscine rénovation des salles annexes et vestiaires";"";2285289.09
"ANR-10-CAMP-0048";"";2010;"CAMP";"Bibliothèque Universitaire Droit et Lettres - Création d'une cafétéria";"GRE10-08 : Campus Est/ Bibliothèque universitaire Droits et Lettres - création d'une cafétaria";"";800000.0
"ANR-10-CAMP-0047";"";2010;"CAMP";"Campus Est/Réfection des terrains de sport extérieurs";"GRE10-07 : Campus Est/Réfection des terrains de sport extérieurs";"";1986000.0
"ANR-10-CAMP-0046";"";2010;"CAMP";"Campus Est/création de 3 terrains de sports";"GRE10-05 : Campus Est/création de 3 terrains de sports";"";580330.2
"ANR-10-CAMP-0045";"";2010;"CAMP";"Campus Est/Points de collectes sélectives";"GRE10-04 : Campus Est/Points de collectes sélectives";"";249997.87
"ANR-10-CAMP-0044";"";2010;"CAMP";"Campus Est plan lumière";"GRE10-03 : Campus Est/ plan lumière";"";1045484.0
"ANR-10-CAMP-0043";"";2010;"CAMP";"Campus Est Coriolis reconstruction";"GRE10-14 : Coriolis reconstruction";"";3858000.0
"ANR-10-CAMP-0042";"";2010;"CAMP";"Site Ouest/Plateforme Nanosécurité";"GRE10-11 : Site Ouest/Plateforme Nanosécurité";"";3000000.0
