"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"337","Department of Scientific and Industrial Research","Self employment by the women community of the rual areas of West Jorhat (SC populated) through orgnic vegetable gardening as well as production of popular food viz. Mushroom Cultivation","M.P. Borthakur","North East Institute of Science & Technology"," ",1200000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_7"
"338","Department of Scientific and Industrial Research","Socioeconomic empowerment of rural women by training them with agro based biotechnological intervention","J. Kasthuri","The Standard Fireworks Rajaratnam College for Women","Department of Zoology, Virudhunagar Road",1057000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_8"
"339","Department of Scientific and Industrial Research","Technological empowerment & sustainable livelihood security of tribal women through agricultural farm productivity & employment generation activities in Kalrayan Hills of Tamil nadu","M.K. Kalarani","Tapioca & Castor Research Station","Yethapur, P.G. Palayam",1400000,23,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_9"
"340","Department of Scientific and Industrial Research","Technology intervention for wild resource utilization for income & employment development at higher altitudes of Uttarkashi District","J.L. Rawat","Society for Environment & Employment Development (SEED)","NIM Road, Joshiyara",2000000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_10"
"341","Department of Scientific and Industrial Research","Technology propagation & development of micro enterprise by SHG women","S. Rajaram","Kalasalingam University","Department of MBA, Anand Nagar, Virudhnagar",1280000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_11"
"342","Department of Scientific and Industrial Research","To educate & train rural women of Western Uttar Pradesh in cultivation & processing of medicinal plants for the preparation of nutraceuticals/functional foods & health care products","D. Prakash","Amity University","Amity Insitute of  Herbal Research & Studies, Sector 125",1470000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_12"
"343","Department of Scientific and Industrial Research","Coconut fibre as suture material","P.R. Babu","Madras Christian College","No. 16, Staff Quarters, Tambaram East",75000,9,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_13"
"344","Department of Scientific and Industrial Research","HEPCO beverage ( a herbal & fruit beverage with medicinal & nutritional properties)","K.V. Sudheer","College of Science","Department of Home Science",75000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_14"
"345","Department of Scientific and Industrial Research","Production & testing of selected Probiotic products as poultry feeds","V. Kumar"," ","A-214, Gayatri Towers, Street No. 1, Tarnaka",1200000,9,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_15"
"346","Department of Scientific and Industrial Research","Root crops washer (specially designed for Carrots & Reddish)","A. Sankhla"," ","Ram Kutiya, Mathaniya",200000,19,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_16"
"347","Department of Scientific and Industrial Research","Design & development of Biological Toilet System","S. Sen","Stone India Limited","16 Taratolla Road",28800000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_17"
"348","Department of Scientific and Industrial Research","Development of Chiral APIs","V. Kriplani","Sharon Bio-Medicine Limited","312, C- Wing, BSEL Tech Park, Opp. Vashi Railway Station, Sector-30(A), Vashi",69000000,36,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_18"
"349","Department of Scientific and Industrial Research","Development of novel biopesticides from Antagonistic Microbes Bacillus subtillis & Trichoderma viride using Dextrose as a …","M.S. Paprikar","Nirmal Seeds Private Limited","Department of Bio-Input, P.O. Box No. 63, Bhadgaon Road, Pachora",4600000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_19"
"350","Department of Scientific and Industrial Research","Lactic acid bacteria starter culture for Yogurt/Curd production","B.S. Sanodiya","Tropilite Foods Private Limited","Davars Campus, Industrial Area, Tansen Road",24200000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_20"
"351","Department of Scientific and Industrial Research","Development of device for testing minimal anti-biotic concentration for Biofilm eradication","R. Sakti","P.S.G. College of Technology","Room No. 405, A-Block, Ladies Hostel, Peelamedu",45000,6,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_21"
"352","Department of Scientific and Industrial Research","Development & commercialization on low temperature polymer exchange membrane fuel cell & stack","R. Singh","Elpro Energy Dimensions Private Limited","6,7 & 8, 4th 'N' Block. Dr Rajkumar Road, Rajajinagar",32700000,30,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_22"
"353","Department of Scientific and Industrial Research","Development of Nitroscanate","P.R. Kannan","Sequent Scientific Limited","Star II, Strides House, Bilekhalli, Bannerghatta Road",8000000,18,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_23"
"354","Department of Scientific and Industrial Research","Materials for Nano Photofunctional","G. Sanjay","Sapala Organics Private Limited","Plot No. 146B & 147, IDA Mallapur, Phase II",22000000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_24"
"355","Department of Scientific and Industrial Research","New Process Development for Special Elastomer Compound","P.Patel","Som Shiva (Impex) Limited","301, Iscon Mall, Above Star India Bazar, Satellite Road",27000000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_25"
"356","Department of Scientific and Industrial Research","UV Reflective Security Inks & Pigments (UVRIP)","A.B. Amin","Aron Universal Limited","25/1, Jigani Industrial Area, Jigani",6500000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_26"
"357","Department of Scientific and Industrial Research","Developing novel photo catalysts for photo degradation on various dyes without pre-treatment","N. Padmavathy"," ","No. 7, Pandian Street - II, T.V.K. Nagar, Pernambut",70000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_27"
"358","Department of Scientific and Industrial Research","Evaluation of Laccasse production under solid state & submerged fermentation","S. Nallapeta"," ","17/77, Main Road, Dharmavaram",1000000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_28"
"359","Department of Scientific and Industrial Research","Application of layered manufacturing technique for development of new light weight drive chain for two-wheelers with modified work material & optimized processes","S. Prabhakar","Rockman Industries Limited","# 503, Rectangle 1, D4, Saket District Centre",29500000,36,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_29"
"360","Department of Scientific and Industrial Research","BLDC Motor & control for hybrid car on transmision shaft","R. Goel","S.K. Dynamic Private Limited","B-5, Industrial Easte, Motor Under Development & Testing",36000000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_30"
"361","Department of Scientific and Industrial Research","Development & commercialization of Rapid Cast Technology for manufacturing of stainless/steel castings of weight 5000 Kgs single piece","S. Agarwal","P.T.C. Industries Limited","Malviya Nagar, Aishbagh",50000000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_31"
"362","Department of Scientific and Industrial Research","Development & commercialization of Seat Mechanism  (Recliner, Track & Lifter)","A. Swaroop","Hema Engineering Industries Limited","1/3 KM Stone, Khandsa Road",26000000,30,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_32"
"363","Department of Scientific and Industrial Research","Development & demonstration of innovative technology for the automation of firework manufacturing","A.P. Selvarajan","Sri Kaliswari Fireworks Private Limited","5-A, Chairman A. Shanmuga Nadar Steet",8300000,36,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_33"
"364","Department of Scientific and Industrial Research","Development of 3 Dimensional Mixer","J. Talati","Hexagon Product Development Private Limited","A-201, Arihant Super Market, Lal Bag",6000000,36,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_34"
"365","Department of Scientific and Industrial Research","Development of Uni-Density Insulator for vehicles","A. Kapur","Uniproducts (India) Limited","84 KM Milestone, Delhi Jaipur Highway, Jarthal Village Road",15000000,15,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_35"
"366","Department of Scientific and Industrial Research","Smart closed loop energy management solution","R.S. Rathore","Genus Power Infrastructures Limited","SPL - 3, RIICO Industrial Area, Sitapur",29000000,30,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_36"
"367","Department of Scientific and Industrial Research","Smarter material handling Automated Guided Vehicles (AGVs)","A. Kapuria","Hi-Tech Robotic Systems Limited","1201-03, 12th Floor, Millennium Plaza, Sector 27, Sushant Lok - 1",4000000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_37"
"368","Department of Scientific and Industrial Research","Solid handling fluid transfer pumps","R. Saluja","Oriental Engineering Works Private Limited","Oriental Crossing, Industrial Area",10000000,36,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_38"
"369","Department of Scientific and Industrial Research","Tejas LTE macro eNoDeB product development","K.N. Sivarajan","Tejas Networks Limited","2nd Floor, GNR Tech Park, 46/4, Garvebhavi Palya Kudlu Gate, Hosur Main Road",55000000,10,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_39"
"370","Department of Scientific and Industrial Research","Development of women entrepreneurs in advanced pottery technologies in Vilavancode Taluk of Kanyakumari District","P. Bhagavatheeswaran","Centre for Social Development","Kulala Street, Thirunainarkurihy, Ammandivilai",1760000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_40"
"371","Department of Scientific and Industrial Research","Entrepreneuship promotion programme through training on utilization of software technologies for image edition, 2D animation, offset printing & website design for empowerment of unemployed graduate women in Erode District","A. Saradha","Institute of Road Transport Technology","Sri Vasavi College Post, Department of Computer Science & Engineering",714000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_41"
"372","Department of Scientific and Industrial Research","Proposal of undertaking technology adoption & utilization programme for women in Coconut Fiber sector","B.S. Shah","Kerala Rural Development Agency (KRDA)","K.S. Puram P.O. Karunagappally",1000000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_42"
"373","Department of Scientific and Industrial Research","A device to control fine dust in rice mills","T.K. Chandrasekhar","Sri Siddhartha Institute of Technology","Department of Mechanical Engineering",67000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_43"
"374","Department of Scientific and Industrial Research","An innovative technology for recharging Alluvial Aquifers","M. Mohasin","Sainik School","Qr. No. K-7",1500000,18,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_44"
"375","Department of Scientific and Industrial Research","Anti Theft Emergency Device (ATED)","V. Kumar"," ","Vill. Kuralki, Post Kenduki, Tehsil Deoband",18000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_45"
"376","Department of Scientific and Industrial Research","Audio sensing assistance for deaf people","S.V. Dhanyashree"," ","Sri Sthambhaja, Behind SBM Near Police Chowki, Vinobanagar",50000,15,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_46"
"377","Department of Scientific and Industrial Research","Automated Garment dyeing chemical washing & effluent treatment wet processing machine for cotton textiles & cotton garments","Y.J. Hussain"," ","32, Jamath Building, II Floor, Thalisdar Pallivasal Street, Simmakal",1400000,6,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_47"
"378","Department of Scientific and Industrial Research","Automatic fodder feeding system for cattles","R.A. Bhat"," ","Syed Colony, Habak, Naseem Bagh",150000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_48"
"379","Department of Scientific and Industrial Research","Banana fibre separator machine","K. Murugan"," ","6 G, Bryant Nagar, 8, Middle Street",2600000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_49"
"380","Department of Scientific and Industrial Research","Belt system for body support","G.R. Jangir"," ","S/o Shri Nemi Chand Jangir, Near Railway Gate-West Village",1000000,30,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_50"
"381","Department of Scientific and Industrial Research","Bullock drawn improved multi crop seed cum fertilizer drill","G. Dave","Shree Art & Agriculture Udyog","Salawas",450000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_51"
"382","Department of Scientific and Industrial Research","Character recognizer for physically impaired using MEMS based wireless system","A. Shaw"," ","188/1/1, Rishi Bankim Chandra, Chatterjee Road, P.O. Dum Dum",75000,8,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_52"
"383","Department of Scientific and Industrial Research","CNG magnetorherological finishing machine","S. Jha","Indian Institute of Technology (Delhi)","64, New Campus, Hauz Khas",750000,8,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_53"
"384","Department of Scientific and Industrial Research","Computer interfaced Hi-fidelity affordable Mannequin for effective CPR (Cardiopulmonary Resuscitation) Training","V.S.I. Durai"," ","No. 6/177A, Door No. 17, 3rd Floor, Poonamalle Road, Porur",1100000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_54"
"385","Department of Scientific and Industrial Research","Content sharing on T.V.","A. Sahu","Indian Institute of Management (B)","L-318, IIMB Hostel Blocks, Bannerghatta Road",500000,6,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_55"
"386","Department of Scientific and Industrial Research","Cost effective cell phone controlled AC & car lock system","M. Prakash"," ","102/1, Central Revenue Quarters, 15th Main Road, Anna Nagar West",40000,6,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_56"
"387","Department of Scientific and Industrial Research","Data accumulation of a player in live sports","A. Ashwini"," ","Chanappa Layout, 2nd Cross, Anuashwini",60000,18,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_57"
"388","Department of Scientific and Industrial Research","Design & development of a Micro Light Propeller Hydro Tubine","K.C. Saikia"," ","House No. 16, Milan Nagar Road",1000000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_58"
"389","Department of Scientific and Industrial Research","Design & development of Yarn Break Informator","H. Sunder"," ","A/2, Premier Grihalakshmi, 4th Seaward Road, Valmiki Nagar, Thiruvanmiyur",750000,16,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_59"
"390","Department of Scientific and Industrial Research","Design & fabrication of automated hank reeling machine","S.S. Krishnakumar"," ","No. 35, North Street, Ganga Nagar, Jafferkhanpet",1000000,20,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_60"
"391","Department of Scientific and Industrial Research","Development of Biobattery","B. Archna"," ","D-2, NTPC, TSTPS, PTS Deepshikha, Kaniha",70000,18,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_61"
"392","Department of Scientific and Industrial Research","Development of bio-medical engineering application toolkit BEAT","Abhinav"," ","92B/2, #9 Premvati Kunj, Nathu Singh Complex, Munirka, Opp. Canara Bank",1400000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_62"
"393","Department of Scientific and Industrial Research","Development of Electronic Cardless Jacquard for handloom industry","R. Kumaravelu"," ","10/34B, Narasingarayar Street",650000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_63"
"394","Department of Scientific and Industrial Research","Development of prototype of flat bed 3-axis PC controlled vertical NC milling machine for sculptured surface machining for ornamental wood carving","R.K. Duvedi","Thapar University","FR-A-204, New Faculty Residences",175000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_64"
"395","Department of Scientific and Industrial Research","Digital hot gold foil stamping/embossing machine","R.G. Chopade"," ","Gokhale Nagar, Opp. IIT Main Gate, Powai",1000000,16,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_65"
"396","Department of Scientific and Industrial Research","Double Tank Flush Cistern","S. Kurian"," ","Kunnel House, Beemanady",75000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_66"
"397","Department of Scientific and Industrial Research","Emission controlling bio-adsorbents for automobiles","M.M.J. Suganya","Anna University of Technology","Mullai Hostel",40000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_67"
"398","Department of Scientific and Industrial Research","Finger gesture based automated wheel chair","R.M. Qadiri"," ","H. No. 123, New Colony, Nigeen Hazratbal",150000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_68"
"399","Department of Scientific and Industrial Research","Handled terminal for Indian logistic system","V.A. Sachde"," ","298, 1st Floor, 4th Cross, 7th Block, 1sr Phase, Koramangala",60000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_69"
"400","Department of Scientific and Industrial Research","Health insoles/footwear","J.A. Syiemong"," ","Ivory Cotton Mission Compound",60000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_70"
"401","Department of Scientific and Industrial Research","Innovation of high performance cricket leg gear","S.A. Reddy"," ","1239, 32 G Cross, 4th T Block, Jayanagar",1000000,10,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_71"
"402","Department of Scientific and Industrial Research","Interactive surfaces - Multi-touch walls & tables","S. Swami"," ","202, Siddharth Nagar, Hapur",1200000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_72"
"403","Department of Scientific and Industrial Research","Intuitive tele-controlled machine arm","B.R. Sharvari"," ","D/o Shri Ramesh, Venkatesh Krupa, 6th Cross, 2nd Main, Rajendranagar",70000,15,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_73"
"404","Department of Scientific and Industrial Research","Low cost hand controlled drive vehicle for handicaps","A.A. Pandith"," ","Umer Colony B,Lal Bazar",300000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_74"
"405","Department of Scientific and Industrial Research","Mobile based belonging locator","M.R. Dar","National Institute of Technology (Srinagar)","Qr. No. L 25, Lecturers Quarters, Hazratbal",71500,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_75"
"406","Department of Scientific and Industrial Research","Mobile control military operation in a defence vehicle as a lab model","A. Sarvanan"," ","No. 19, Flat No G1, GRC Green Park, James 2nd Street, Poonammalise",7500000,6,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_76"
"407","Department of Scientific and Industrial Research","Mobile phone detector in aircraft","V.A. Sapna"," ","D/o Shri V.A. Ashok, Opp. K.P.T. Temple, Gandhi Bazar, Main Road",50000,16,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_77"
"408","Department of Scientific and Industrial Research","Modular & reversible 2-in-1 school shoes","T.M. John"," ","117, Trinity Meadows, Bellandur",180000,8,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_78"
"409","Department of Scientific and Industrial Research","Motion control of wheel chair by head rotation using MEMS accelerometer sensor","T.N. Reddy"," ","23-14-3, Sri Ramnagar, East Godavary",75000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_79"
"410","Department of Scientific and Industrial Research","Multi line refreshable Braille display","P.G. D'Souza"," ","324, Inner Circle, Whitefiled",1500000,18,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_80"
"411","Department of Scientific and Industrial Research","Multiple zone well completion technology for enhanced oil recovery","C. Dass"," ","F-201 Parth Avenue, Nr. Avani Bhavan, Chandkheda",1000000,18,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_81"
"412","Department of Scientific and Industrial Research","Novel & affordable emergency modification system for school children","K.R. Karthik"," ","Plot No. 122, No. 3, 5th East Street, Kamraj Nagar, Thiruvanmiyur",250000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_82"
"413","Department of Scientific and Industrial Research","Prototype development of Rahman's Tender","A.R. Parray"," ","Banigam, Meerakabad, Shalimar",325000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_83"
"414","Department of Scientific and Industrial Research","Single spring mounted suspension type extendable width cultivator (STF-Phase II)","R. Kumawat"," ","S/o Late Shri B.L. Kumawat, Tikky Walon Ka Mohalla, Purani Tonk",750000,13,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_84"
"415","Department of Scientific and Industrial Research","Sports car with hybrid engine","R.M. Ranadive"," ","B-2/13, Harmony, Nagras Road, Aundh",800000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_85"
"416","Department of Scientific and Industrial Research","Surveillance snake robot","S.M.G. Prabhu"," ","Manjugiri Nilaya, S.R.S. Layout, Analekoppa, Keladi Road",70000,18,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_86"
"417","Department of Scientific and Industrial Research","Tarang Pariwartak- generating electricity from Ocean waves","S. Kumar"," ","C/o Shri R.S. Singh, Rupa Palace, Dam Side, Chendwe, Kanke Road",500000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_87"
"418","Department of Scientific and Industrial Research","Tractor mounted pulveriser","I. Pannerselvam"," ","1/145-D, Kattuparamakudi",3000000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_88"
"419","Department of Scientific and Industrial Research","Traffic Jam detection & control using PLC & SCADA","R.K. Suthar"," ","H.No. 76, Sutharon Ka Chowk, Main Road, Savina",425000,10,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_89"
"420","Department of Scientific and Industrial Research","Visbreaker for crude petroleum oil","C. Makharia"," ","20A Sura, 3rd Lane, Bhagya Lakshmi Apartment, Beliaghata, CIT Road",75000,18,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_90"
"421","Department of Scientific and Industrial Research","Vishwakarma diesel engine - High machine & eco-friendly diesel engine","R.K. Sharma"," ","H. No. 1773, DMC, West of 38, Sector 38",500000,14,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_91"
"422","Department of Scientific and Industrial Research","Development & demonstration of technology to manufacture a new dosage form namely Oral Thin Films","A.S. Daud","Zim Laboratories Limited","545, Shantinagar",7000000,36,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_92"
"423","Department of Scientific and Industrial Research","Development & validation of a novel Computer Aided Drug Design (CADD) technology for drug discovery","M.R. Reddy","Rational Labs Private Limited","Plot # 177, I.D.A. Mallapur",26000000,36,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_93"
"424","Department of Scientific and Industrial Research","Development of Spiral Cobalt Radiotherapy Machine","G.V. Subrahmanyam","Panacea Medical Technology Private Limited","No 7A/1, Kadugodi Industrial Area, Whitefield",17500000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_94"
"425","Department of Scientific and Industrial Research","Manufacture of Corey's Lactone & Prostanoids: Iloprost, Lubiprostone & Travoprost","M.V. Rangaishenvi","Sai Advantium Pharma Limited","120/86/9/B, Luxor Park, Road No. 2, Banjara Hills",21000000,36,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_95"
"426","Department of Scientific and Industrial Research","Rapid Diagnosis of Malaria by multiplex Fast-PCR Assay","B. Roy","Chromous Biotech Private Limited","842, IInd Floor, Sahakar Bhavan, A Block, Sahakar Nagar",11800000,36,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_96"
"427","Department of Scientific and Industrial Research","Vinflunine, an Anti-Cancer molecule in API form","M. Perumal","Vinkem Labs Limited","AH-29, Shanthi Colony, Anna Nagar",3850000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_97"
"428","Department of Scientific and Industrial Research","2 in 1, self secured Orthodontic spring separator for predicatable separation of teeth in Orthodontic patients","S. Kansal"," ","E-9/23, Vasant Vihar",350000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_98"
"429","Department of Scientific and Industrial Research","A machine for interpretation & diagnosis of heart conditions based on ECG using expert system","A. Madangopal"," ","184/2, Whitefield Main Road, Whitefield",1400000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_99"
"430","Department of Scientific and Industrial Research","An improved Oropharyngeal Airway","T.S. Raman"," ","Plot No. 19, Hemkunj, Madrampura, Ajmer Road, Civil Lines",1000000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_100"
"431","Department of Scientific and Industrial Research","Development of low cost diagnostic tool to identify Cardiac pateints at risk of Restenosis","Y.P. Sharma","P.G. Institute of Medical Education & Research","Department of Cardiology, Advanced Cardiac Centre, House No. 8 H1, PGI Campus, Sector 12",1500000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_101"
"432","Department of Scientific and Industrial Research","Development of portable, non-invasive Oral Cancer detection system","K.R.S.K. Nair"," ","34/790B, Aarushi, Beena Anjumana Road, Edappally",1500000,16,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_102"
"433","Department of Scientific and Industrial Research","Formulation & development of nutraceutical formulation with Anti-Cancer activity","A. Annapuma"," ","301, Neelakash Apartments, 6-22-10, East Point Colony",800000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_103"
"434","Department of Scientific and Industrial Research","Low cost device for notifying the presence of water borne diseases (pathogen) in community drinking water","T.K. Ananthi"," ","L-291, Old No 15, 12th Cross Street, Thiruvalluvar Nagar, Thiruvanmiyur Extension",75000,6,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_104"
"435","Department of Scientific and Industrial Research","Prototype development of low cost non-invasive Glucometer","K. Anand"," ","Plot No. 122/3, 5th Street, Kamraj Nagar, Thiruvanmiyur",70000,9,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_105"
"436","Department of Scientific and Industrial Research","Rapid detection & differentiation of torch infections by one-step PCR assay","A. Vasantha"," ","9-109, Sharda Towers - II, Venkateshwar Nagar, Malkagiri",1500000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_106"
"437","Department of Scientific and Industrial Research","Scientific development & validation of a herbal drug for Diabetic - Neuropathy","A. Devdarshi"," ","Village Ambasouri, P.O. Balichandrapur",850000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_107"
"438","Department of Scientific and Industrial Research","Biomass based environmental friendly incubator for hatching of fertile poultry eggs","S. Bhattacharya"," ","Ramchand Ghosh Road, P.O & Village Kodalia, P.S. Sonarpur, District 24 Paraganas (South)",189000,12,"2015-16","DSIR","Indian Rupees","Months","DSIR_2015-16_1"
"439","Department of Scientific and Industrial Research","Scaled phototypes development for a functionality upgraded 72 NM3/day Bio-CNG plant Indian conditions","A. Roy"," ","Barendrapara Colony, M.N. Roy Road, 312, Ward No.10, Sonarpur, South 24 Paraganas",1823800,18,"2015-16","DSIR","Indian Rupees","Months","DSIR_2015-16_2"
"440","Department of Scientific and Industrial Research","Solar multi-purpose handcraft for hawkers","B.S. Kothavale"," ","A-3, Flat No.12, Aditya Sanaskruti, Manaji Nagar, Narhe",180000,9,"2015-16","DSIR","Indian Rupees","Months","DSIR_2015-16_3"
"441","Department of Scientific and Industrial Research","Seven omega seven engine","U. Prakash"," ","204-B, Ujiwala, 5th A Cross, 5th Main Road, Bahuballi Nagar, Jalahalli",1282000,15,"2015-16","DSIR","Indian Rupees","Months","DSIR_2015-16_4"
"442","Department of Scientific and Industrial Research","Development of cost effective, technically modified liquid chromatography column","B. Saha"," ","P-109, Jadu Colony, Behala",1700000,12,"2015-16","DSIR","Indian Rupees","Months","DSIR_2015-16_5"
"443","Department of Scientific and Industrial Research","Solar powered farm level cold storage with battery-less refrigeration and thermal storate","V. Pande"," ","Indrapuri Road No 1, Near Hesal Pond, Ratu Road",4500000,24,"2015-16","DSIR","Indian Rupees","Months","DSIR_2015-16_6"
"444","Department of Scientific and Industrial Research","Prototype development of analog and digital RC servo motors for autonomous systems","V.P. Rajasenan"," ","House No 1-8-4/A, Ravendranagar Colony, Street No 8, Habsiguda",1500000,24,"2015-16","DSIR","Indian Rupees","Months","DSIR_2015-16_7"
"445","Department of Scientific and Industrial Research","Multi Output Converter (MOC) for utility power applications","V. Dharmarajan","Indian Institute of Technology (Kanpur)","A-101, Faculty Apartment",800000,9,"2015-16","DSIR","Indian Rupees","Months","DSIR_2015-16_8"
"446","Department of Scientific and Industrial Research","Design & development of affordable personal oral irrigation (3-in-1 dental jet) for prevention control and treatment of dental cavities & gum disease for rural and urban population","S. Kansal"," ","E-9/23, Vasant Vihar",1760000,18,"2015-16","DSIR","Indian Rupees","Months","DSIR_2015-16_9"
