NOMBRE DEL SUJETO DE APOYO ,NOMBRE DEL PROYECTO,SECTOR,MONTO 
ANIMACTIVA SA DE CV ,HERRAMIENTA DIGITAL INTERACTIVA PARA LA VISUALIZACION Y GENERACION DE INSTRUCTIVOS 3D PARA MANTENIMIENTO Y REPARACIONES,TECNOLOGÍAS DE LA INFORMACIÓN," 2,021,690 "
VIVITEC DISENO E INNOVACION TECNOLOGICA SA DE CV ,"PROTOTIPO DE EQUIPO PARA DETERMINAR CAROTENOIDES, EN JITOMATE Y ZANAHORIA A TRAVES DE LOS PIGMENTOS VEGETALES LICOPENO B-CAROTENO, UTILIZANDO TECNICAS BIOTECNOLOGICAS NO INVASIVAS.",BIOTECNOLOGÍA," 3,809,054 "
ENTERPRISE MANAGEMENT SERVICE SA DE CV ,SISTEMA INTEGRAL DE SUPERVISION Y MONITOREO PARA EL CALCULO DE AHORROS POR ADOPCION DE COGENERACION,ENERGÍA," 1,072,571 "
ECOAGRONEGOCIOS S DE RL DE CV ,INDUSTRIALIZACION EN EL PROCESO DE EXTRACCION DE ALOINA POR ADSORCION EN CARBON ACTIVADO,ALIMENTOS," 4,032,450 "
INNOVACION TECNOLOGICA EN SOLDADURA Y SUPERFICIES SA DE CV ,"APLICACION DE RECUBRIMIENTOS DE SOLDADURA ""CLADDING"" DE ACERO INOXIDABLE AISI 347 PARA INCREMENTAR LA RESISTENCIA A FRAGILIZACION POR HIDROGENO EN COMPONENTES DE PROCESAMIENTO DE GAS SHALE.",METALMECÁNICA," 5,460,963 "
PLASTICOS PROFESIONALES SA DE CV ,DESARROLLO DE NUEVOS PRODUCTOS SUSTENTABLES PARA EL SECTOR AGROALIMENTARIO DEL PAIS,QUÍMICA," 2,737,540 "
GTCO SA DE CV,NUESTRO PRESTAMO,SERVICIOS," 5,110,259 "
MEGA ZAPATO SA DE CV,DESARROLLO DE SISTEMA DE DETECCION DE RETRASOS DIARIOS DE PRODUCCION POR MEDIO DE RFID,CUERO Y CALZADO," 2,374,800 "
TECNO TROQUELES SA DE CV ,DESARROLLO DE PROCESO DE MANUFACTURA PARA EL MAQUINADO DE SUPERFICIES ENDURECIDAS,METALMECÁNICA," 4,388,572 "
TLACHIA SYSTEMS SA DE CV,GESTOR ELECTRONICO PARA MANEJO DE HUERTOS URBANOS EN SISTEMA ANDROID,ALIMENTOS," 3,594,025 "
NANOPHARMACIA DIAGNOSTICA SA DE CV ,DESARROLLO DE UN NUEVO SOFTWARE INTELIGENTE PARA EVALUACION Y VALORACION EN PACIENTES CON CANCER,TECNOLOGÍAS DE LA INFORMACIÓN," 7,815,000 "
HARI MASA DEL SURESTE SA DE CV,DESARROLLO DE TECNOLOGIA PARA EL AHORRO DE RECURSOS: RECUPERACION DE PERICARPIO PARA SU USO EN EL PROCESO ELABORACION DE HARINA DE MAIZ NIXTAMALIZADO,ALIMENTOS," 11,398,907 "
OPERADORA DE MINAS DE NACOZARI SA DE CV ,DESARROLLO DE PROCESO DE BIOLIXIVIACION EMPLEANDO COMUNIDADES MICROBIANAS OBTENIDAS POR MUTAGENESIS,MINERÍA," 1,417,300 "
ORGANICUM S DE RL DE CV ,SISTEMA AUTOMATICO PARA VALORACION RAPIDA DE MASTITIS MEDIANTE CONDUCTIVIDAD ELECTRICA EN LECHE DE GANADO BOVINO.,AGROINDUSTRIAL," 3,993,400 "
NEMAKSA ,DESARROLLO DE TECNOLOGIAS DE BAJO CONSUMO ENERGETICO PARA EL MAQUINADO DE ALEACIONES DE ALUMINIO PARA MOTORES DE ALTA EFICIENCIA,AUTOMOTRIZ," 4,621,066 "
CARU ARDICA SA DE CV,DESARROLLO DE NUEVO MODELO DE INVERNADERO VENTILADO NATURALMENTE PARA MAXIMIZAR EL CONTROL DE TEMPERATURA Y HUMEDAD EN CULTIVOS INTENSIVOS DE MEXICO.,AGROINDUSTRIAL," 1,856,459 "
APV INTERNACIONAL SA DE CV,"SISTEMA INTEGRAL PARA LA CONVERSION DE AUTOBUSES DIESEL ACTUALMENTE EN USO, A VEHICULOS ELECTRICOS QUE ADEMAS INTEGRE TELEMETRIA EN TIEMPO REAL PARA EL MONITOREO.",AUTOMOTRIZ," 4,451,480 "
INGENIERIA Y PROTOTIPOS INDUSTRIALES SA DE CV ,INTEGRACION TECNOLOGICA DE UN SISTEMA PARA EL MANTENIMIENTO Y RECUPERACION POR PROCESOS AVANZADOS DE SOLDADURA DE COMPONENTES CRITICOS UTILIZADOS EN LA EXTRACCION Y PROCESAMIENTO DE OIL / GAS SHALE.,METALURGIA," 5,618,600 "
ESPECIALISTAS EN TURBOPARTES SA DE CV ,SELLOS SECOS PARA APLICACIONES AVANZADAS DE TURBOMAQUINARIA,METALMECÁNICA," 4,702,344 "
NUTRICION FELIZ SA DE CV ,PLANTA PILOTO PARA PRODUCCION DE CONCENTRADOS DE VEGETALES EN POUCHES ESTERILIZABLES CON ALTO CONTENIDO NUTRACEUTICO,ALIMENTOS," 6,463,730 "
TUPY MEXICO SALTILLO SA DE CV ,DESARROLLO DE UNA NUEVA GENERACION DE MONOBLOCS DE HIERRO VACIADO,METALURGIA," 7,543,709 "
TECNOLOGIA MAQUINARIA Y NEGOCIOS SALTILLO SA DE CV ,DESARROLLO TECNOLOGICO DE TABIQUE SUSTENTABLE Y SOFTWARE DE MODELAMIENTO Y EFICIENCIA ENERGETICA,CONSTRUCCIÓN," 3,341,000 "
FORD MOTOR COMPANY SA DE CV ,DESARROLLO Y VALIDACION DE UN ROTOR DE FRENOS CON ARQUITECTURA DE POSTES INCLINADOS,AUTOMOTRIZ," 1,121,107 "
PRODUCTOS QUIMICOS NATURALES SA DE CV,DESARROLLO DE UN NUEVO PROCESO PARA LA OBTENCION DE ACETOFENIDO DIHIDROXIPROGESTERONA A PARTIR DE DELTA 16 PROGESTERONA DE AD,QUÍMICA," 2,318,100 "
GENECORP SA DE CV ,PRODUCCION DE LAS PROTEINAS LACTOFERRINA HUMANA (HLF) Y ALFALACTOALBUMINA HUMANA (HA-LA) RECOMBINANTES PARA MEJORAR LA COMPOSICION NUTRIMENTAL DE FORMULAS INFANTILES.,ALIMENTOS," 1,254,224 "
METALSA SA DE CV ,DISENO DE PROCESO DE ROLO-FORMADO CALIBRE VARIABLE PARA LARGUERO DE CAMIONES,AUTOMOTRIZ," 391,677 "
INDUSTRIA DE VEHICULOS ECOLOGICOS DE MEXICO SC DE RL DE CV ,"CONSOLIDAR UN CENTRO PARA LA INVESTIGACION, INNOVACION Y DESARROLLO DE VEHICULOS ELECTRICOS FUNCIONALES, CONFORTABLES, ALTAMENTE EFICIENTES, ECONOMICAMENTE ACEPTABLE E IMPULSADOS POR ENERGIA LIMPIA",AUTOMOTRIZ," 3,277,169 "
ENTERPRISE MANAGEMENT SERVICE SA DE CV ,VALIDACION DE UNA PLATAFORMA DE TELEMEDICINA SOBRE EL MONITOREO Y CONTROL DE DIABETES MELLITUS,TECNOLOGÍAS DE LA INFORMACIÓN," 2,681,830 "
DESCAFEINADORES MEXICANOS SA DE CV,DESARROLLO DE UN PROTOTIPO MOVIL PARA EXTRACCION DE ACIDO CLOROGENICO Y CAFEINA A PARTIR DE LA PULPA DE CAFE IN SITU,ALIMENTOS," 6,800,000 "
ALTECSA SA DE CV ,DESARROLLO DE LA TECNOLOGIA DE PROCESO PARA LA OBTENCION DE UNA GLUCOSIDASA RECOMBINANTE.,BIOTECNOLOGÍA," 2,875,520 "
QUIMICA ROSMAR SA DE CV ,SISTEMA PARA CONTROL DE BIOSEGURIDAD EN AVE Y CERDO,AGROINDUSTRIAL," 2,947,000 "
CENTRO DE CARACTERIZACION E INVESTIGACION EN MATERIALES SA DE CV ,"DESARROLLO: METODOS ULTRASENSIBLES PARA MEDICION DE TRAZAS Y COV, EN POLIMEROS DE INTERES AUTOMOTRIZ",AUTOMOTRIZ," 1,462,500 "
FUNDACION INTERDISCIPLINARIA PARA EL DESARROLLO EMPRESARIAL S DE RL DE CV ,"SISTEMA DE MONITOREO CLIMATICO CON SOPORTE PARA MOVILES, DATOS EN LA NUBE Y BIG DATA",TECNOLOGÍAS DE LA INFORMACIÓN," 2,725,243 "
RENDIMIENTOS PROTEICOS SA DE CV ,APROVECHAMIENTO INTEGRAL DE SANGRE DE BOVINO: PLANTA PILOTO PARA LA ELABORACION DE UN SUSTITUTO PROTEICO FUNCIONAL PARA LA INDUSTRIA ALIMENTARIA.,ALIMENTOS," 5,792,340 "
NUCITEC SA DE CV ,"ESCALAMIENTO, DESARROLLO DE FORMULACION Y ESTUDIOS CARCINOGENICOS DE UN FARMACO INNOVADOR PARA EL SINDROME METABOLICO",SALUD," 1,731,597 "
RASSINI FRENOS SA DE CV,SISTEMA PILOTO PARA MEDIR FACTOR DE AMORTIGUAMIENTO Y FRECUENCIA NATURAL DE DISCOS DE FRENOS AUTOMOTORES,AUTOMOTRIZ," 1,577,834 "
CENTRO DE INVESTIGACION EN TECNOLOGIAS DE INFORMACION S DE RL DE CV ,APLICACION DE REALIDAD AUMENTADA COMO IMPULSOR DEL SECTOR TURISTICO DEL ESTADO DE ZACATECAS,TECNOLOGÍAS DE LA INFORMACIÓN," 4,148,821 "
ALTECSA SA DE CV ,TECNOLOGIA DE PROCESO PARA LA OBTENCION Y ESTABILIZACION DE COLORANTES NATURALES HIDROSOLUBLES Y LIPOSOLUBLES.,BIOTECNOLOGÍA," 3,904,100 "
MAQUINADOS E INYECCIONES TECAMAC SA DE CV,ESPACIOS ILUMINADOS AUTOSUSTENTABLES (FASE I: FORMULACION DE ALEACION DE ALUMINIO A PARTIR DE MATERIALES RECICLADOS PARA USO EN APLICACIONES EN EXTERIORES).,METALURGIA," 1,372,750 "
ROBOTICA EDUCATIVA DE MEXICO SA DE CV ,OPTIMIZACION E IMPLEMENTACION DE PROTOTIPOS DE PRUEBA DE MINIROBOT HECHO CON MATERIALES ECOLOGICOS,MECATRÓNICA," 4,412,352 "
INVESTIGACION PRODUCTIVA SA DE CV ,APROVECHAMIENTO INTEGRAL DE SUBPRODUCTOS DERIVADOS DE LA CRIANZA Y SACRIFICIO DE CERDOS PARA LA DIVERSIFICACION Y BUSQUEDA DE NUEVOS PRODUCTOS Y MERCADOS,AGROINDUSTRIAL," 15,187,500 "
RESIRENE SA DE CV ,COMPATIBILIZANTES FUNCIONALIZADOS PARA LA OBTENCION DE NUEVOS MATERIALES NANOESTRUCTURADOS.,QUÍMICA," 1,668,744 "
AGRIESTRELLA S DE RL DE CV ,"DESARROLLO DE NUEVA FORMULACION FUNGICIDA/BACTERICIDA DE BAJO CONTENIDO DE COBRE, QUE POTENCIE LA PROTECCION DE CULTIVOS AGRICOLAS, INCREMENTE SU ADHERENCIA POST-APLICACION Y AGREGUE VALOR NUTRIMENTAL",QUÍMICA," 1,516,649 "
RESIRENE SA DE CV ,TECNOLOGIA DE PROCESO CONTINUO PARA OBTENER POLIMEROS ESTIRENICOS CON PROPIEDADES MEJORADAS.,PLÁSTICOS," 1,780,876 "
SINTENOVO SA DE CV,"DESARROLLO Y ESCALADO INDUSTRIAL DE TRES INGREDIENTES ACTIVOS FARMACEUTICOS: RIVAROXABAN, DABIGATRAN ETEXILATO MESILATO Y TOFACITINIB CITRATO, A TRAVES DE DESARROLLO SINTETICO Y ANALITICO",QUÍMICA," 2,664,581 "
ACCESOS SIN LIMITE SA DE CV ,"PROTOTIPO DE BIPEDESTADOR ANTROPOMETRICO,ERGONOMICO Y DE BAJO COSTO DISENADO PARA LA ANATOMIA LATINA, PARA LA REHABILITACION EN POSICION VERTICAL A PERSONAS EN CONDICION DE PARALISIS",SALUD," 1,529,308 "
NEBUSENS S DE RL DE CV,UNITY: PLATAFORMA UNIFICADA DE SENSORIZACION Y LOCALIZACION EN TIEMPO REAL,TECNOLOGÍAS DE LA INFORMACIÓN," 1,146,620 "
LAPISA SA DE CV,"DESARROLLO DE VACUNAS AVIARES CONTRA LA ENFERMEDAD DE NEWCASTLE, GUMBORO, BROQUITIS INFECCIOSA E INFLUENZA AVIAR",FARMACÉUTICA," 1,150,488 "
LAPISA SA DE CV,"DESARROLLO, MEJORA Y ESCALAMIENTO DE UNA VACUNA SUBUNITARIA PARA EL CONTROL DE LA GARRAPATA DE GENERO BOOPHILUS MICROPLUS.",FARMACÉUTICA," 5,835,987 "
LAPISA SA DE CV,ESTABLECIMIENTO Y PUESTA EN MARCHA DE UNA PLANTA PILOTO PARA EL DESARROLLO DE PRODUCTOS BIOLOGICOS PARA AVES,FARMACÉUTICA," 1,186,878 "
STAMPING STEEL & TRUCKS SA DE CV ,"DESARROLLO DE UNA MAQUINA ESPECIALIZADA EN EXTRUSION DE TUBO, DE ALTO VOLUMEN Y PRECISION MILESIMAL.",MAQUINARIA INDUSTRIAL," 2,870,083 "
US MEX NUTRITION TECHNOLOGIES SA DE CV,FORMULACION Y VALIDACION A NIVEL PILOTO DE UN FERTILIZANTE OBTENIDO DEL APROVECHAMIENTO DE SUBPRODUCTOS DE LA SANGRE BOVINA,QUÍMICA," 3,603,612 "
DESARROLLO DE TECNOLOGIA LED SA DE CV,PLATAFORMA MOTRIZ CON MODULOS DE CONTROL ADAPTABLES A DIFERENTES DISCAPACIDADES MOTRICES,TECNOLOGÍAS DE LA INFORMACIÓN," 5,301,986 "
METATRONIC LED MX SA DE CV,GESTION DE SEGURIDAD Y CONFORT CON INTELIGENCIA ENERGETICA EN DOMOTICA AVANZADA,ELECTRÓNICA," 4,561,505 "
LARC INDUSTRIES SA DE CV,DESARROLLO DE UN COLECTOR TERMICO A BASE DE TERMOPLASTICOS,PLÁSTICOS," 1,463,758 "
FREXPORT SA DE CV,PLANTA PILOTO PARA LA ELABORACION Y CARACTERIZACION DE EMULSIONES ESTABILIZADAS CON PROTEINAS VEGETALES,ALIMENTOS," 1,699,947 "
LARVA STUDIOS SA DE CV ,DESARROLLO DE HERRAMIENTAS 3D PARA EL DESARROLLO EN CONSOLAS DE NUEVA GENERACION,TECNOLOGÍAS DE LA INFORMACIÓN," 2,270,833 "
VERTESSENCE SA DE CV ,"DISENO DE MODELOS Y APLICACIONES MOVILES PARA EL IMPULSO Y APROVECHAMIENTO DE LA REFORMA ENERGETICA EN MICRO, PEQUENAS Y MEDIANAS EMPRESAS EN MEXICO. - ECONOMIZE",TECNOLOGÍAS DE LA INFORMACIÓN," 1,134,150 "
COMERCIAL MEXICANA DE PINTURAS SA DE CV,“DISENO DE UN SISTEMA DE PREMEZCLAS MULTICOMPONENTE PARA LA FABRICACION DE UN CONJUNTO DE PINTURAS ARQUITECTONICAS MEDIANTE UN PROCESO DE VANGUARDIA BASADO EN MANUFACTURA ESBELTA.”,QUÍMICA," 1,289,706 "
SG EXPORTA SA DE CV,DESARROLLO DE NUEVA MAQUINA PARA PRODUCCION DE FALANGES FLEXIBLES EN EL SECTOR TEXTIL,MAQUINARIA INDUSTRIAL," 1,846,200 "
MEXTRAUMA SA DE CV ,"ETAPA FINAL DE PLANTA PILOTO PARA LA FABRICACION DE PROTESIS DE CADERA CEMENTADA Y NO CEMENTADA CON SISTEMA AUTOMATIZADO PARA LA PRODUCCION DE HIDROXIAPATITA, INCLUYENDO PROTOCOLOS IN VIVO.",SALUD," 19,459,600 "
ARTE DECO MANOFACTURAS SA DE CV ,"PROYECTO INTEGRAL DE PROTOTIPOS DE VEHICULOS ELECTRICOS UTILITARIOS URBANOS Y SUBURBANOS, SEGUNDA ETAPA, PLANTA PILOTO.",AUTOMOTRIZ," 1,566,000 "
METATRONIC LED MX SA DE CV,FARO AUTOMOTRIZ ADAPTATIVO PARA VEHICULOS DE SEGURIDAD Y POWERSPORT,ELECTRÓNICA," 3,826,712 "
GANPA SOFTWARE SOLUTIONS S DE RL DE CV,PROTOTIPO DE ASISTENTE INTELIGENTE VIRTUAL,TECNOLOGÍAS DE LA INFORMACIÓN," 2,870,000 "
INGENIERIA QUANTICA SUPERIOR SA DE CV ,AZULEJOS MODULARES FOTOVOLTAICOS (MODUCEL),ELECTRÓNICA," 7,113,952 "
BIORGANIX MEXICANA SA DE CV ,DESARROLLO DE UN PRODUCTO ORGANICO A BASE DE EXTRACTOS MICROBIANOS COMO BIOFERTILIZANTE Y REGULADOR DE CRECIMIENTO VEGETAL,AGROINDUSTRIAL," 1,027,001 "
GROENPUNT SA DE CV ,PETRONET: DESARROLLO DE MODELO OPTIMIZADO DEL SISTEMA DE COMUNICACIONES PARA LA INDUSTRIA DEL PETROLEO.,TELECOMUNICACIONES," 8,175,500 "
ORGANICUM S DE RL DE CV ,DESARROLLO DE UN PROTOTIPO DE CAMARA TRAMPA CON MONITOREO REMOTO PARA FAUNA SILVESTRE,"ÓPTICA, EQUIPOS Y SISTEMAS"," 4,016,150 "
SOLUCIONES BIOELECTRONICAS SA DE CV,"PRODUCCION DE LANGOSTINOS EN AMBIENTE CONTROLADO, BASADO EN DISENO DE JAULA Y MONITOREO TIEMPO REAL",ELECTRÓNICA," 2,840,750 "
POLYMER PROCESSING DEVELOPMENT SA DE CV ,“DESARROLLO DE LA TECNOLOGIA DE UN PROTOTIPO MULTIFUNCIONAL DE CONCENTRADO COMPLEJO DE UN MODIFICADOR DE IMPACTO + COLOR + ADITIVOS PARA HOMO-POLIPROPILENO”.,PLÁSTICOS," 2,868,125 "
PRODUCTOS MEDIX SA DE CV ,MEDICAMENTOS ALTERNATIVOS: DESARROLLO DE OCHO NUEVAS TERAPIAS FARMACOLOGICAS PARA LA OBESIDAD EN POBLACION MEXICANA,FARMACÉUTICA," 6,575,953 "
POLYMER PROCESSING DEVELOPMENT SA DE CV ,"“DESARROLLO DE UNA TECNOLOGIA DE PROTOTIPOS DE AGLUTINANTES COMPATIBILIZANTES PARA LA OBTENCION DE ADITIVOS EN COMPACTACION, ESFERONIZACION, INYECCION Y EXTRUSION PARA TODO TIPO DE PLASTICOS”",PLÁSTICOS," 3,339,685 "
LABORATORIOS CRYOPHARMA SA DE CV ,DESARROLLO DE MEDICAMENTO GENERICO ANTIPSICOTICO PARA TRATAMIENTO DE TRASTORNOS PSIQUIATRICOS PRODUCIDO CON FARMACO NACIONAL.,FARMACÉUTICA," 2,386,048 "
MEDIDORES INTERNACIONALES ROCHESTER SA DE CV ,DESARROLLO DE UN SISTEMA REMOTO DE REGISTRO Y MONITOREO DE CONSUMO DE GAS LP PARA CADENAS DE RESTAURANTES.,TECNOLOGÍAS DE LA INFORMACIÓN," 1,761,250 "
BY PRODUCTOS SA DE CV,INNOVACION DE PROCESOS PARA PRODUCIR ALBUMINA A PARTIR DE SANGRE BOVINA,BIOTECNOLOGÍA," 2,367,289 "
ESYSTEMS DE MEXICO S RL DE CV ,DESARROLLO Y PRUEBA DE UN MODELO DATAMINNING PARA EL CONTROL Y MANEJO DE OPERACIONES EN LA INDUSTRIA MANUFACTURERA,TECNOLOGÍAS DE LA INFORMACIÓN," 3,472,860 "
INTERQUIM SA DE CV,"IDTI EN LA OBTENCION DE ERDOSTEINA, CON BASE EN SISTESIS ALTERNA ELIMINANDO EL USO DE CH2CL2",FARMACÉUTICA," 3,307,843 "
CENTRO PARA LA INNOVACION Y EL CONOCIMIENTO TECNOLOGICO SA DE CV,INTERACCION HAPTICA Y MODELADO ESTOCASTICO DE INCERTIDUMBRE EN YACIMIENTOS NO-CONVENCIONALES,ENERGÍA," 15,000,000 "
EL DANES SA DE CV,OBTENCION DE UNA ENZIMA COAGULANTE A PARTIR DE HONGOS FILAMENTOSOS (CUAJO MICROBIANO) FRENTE A LA ESCASEZ DE ESTOMAGOS DE TERNERA Y CABRITO COMO MATERIA PRIMA PARA LA PRODUCCION DEL CUAJO TRADICIONAL,ALIMENTOS," 3,841,069 "
CONSORCIO VERACRUZANO EN TI SA DE CV,"FISIONUI -PLATAFORMA BASADA EN NUI PARA CONSTRUCCION DE ENTORNOS DE REHABILITACION FISIOTERAPEUTICA,SEGUNDA ETAPA",TECNOLOGÍAS DE LA INFORMACIÓN," 1,818,210 "
LASEC TELECOMUNICACIONES SA DE CV ,SISTEMA DE FLUJO OPERATIVO MEDIANTE IDENTIFICACION POR RADIOFRECUENCIA PARA LA INDUSTRIA MINERA,TELECOMUNICACIONES," 2,387,274 "
QUIMICORP SA DE CV ,DESARROLLO DE PROCESOS DE EXTRACCION DE PECTINAS POR TECNOLOGIAS EMERGENTES A PARTIR DE SUBPRODUCTOS AGROINDUSTRIALES,QUÍMICA," 2,871,164 "
CCLP SA DE CV,PLATAFORMA DE JUGUETES INTERACTIVOS MEDIANTE REALIDAD AUMENTADA Y TAGS RFID EN DISPOSITIVOS MOVILES.,TECNOLOGÍAS DE LA INFORMACIÓN," 708,488 "
NECONTECH DE MEXICO S DE RL DE CV,DISENO DE DADOS PARA ESTAMPADO ULTRA RAPIDO DE COMPONENTES ELECTRICOS AEROESPACIALES Y AUTOMOTRICES,MAQUINARIA INDUSTRIAL," 8,983,564 "
CSA DE BAJA CALIFORNIA SA DE CV,SISTEMA DE CONTROL SUSTENTABLE PARA UNIDADES RURALES DE ACUAPONIA,AGROINDUSTRIAL," 5,119,990 "
ASESORIA ESPECIALIZADA EVENING STAR SA DE CV,EVALUACION DE LA ACCION DEL ACIDO SALICILICO ANTE BAJAS TEMPERATURAS EN PLANTAS DE MAIZ BLANCO,QUÍMICA," 3,387,242 "
FRUTAS Y VERDURAS ASEPTICAS DE VERACRUZ SA DE CV ,"TRANSFORMACION DE LOS RESIDUOS INDUSTRIALES DE FRUTAS, MEDIANTE EL USO DE BIOTECNOLOGIA, EN PRODUCTOS DE ALTO VALOR COMERCIAL, ASI COMO EL USO DE HERRAMIENTAS DE ECOEFICIENCIA",ALIMENTOS," 4,520,665 "
PRODUCTORES ESPECIALIZADOS DE ENERGIA SA DE CV ,DISENO PROTOTIPO Y FABRICACION DE SELECCIONADOR ELECTRONICO CON VISION ARTIFICIAL PARA CLASIFICACION DE HORTALIZAS DE CUIDADO ESPECIAL EN FASE DE POSTCOSECHA,MAQUINARIA INDUSTRIAL," 3,990,325 "
INDUSTRIALIZADORA DE CARNICOS STRATTEGA SA DE CV ,PROCESO ELECTROLITICO PARA LA GENERACION DE DESINFECTANTES EMPLEADOS EN LA INDUSTRIA CARNICA MEDIANTE EL APROVECHAMIENTO DE DESECHOS SALINOS,QUÍMICA," 4,167,250 "
D S INDUSTRIAL SA DE CV,DESARROLLO DE PLACAS BIPOLARES PARA CELDAS DE HIDROGENO Y METANOL CON NUEVOS MATERIALES DE GRAPHENO PARA AUMENTAR SU CONDUCTIVIDAD ELECTRICA,ENERGÍA," 5,450,000 "
PRODUCTORA DE ESPECIES ACUATICAS SA DE CV ,INNOVACION Y MEJORA CONTINUA DE PRODUCTOS Y PROCESOS PARA OPTIMIZAR LA PRODUCCION DE SEMILLA DE OSTION (C. VIRGINICA) EN LABORATORIO.,AGROINDUSTRIAL," 10,411,557 "
KEY QUIMICA SA DE CV,DESARROLLO DE NUEVO LIQUIDO GOTEADOR PARA CONTROL DE OLORES EN BANOS CON TECNOLOGIA DE ENCAPSULACION.,QUÍMICA," 2,313,766 "
GEA BIODEGRADABLES S DE RL DE CV,DESARROLLO DE ADITIVO ORGANICO PARA DEGRADACION ANAEROBIA EN PLASTICOS (NOM ASTM D-5511),PLÁSTICOS," 4,876,710 "
UNIAQUA TECH SAPI DE CV,DESARROLLO Y OPTIMIZACION DE PROTOTIPOS PRECOMERCIALES PARA LA PURIFICACION DE AIRE Y DESALINIZACION DE AGUA,MAQUINARIA INDUSTRIAL," 6,986,580 "
ZARE AGRHOS S DE RL DE CV,DESARROLLO DE BIOINSUMOS SUSTITUTOS DE AGROQUIMICOS PARA EL MANEJO Y CONTROL DE FITOPATOGENOS FOLIARES EN CULTIVOS DE BERRIES,BIOTECNOLOGÍA," 2,719,125 "
TRITURADOS GRAMOL SA DE CV ,DISENO Y DESARROLLO DE PROTOTIPO PORTATIL PARA LA CREACION DE VIVIENDAS PREFABRICADAS CON CONCRETO CELULAR.,CONSTRUCCIÓN," 11,174,156 "
EMIFARMA SA DE CV,IDT DE BIOPOLIMEROS NANOTECNOLOGICOS Y SISTEMAS FUNCIONALES DE LIBERACION SOSTENIDA (1 MES),FARMACÉUTICA," 13,798,696 "
INBLAY TECHNOLOGY SA DE CV,PLATAFORMA PARA EL MANEJO INTEGRAL Y MITIGACION DE RIESGOS EN LA IDENTIFICACION DE GANADO,AGROINDUSTRIAL," 6,000,000 "
TEAM FOODS MEXICO SA DE CV,DISENO Y DESARROLLO DE LIPIDO INTERESTERIFICADO ENZIMATICAMENTE PARA FORMULAS DE LECHES MATERNIZADAS,ALIMENTOS," 1,633,703 "
FABRICA DE PINTURAS UNIVERSALES SA DE CV ,DESARROLLO DE RECUBRIMIENTOS NANOESTRUCTURADOS PARA PROTECCION CONTRA LA CORROSION.,QUÍMICA," 3,721,999 "
AMERICAN BEEF SA DE CV ,"DESARROLLO DE PROCESO INNOVADOR E INTEGRAL PARA EL MANEJO DE PRODUCTOS CARNICOS, PRIMEROS EN MEXICO",ALIMENTOS," 7,002,650 "
PROSASOL SPR DE RI,"DESARROLLO Y CARACTERIZACION DE GENOTIPOS DE MAIZ CON POTENCIAL DE RENDIMIENTO Y ADAPTACION TROPICAL Y SUBTROPICAL, MEDIANTE EL SISTEMA DE SELECCION RECIPROCA RECURRENTE MODIFICADA Y RETROCRUZAS",AGROINDUSTRIAL," 2,138,500 "
MABE SA DE CV,DISENO Y DESARROLLO DE UN SISTEMA DE SIMULACION AVANZADA PARA COMPONENTES DE TRANSMISION DE POTENCIA EN LAVADORAS DE CARGA SUPERIOR,METALMECÁNICA," 5,267,516 "
BIOSISTEMAS Y SEGURIDAD PRIVADA SA DE CV ,BAHX-G44: DESARROLLO DE INTERCAMBIADOR DE CALOR Y COLUMNA DE DESTILACION EN PLANTA HIBRIDA DE OXIGENO,FARMACÉUTICA," 9,139,575 "
BIONOVA LABORATORIOS SA DE CV ,TERAPIA ONCOLOGICA LIPOSOMAL PEGILADA: DESARROLLO DE PROCESOS CON MENORES RIESGOS DE EXPOSICION,FARMACÉUTICA," 8,057,339 "
AMEBEEF SA DE CV,INNOVADORES PRODUCTOS CARNICOS FUNCIONALES COCINADOS DESARROLLANDO MODELO PROTOTIPO DE PRUEBA INSITU,ALIMENTOS," 11,640,699 "
ARGUS TECNOLOGIAS SA DE CV ,"CONT. 179100, DESARROLLO DE PLATAFORMA MEDICA, LA CUAL POR MEDIO DE TELEMETRIA, PERMITA MONITOREAR REMOTAMENTE Y EN TIEMPO REAL LA PRESION ARTERIAL, CON EL FIN DE DIAGNOSTICAR OPORTUNAMENTE.",TECNOLOGÍAS DE LA INFORMACIÓN," 964,733 "
TIS CONSULTING GROUP MEXICO SA DE CV ,GENERACION Y AMPLIACION DE CAPACIDADES DE OPTIMIZACION LOGISTICA DE RUTEO DE FLOTILLAS PARA PYMES,TECNOLOGÍAS DE LA INFORMACIÓN," 3,016,580 "
AUGUSTO LEON CASTILLO SERVICIO Y MANTENIMIENTO SA DE CV,DESARROLLO DE UN SISTEMA HIBRIDO A BASE DE ENERGIA EOLICA Y FOTOVOLTAICA PARA ALUMBRADO PUBLICO,ENERGÍA," 1,746,250 "
EDUTICS SA DE CV,GENERACION Y CLASIFICACION INTELIGENTE POR CROWDSOURCING DE REPOSITORIO DE PROBLEMAS PARA ENSENANZA DE MATEMATICAS,TECNOLOGÍAS DE LA INFORMACIÓN," 3,467,802 "
VIRETEC GESTION Y DESARROLLO SA DE CV ,"DESARROLLO DE INSTRUMENTAL PARA EL CONTROL DE LA HEMORRAGIA OBSTETRICA, MEDIANTE LA COMPRESION TEMPORAL DE LAS ARTERIAS UTERINAS POR VIA VAGINAL",SALUD," 751,368 "
