PROYECTO,NOMBRE DEL SUJETO DE APOYO,TITULO DEL PROYECTO,SECTOR,MONTO DE APOYO MXN
242737,ADVANCED SOCIAL SURVEY S.A. DE C.V.,"MAQUINA COMPACTADORA Y RECICLADORA DE RESIDUOS SOLIDOS URBANOS, ECOLOGICA MEDIANTE ENERGIA SOLAR CON INTERFAZ INCLUYENTE VISUAL Y AUDITIVA ",PRIVADO,"5,615,380.00"
241362,CONSULTORIA EN BIOTECNOLOGIA BIOINGENIERIA Y SERVICIOS ASOCIADOS SA DE CV,PRODUCCIÓN A NIVEL PILOTO DE SOLUCIONES ANTMICROBIANAS NATURALES INNOVADORAS PARA OFERTAR EL SERVICIO DEL CONTROL INTEGRAL DE LA MASTITIS BOVINA,PRIVADO,"5,692,000.00"
242211,WINTER WEB INTERNET AND NETWORK TECNOLOGY FOR ENTERPRISE RESOURCES SA DE CV,"PLATAFORMA BIOINFORMÁTICA EN NUBE PARA LA IDENTIFICACIÓN DE VARIANTES GENÉTICAS, UNA APLICACIÓN PARA EL DIAGNÓSTICO MOLECULAR Y LA INVESTIGACIÓN GENÓMICA. ",PRIVADO,"5,189,539.00"
244259,GT SOLUTIONS & TECHNOLOGIES S DE RL DE CV,"HOLOSTRUCTURE. SISTEMA PARA PROYECCIÓN Y VISUALIZACIÓN HOLOGRÁFICA EN 3D CON APLICACIONES CIENTÍFICAS, MÉDICAS, INDUSTRIALES Y COMERCIALES.",PRIVADO,"5,387,473.00"
243282,IMPLEMENTOS OCHOA SA DE CV,"AUTOMATIZACIÓN DE SISTEMA DE EMPUJE Y ARRASTRE FERROVIARIO; EQUIPADO CON CAMARAS, SENSORES DE PROXIMIDAD Y CONTROLES EXTERNOS",PRIVADO,"5,990,273.00"
240175,TECNOLOGIAS EN DISEÑO E IMPRESION 3D,DISEÑO Y DESARROLLO DE UNA PLATAFORMA DE RECONSTRUCCION E IMPRESIÓN EN 3D BASADO EN ULTRASONIDOS DE IMAGENES BIOMEDICAS,PRIVADO,"2,617,542.00"
242658,PRODUCTORES DE MIEL MEXICANOS SPR DE RL,"DESARROLLO DE ALIMENTO TIPO BARRA DE BAJO APORTE CALÓRICO A PARTIR DE CEREALES, FRUTA DESHIDRATADA Y MIEL DE ABEJA PARA POBLACIÓN INFANTIL",PRIVADO,"3,025,000.00"
240230,FUNDICION DE ALEACIONES ESPECIALES DE MEXICO SA DE CV,DESARROLLO DEL PROCESO DE FUNDICIÓN Y VACIADO DE PRECISIÓN POR CENTRIFUGADO PARA LA FABRICACIÓN DE IMPULSORES DE BOMBAS EN ACERO WCB,PRIVADO,"5,679,925.00"
241766,"DISEÑOS METÁLICOS DEL NORTE, S.A. DE C.V.",IMPLEMENTACIÓN DE PLANTA PILOTO PARA LA OPTIMIZACIÓN DEL DISEÑO DE CARROCERÍAS LIGERAS PARA SU APLICACIÓN EN VEHÍCULOS DE SERVICIO PARA TRANSPORTE DE PERSONAL,PRIVADO,"5,540,000.00"
243031,METALMEC S.A. DE C.V.,"INVESTIGACIÓN DE LOS PARÁMETROS HIDRODINÁMICOS Y MECÁNICO-ESTRUCTURALES DEL SISTEMA DE FLANQUEO ARTICULADO PARA OPERACIONES ""BACKING"" EN AGUAS CONTINENTALES POR MEDIO DE SU ANÁLISIS FLUIDO-ESTRUCTURA.",PRIVADO,"780,157.00"
244089,NOVA LIFE SPR DE RL,TRANSFERENCIA TECNOLÓGICA DE LA PRIMERA PROTEÍNA QUIMÉRICA DESARROLLADA EN MÉXICO PARA LA PREVENCIÓN DEL VIRUS DEL SÍNDROME REPRODUCTIVO Y RESPIRATORIO PORCINO.,PRIVADO,"5,615,200.00"
242866,AT&DJ S.A. de C.V.,PLATAFORMA PARA LA GESTIÓN Y DISTRIBUCIÓN DE ALIMENTOS SALUDABLES EN ZONAS INDUSTRIALES. ETAPA 1: DESARROLLO,PRIVADO,"1,897,154.00"
242416,NOVALOSA PROYECTOS SA DE CV,OPTIMIZACIÓN EN EL DISEÑO DE LAS TRABES METÁLICAS COMPUESTAS DEL SISTEMA CONSTRUCTIVO MIXTO DE LOSA DE CONCRETO REFORZADO ALIGERADO CON POLIESTIRENO,PRIVADO,"1,158,892.00"
240045,TECNOLOGÍA E INSTRUMENTACIÓN ANALÍTICA  S.A. DE C.V.,DESARROLLO DE UN PROTOTIPO MÓVIL ROBOTIZADO PARA PREPARACIÓN DE MUESTRA Y ANÁLISIS POR ESPECTROSCOPIA DE EMISIÓN ÓPTICA EN PROCESOS DE FUNDICIÓN.,PRIVADO,"5,721,787.00"
243741,APLICACIONES MECATRONICAS DE CIUDAD VICTORIA S. DE R.L. MI.,DISEÑO Y DESARROLLO DE SISTEMA DE SEGURIDAD DIRIGIDO A EMPRESAS DE AUTOTRANSPORTE QUE PERMITA PREDECIR LA FATIGA DEL CONDUCTOR Y TOMAR ACCIONES PREVENTIVAS,PRIVADO,"2,502,750.00"
241892,INBLAY TECHNOLOGY SA DE CV,"DISEÑO DE SOLUCIONES (APP, CLOUD Y BI) PARA EL MANEJO DEL GANADO POR FUNCIÓN ZOOTÉCNICA DEL RANCHO, CAPACES DE REALIZAR ANÁLISIS COMPARATIVOS DE INDICADORES PRODUCTIVOS, REPRODUCTIVOS Y GENÉTICOS",PRIVADO,"6,125,000.00"
240290,LASEC TELECOMUNICACIONES SAPI DE CV,SEGUNDA ETAPA DEL SISTEMA EXPERTO DE SEGURIDAD PARA LA INDUSTRIA MINERA BASADO EN IDENTIFICACIÓN POR RADIOFRECUENCIA EMPLEANDO ESPECTRO DISPERSO,PRIVADO,"5,390,622.00"
240765,SELLOS ESPECIALMENTE DISEÑADOS SA DE CV,"FORTALECIMIENTO E INNOVACIÓN EN LOS PROCESOS DE DISEÑO, MANUFACTURA Y PRUEBAS DE SISTEMAS DE SELLADO DE AUTOPARTES. ",PRIVADO,"6,695,118.00"
243521,ORGANIC CHOICE S.A. DE C.V.,"DESARROLLO DE BACTERICIDA FOLIAR A BASE DE PEPINO, QUITINA, QUITOSANO Y POLIMEROS BIODEGRADABLES; PARA AGRICULTURA ORGÁNICA.",PRIVADO,"5,641,098.00"
242063,PRODUCTORA DE CERÁMICA S.A. DE C.V.,SISTEMA DE CONTROL DE MEZCLA ESTEQUIOMÉTRICA Y PERFIL EN HORNO SECADOR TIPO TÚNEL Y AUTOMATIZACIÓN DE EXTRUSORAS DE COLUMNA.,PRIVADO,"5,849,811.00"
241785,"PROMOSERVICIOS DE SALUD, SA DE CV","SEMANTICHEALTH: PLATAFORMA DE RECOMENDACIÓN PARA EL ÁREA MÉDICA BASADA EN TECNOLOGÍAS SEMÁNTICAS, BIG DATA Y REDES SOCIALES DE CUIDADOS MÉDICOS",PRIVADO,"1,587,000.00"
242541,CORPORATIVO S.O.S. S.A. DE C.V.,PLATAFORMA TECNOLÓGICA DE DIGITALIZACIÓN Y RESTAURACIÓN VIRTUAL DE DOCUMENTOS UTILIZANDO TÉCNICAS DE VISIÓN POR COMPUTADORA COMO PROCESAMIENTO DE IMÁGENES (SEGUNDA ETAPA),PRIVADO,"1,833,796.00"
241984,AGO CONSULTORES SA DE CV,DESARROLLO E IMPLEMENTACIÓN DE UN MODELO DE GESTIÓN DE CALIDAD EN LA AUDITORIA DE PLANOGRAMAS APOYADO POR PROCESAMIENTO DIGITAL DE IMÁGENES,PRIVADO,"1,116,862.00"
242054,RODAS COMPUTACION SA DE CV,PLATAFORMA TECNOLOGICA DE MONITORIZACION DE RIOS DE RESPUESTA RAPIDA,PRIVADO,"1,822,560.00"
244236,TELECOMUNICACIONES BARCELO S.A.P.I. DE C.V.,PLANTA SOLAR MIXTA DE GENERACIÓN DE ENERGÍA ELÉCTRICA ,PRIVADO,"2,448,275.00"
241033,RADANTER SA DE CV,DESARROLLO DE SISTEMA DE RECOLECCIÓN DE ENERGÍA DE RADIOFRECUENCIA BASADO EN UN ARREGLO DE RECTENAS PARA ALIMENTACIÓN DE DISPOSITIVOS ELECTRÓNICOS DE BAJA POTENCIA,PRIVADO,"5,690,357.00"
240578,RADANTER SA DE CV,DISEÑO Y FABRICACIÓN DE ANTENAS PLANARES PARA APLICACIONES DE BANDA ULTRA ANCHA,PRIVADO,"5,136,429.00"
241279,VARELA Y YEVERINO INGENIEROS S.A. DE CV.,DESARROLLO DE UN SISTEMA INNOVADOR PARA LA OPTIMIZACIÓN ENERGÉTICA Y PROVISIÓN EFICIENTE DE OXÍGENO EN PLANTAS AEROBICAS DE TRATAMIENTO DE AGUAS RESIDUALES,PRIVADO,"4,193,084.00"
242880,"PEISA FOODS, S.A. DE C.V.",DESARROLLO Y ESCALAMIENTO A NIVEL PILOTO DE UNA ALTERNATIVA FUNCIONAL DE MDM (CARNE MECÁNICAMENTE DESHUESADA),PRIVADO,"3,351,234.00"
242249,"LANMICROSYSTEMS, S.A. DE C.V.","TRAININGCLOUD:PLATAFORMA TECNOLÓGICA BASADA EN CÓMPUTO EN LA NUBE PARA LA GENERACIÓN AUTOMÁTICA DE CURSOS DE CAPACITACIÓN MEDIANTE TÉCNICAS DE ANÁLISIS SENTIMENTAL, MINERÍA DE OPINIONES Y GAMIFICATION",PRIVADO,"1,700,200.00"
244232,COMERKO S.P.R DE R.L,DESARROLLO E IMPLEMENTACIÓN DE UNA PLANTA PILOTO PARA LA PRODUCCIÓN DE BLOQUES Y PANELES A BASE DE SUSTRATO DE COCO.,PRIVADO,"3,211,179.00"
244178,PLASFORMER INDUSTRIES SA DE CV,I+D DE MASTERBATCH MULTIFUNCIONALES DERIVADOS DE UN NUEVO SISTEMA INTEGRAL MASTER-COUPLING-BATCH (M.A.C-B) PARA LA RECONSTRUCCIÓN DE CADENAS DE POLIESTER EN PROCESOS DE MOLDEO POR EXTRUSIÓN.,PRIVADO,"1,947,640.00"
242207,INDIGO ALIMENTOS E INNOVACION SA DE CV,DESARROLLO DE UN NUEVO PRODUCTO ALIMENTICIO DE ALTO VALOR NUTRICIONAL EMPACADO EN UN MATERIAL RESISTENTE A TECNOLOGÍAS DE ALTAS PRESIONES PARTE 2,PRIVADO,"3,718,370.00"
241533,GECOSOFT SA DE CV,PLATAFORMA TECNOLÓGICA BASADA EN GEOPOSICIONAMIENTO PARA RECOMENDACIÓN DE CONTENIDOS Y SERVICIOS TURÍSTICOS USANDO REDES SOCIALES ,PRIVADO,"1,780,780.00"
242125,PRODUCTORA DE SAN MIGUELITO S.DE P.R. DE R.L.,PROTOTIPO DE COCCIÓN CON PULSOS DE VACÍO PARA MEJORAR RENDIMIENTOS Y CONSERVACIÓN DEL CAMARÓN DESHIDRATADO,PRIVADO,"819,795.00"
241778,DITEMSA S.A.P.I. DE C.V.,DESARROLLO DE HERRAMENTALES PARA FABRICACIÓN DE COMPONENTES AUTOMOTRICES POR INYECCIÓN DE ALEACIÓN DE ALUMINIO EN ALTA PRESIÓN,PRIVADO,"7,818,738.00"
243129,"PROMOTORA INDUSTRIAL ACUASISTEMAS, S.A. DE C.V.","INNOVACIÓN EN ALIMENTOS BALANCEADOS FUNCIONALES DE NUEVA GENERACIÓN PARA EL CULTIVO DE PECES MARINOS DEL PACÍFICO Y DULCEACUÍCOLAS DE INTERÉS COMERCIAL, APLICANDO LA HURDLE TECHNOLOGY",PRIVADO,"6,761,479.00"
240239,"SERSI, S.A. DE C.V.",DESARROLLO DE UNA RED MÓVIL LPWAN (LOW-POWER WIDE-AREA NETWORK) EN LA BANDA ISM PARA CONECTAR MEDIDORES INTELIGENTES A INTERNET.,PRIVADO,"3,137,159.00"
241720,INNOVASOLVER S. DE R.L. DE C.V.,"PLATAFORMA TECNOLOGICA DE GEORECOMENDACION PARA PRODUCTOS Y SERVICIOS EN MODALIDAD SUBASTA INVERSA BASADO EN TECNICAS DE COMPUTO SENSIBLE AL CONTEXTO, ANÁLISIS DE SENTIMIENTOS, MINERÍA DE OPINIONES",PRIVADO,"1,932,889.00"
241453,CONSORCIO INDUSTRIAL Y DE SERVICIOS CHAVEZ POMBO SA DE CV,DESARROLLO E IMPLEMENTACIÓN DE LÍNEA PILOTO PARA EL PROCESAMIENTO DE CHOCOLATE QUE ADICIONE INGREDIENTES NO CONVENCIONALES PARA LA OBTENCIÓN DE NUEVAS FORMULACIONES DE SABORES,PRIVADO,"4,970,500.00"
242173,VERSTAND STAAT SAPI DE CV,PLATAFORMA PARA APLICACIONES DE MEDICINA PERSONALIZADA UTILIZANDO TÉCNICAS DE DATA SCIENCE EN DATOS MÉDICOS PARA SEGMENTACIÓN Y PREDICCIÓN DE DIABETES MELLITUS TIPO DOS E HIPERTENSIÓN,PRIVADO,"4,071,240.00"
242257,EFECTO MESCALINA SAPI DE CV,"BARK ID: DESARROLLO DE UNA HUELLA ACÚSTICA, BASADA EN UN SISTEMA DE RECONOCIMIENTO Y CLASIFICACIÓN DE LADRIDOS DE PERROS PARA APLICACIONES DE DOMÓTICA Y PUBLICIDAD",PRIVADO,"1,928,695.00"
240257,ARTIFIBRAS SA DE CV,"DISEÑO, DESARROLLO Y VALIDACIÓN DE USO DE CHAROLAS DE POLIPROPILENO EXPANDIDO PARA EL MANEJO Y CONSERVACIÓN DE BERRIES EN LOS PROCESOS POSTCOSECHA",PRIVADO,"2,059,411.00"
242805,AMMMEC SA DE CV,"SISTEMA DE ADMINISTRACIÓN Y CONTROL DE MANTENIMIENTO PREDICTIVO, PREVENTIVO Y CORRECTIVO PARA LA INDUSTRIA MINERA (MAQUINARIA DE MOLIENDA Y FLOTACIÓN)",PRIVADO,"2,515,579.00"
240345,VITRONATURA INNOVACION,PROCEDIMIENTO PILOTO PARA LA CLONACIÓN DE PALMAS DÁTIL (PHOENIX DACTYLIFERA) FEMENINAS MEDIANTE EMBRIOGÉNESIS SOMÁTICA.,PRIVADO,"3,539,708.00"
241948,DANTE INTERACTIVO SA DE CV,SISTEMA DE ENFRIAMIENTO HÍBRIDO CENTRAL AUTOMATIZADO ADECUADO PARA CLIMAS CALUROSOS PARA MANTENER UNA TEMPERATURA ESTABLE PARA UN CONJUNTO DE MÁQUINAS DE CORTE LÁSER.,PRIVADO,"4,374,488.00"
241953,DATOS EN TECNOLOGÍAS DE INFORMACIÓN Y COMUNICACIONES S.A. DE C.V.,"PLATAFORMA INTEGRAL MULTIDISPOSITIVO PARA PREVENCIÓN, MONITORIZACIÓN Y TRATAMIENTO DE ENFERMEDADES CRÓNICAS DEGENERATIVAS BASADAS EN TECNOLOGÍAS SEMÁNTICAS, MINERÍA DE DATOS E INTELIGENCIA COLECTIVA",PRIVADO,"1,821,700.00"
243168,ASIDETECH RESEARCH SA DE CV,DISEÑO Y DESARROLLO DE SISTEMA PILOTO DE INSPECCIÓN TOPOGRÁFICA AUTOMATIZADA MEDIANTE ESCANEO 3D PARA LA DETECCIÓN DE DISCONTINUIDADES EN LÍNEA EN HERRAMENTALES DE CONFORMADO,PRIVADO,"4,938,500.00"
240830,PH DEVICES R&D SA DE CV,"E3:DESARROLLO E INTEGRACIÓN DE NUEVOS ALGORITMOS DE RECONSTRUCCIÓN, CELDA DE CARGA E INTELIGENCIA DE NEGOCIOS EN LA NUBE PARA UN SISTEMA PORTABLE DE ESCANEO CORPORAL EN 3D CON APLICACIONES BIOMÉDICAS.",PRIVADO,"2,312,200.00"
244219,INDUSTRIAL LODI S.A. DE C.V.,INNOVACIÓN Y DESARROLLO TECNOLÓGICO EN SISTEMAS INTEGRALES PARA SEMI-REMOLQUES AUTOMATIZADOS TIPO VOLTEO PARA CARGA PESADA PARA EL SECTOR MINERO,PRIVADO,"3,849,000.00"
240480,CORPORATIVO DE SERVICIOS MEDICOS Y DE SALUD EN EL TRABAJO DE MEXICO S. DE R. L DE C.V,SISTEMA INTELIGENTE PARA ATENDER DESÓRDENES CARDIOVASCULARES Y NEUROLÓGICOS EN DISFUNCIÓN AUTONÓMICA ,PRIVADO,"3,237,500.00"
241538,IDEA PLANETA S.A. DE C.V.,DESARROLLO DE UN MODELO DE EDUCACIÓN AMBIENTAL BASADO EN CINE DEBATE MEDIANTE UNA PLATAFORMA DIGITAL,PRIVADO,"878,125.00"
241787,GRUPO FAROAL SA DE CV,CREACIÓN DE UN NOVEDOSO RECUBRIMIENTO DE ALTA DENSIDAD PARA RODILLOS METÁLICOS DE ALTO DESEMPEÑO Y DURACIÓN UTILIZADOS EN PLANTAS GALVANIZADORAS,PRIVADO,"4,105,824.00"
240121,ASTI CONSULTORIA DE SOFTWARE SA DE CV,VIGÍA-NET: PLATAFORMA TECNOLÓGICA DE VIGILANCIA,PRIVADO,"1,996,220.00"
242498,CREAMOS MAS S. A. DE C. V.,"PROCESO DE PRODUCCION DE ALGINATO DE SODIO MEDIANTE SARGASSUM SP (SARGAZO), UTILIZANDO POLIETILENGLICOLES DE ALTA DENSIDAD",PRIVADO,"6,452,718.00"
240840,IMR SOLUTIONS S.A. DE C.V.,DISEÑO Y FABRICACIÓN DE CELDAS SOLARES DE TERCERA GENERACIÓN A BASE DE COMPUESTOS NANO-ESTRUCTURADOS,PRIVADO,"3,057,478.00"
243829,MI ADN SA DE CV,GENERACIÓN Y VALIDACIÓN DE NUEVOS BIOPANELES APLICABLES A PLATAFORMAS DE SECUENCIACIÓN MASIVA PARA EL DIAGNÓSTICO Y TRATAMIENTO DE BAJO COSTO EN ENVEJECIMIENTO CUTÁNEO Y RENDIMIENTO DEPORTIVO.,PRIVADO,"3,243,630.00"
242589,"DAE LABS, S.A. DE C.V.",DESARROLLO DEL MÓDULO DE ARRESTO DINÁMICO PARA SIMULADORES DE PROCESOS DE SOLIDIFICACIÓN AMORFA DE LÍQUIDOS FORMADORES DE VIDRIOS Y GELES,PRIVADO,"5,225,000.00"
240327,GESTION TECNOLOGICA AVANZADA SA DE CV,DISEÑO DE UNA PLANTA PILOTO PARA LA ELABORACIÓN DE KITS PARA LA AMPLIFICACIÓN Y DETECCIÓN MÚLTIPLE DE PATÓGENOS BACTERIANOS CAUSANTES DE INFECCIÓN CERVICOVAGINAL,PRIVADO,"8,265,500.00"
242594,KUBEET S. DE R.L. DE C.V.,FITOSMART: PLATAFORMA TECNOLÓGICA DE FITOMONITORIZACIÓN DE CULTIVO HIDROPÓNICO UTILIZANDO CÓMPUTO SENSIBLE AL CONTEXTO Y TÉCNICAS DE INTELIGENCIA ARTIFICIAL,PRIVADO,"1,838,100.00"
241048,"REFRIGERACION, EQUIPOS Y CONTROLES S.A.",INNOVACIÓN EN INTERCAMBIADORES DE CALOR PARA LA INDUSTRIA DE LA REFRIGERACIÓN,PRIVADO,"9,205,886.00"
240445,DISEÑO E INGENIERIA SUSTENTABLE SA DE CV,MEDIDOR BIDIRECCIONAL INTELIGENTE CON CAPACIDAD DE DETECCIÓN DE FIRMAS DE CONSUMO E INTERFAZ INALÁMBRICO CON EL USUARIO,PRIVADO,"4,348,600.00"
242365,CONTROL OPERATIVO COMERCIAL SA DE CV,HUERTO CASERO PORTÁTIL CON SISTEMA AUTOMATIZADO DE FERTIRRIGACIÓN POR AEROPONÍA (FLYING GARDEN),PRIVADO,"1,864,060.00"
240723,XT CONSULTING S.A DE C.V,"PLATAFORMA WEB PARA GENERACIÓN DE TRAYECTORIAS DE APRENDIZAJE PERSONALIZADO BASADO EN FILTROS COLABORATIVOS CON OPERADORES DIFUSOS DE AGREGACIÓN, PARA ESTUDIANTES DE MATEMÁTICAS EN EDUCACIÓN BÁSICA",PRIVADO,"7,335,590.00"
243356,KETZIN MEXICANOS EN INNOVACION S.A. DE C.V.,PUPITRE ELECTRÓNICO INTERACTIVO PARA OPTIMIZACIÓN EN LA ENSEÑANZA MEDIA SUPERIOR,PRIVADO,"2,438,943.00"
241654,"SOLUCIONES DIGITALES Y DE PROCESOS,  S.A. DE C.V.","PLATAFORMA INTELIGENTE, INTEGRAL E INTERACTIVA DE ÁMBITO EDUCATIVO Y LINGÜÍSTICO (EDU MANAGER)",PRIVADO,"9,851,321.00"
240777,"CENTRO PARA LA INNOVACION Y LA MOVILIDAD, S.A. DE C.V.","PLATAFORMA DIGITAL PARA EL CONTROL, SEGUIMIENTO Y VALIDACIÓN (NORMATIVIDAD) DE PROCESOS DE PRODUCCIÓN DE MIEL ORGÁNICA.",PRIVADO,"3,975,000.00"
241894,HIELO DE MONTECRISTO SA DE CV,PRODUCCIÓN DE DISPOSITIVOS PROTECTORES REFRIGERADOS PARA MOTOCICLISMO Y DEPORTES MOTORIZADOS SEGUNDA FASE: SOLICITUD DE PATENTE Y MÉTODO DE PRODUCCIÓN PILOTO DE ¿COOL RIDE JACKET¿ Y ¿COOL RIDE HELMET¿,PRIVADO,"4,677,500.00"
242578,BROVEDANI REME MEXICO SA DE CV,DESARROLLO DE UN PROTOCOLO DE EVALUACIÓN DE LA LIMPIEZA EN AUTOPARTES MAQUINADAS PARA LA VALIDACIÓN DE PROCESOS AUTOMATIZADOS DE INSPECCIÓN VISUAL Y DIMENSIONAL DE ELEVADA PRODUCTIVIDAD,PRIVADO,"5,829,929.00"
240543,"INNOVACIÓN TECNOLÓGICA EN SOLDADURA Y SUPERFICIES, S.A. DE C.V.",DISEÑO Y DESARROLLO DE CELDA PROTOTIPO PARA LA APLICACIÓN DE REVESTIMIENTOS DE ALTA DUREZA MEDIANTE PROCESOS DE SOLDADURA AVANZADA A COMPONENTES SOMETIDOS A CONDICIONES DE IMPACTO SEVERO,PRIVADO,"4,985,925.00"
240900,EYESOFT S.A. DE C.V.,"SISTEMA AUTOMATIZADO DE ALIMENTACIÓN, DOSIFICACIÓN REMOTA Y SEGUIMIENTO DE SALUD PARA MASCOTAS (AP-PET-ITE) ",PRIVADO,"2,024,450.00"
240905,"INGENIERÍA EN MANTENIMIENTO Y SISTEMAS, S.A. DE C.V.",SISTEMA DE PROMOCIÓN TURÍSTICA CON INTERACCIÓN NFC.,PRIVADO,"1,494,915.00"
240816,TECNOSURF SA DE CV,DISEÑO Y DESARROLLO DE UN SISTEMA AVANZADO DE SOLDADURA POR TRANSFERENCIA DE METAL EN FRIO CMT PARA UNIONES DISIMILES (ACEROS GALVANIZADOS Y ALUMINIO) PARA SU APLICACIÓN EN EL SECTOR AUTOMOTRIZ,PRIVADO,"4,983,575.00"
241298,DISTRIBUIDORA DE INNOVACIÓN Y TECNOLOGÍA S.A. DE C.V.,SISTEMA INTEGRAL PARA EL MONITOREO DE PERSONAS CON ESTRÉS ETAPA 2: INTEGRACIÓN DE SENSORES DE MEDICIÓN Y TRATAMIENTOS,PRIVADO,"1,493,165.00"
243040,TECNOLOGIA EN SERVICIOS BIOMEDICOS SAPI DE CV,SISTEMA PARA EL CONTROL Y MONITOREO DE LA ADHERENCIA DE MEDICAMENTOS ,PRIVADO,"1,488,265.00"
243276,AASI INNOVACIONES SA DE CV,SISTEMA DE MONITOREO Y CONTROL VEHICULAR CON PREVENCIÓN INTELIGENTE DE FALLAS EN EL MOTOR,PRIVADO,"2,392,500.00"
242767,NUTRIPROTEOMICS S.A. DE C.V.,DISEÑO E IMPLEMENTACIÓN DE UN MÉTODO DE CONTROL NO LINEAL PARA LA OPTIMIZACIÓN DEL RENDIMIENTO DE BIOMASA DE LEVADURA Y MONITOREO DE LA PRODUCCIÓN DE BETA GLUCANOS EN PLANTA PILOTO ,PRIVADO,"2,459,604.00"
243410,DIPROCAT SA DE CV,"DESARROLLO DE UN DISPOSITIVO PARA MEDICIÓN DE RESISTIVIDAD EN SUELOS, IMPLEMENTANDO HARDWARE PROPIETARIO Y UN SISTEMA DE ALIMENTACIÓN HÍBRIDO.",PRIVADO,"5,701,435.00"
243402,BUSINESSLANDIA S DE RL,SMARTCOPMAPS: DESARROLLO DE SISTEMA INTELIGENTE DE SEGURIDAD CON GEOLOCALIZACIÓN PARA PREVENIR Y EFICIENTAR LAS ACCIONES CONTRA EL DELITO,PRIVADO,"3,288,000.00"
243132,SALTILLO TOOLING SHOP S.A. DE C.V.,DISEÑO Y DESARROLLO DE UNA CELDA PROTOTIPO CON APLICACIONES DE ELECTROCONFORMADO PARA LA FABRICACIÓN DE INSERTOS PARA MOLDES DE INYECCIÓN DE PLÁSTICO,PRIVADO,"4,665,250.00"
241493,MANAGETECH SA DE CV,DISEÑO Y DESARROLLO DE UNA CELDA FLEXIBLE DE SOLDADURA POR FRICCIÓN-AGITACIÓN PARA LA UNIÓN DE MATERIALES DISIMILES (AL-ACERO) USADOS EN LA INDUSTRIA AUTOMOTRIZ,PRIVADO,"4,998,300.00"
243315,DISTRIBUIDORA DE ACCESORIOS DE TECNOLOGÍA SA DE CV,SISTEMA DE MONITOREO Y LOCALIZACIÓN DE PERSONAS EN RIESGO.,PRIVADO,"1,526,780.00"
241014,KEET ELECTRONICS S.A. DE C.V.,DISPOSITIVO ELECTRÓNICO DE CONTROL DE CARGAS ELÉCTRICAS POR MEDIO DE IMPULSOS NEURONALES,PRIVADO,"3,519,000.00"
240310,SERVICIOS Y GESTION EN TECNOLOGIAS DE INFORMACION SA DE CV,"DISEÑO, DESARROLLO Y PUESTA EN MARCHA DE UNA PLATAFORMA WEB Y MÓVIL INTERACTIVA CON ARQUITECTURA DE HARDWARE BASADA EN TECNOLOGÍAS RA, RV, QR",PRIVADO,"2,547,837.00"
241476,ECO MUSEO DEL CACAO MAYA S.A DE C.V.,OPTIMIZACIÓN DE LA FERMENTACIÓN DE LOS GRANOS BLANCOS DE CACAO EN FERMENTADOR PILOTO Y CAJAS,PRIVADO,"2,470,793.00"
240251,"FUNDACION INTERDISCIPLINARIA PARA EL DESARROLLO EMPRESARIAL, S. DE R.L. DE C.V.","DISEÑO, DESARROLLO Y PUESTA EN MARCHA DE UN PROTOTIPO SISTEMA DE RADIOGRAFIA DIGITAL MULTIMODAL PARA SERVICIOS ODONTOLOGICOS ",PRIVADO,"3,608,209.00"
242695,GUARD TEK SA DE CV,TECNOLOGÍA DE SENSADO IR Y MEDICIÓN INERCIAL PARA MODELADO POR DEEP LEARNING DE HÁBITOS DE MANEJO PARA EVITAR ACCIDENTES CAUSADOS POR FATIGA O DISTRACCIÓN EN CONDUCTORES DE TRACTOCAMIÓN O AUTOBÚS. ,PRIVADO,"7,117,520.00"
243523,"ITNOVARE SOLUTIONS, SA DE CV",DISPOSITIVO PORTABLE PARA LA DETECCIÓN DE CRISIS EPILÉPTICAS (ANGEL BRACELET),PRIVADO,"2,305,960.00"
240557,"INGENIERIA Y PROTOTIPOS INDUSTRIALES, S.A. DE C.V.",DISEÑO Y DESARROLLO DE SISTEMAS FLEXIBLES ADAPTABLES AL ASIENTO DE UN VEHÍCULO PARA PERSONAL CON MOVILIDAD REDUCIDA,PRIVADO,"4,978,250.00"
242469,XELIX ESPUMAS FLEXIBLES SA DE CV,"DESARROLLO DE UN COLCHÓN DE FIRMEZA, HUMEDAD Y TEMPERATURA AJUSTABLE CON FINES TERAPÉUTICOS",PRIVADO,"1,902,408.00"
242571,"MEDICINA, ELECTRICIDAD Y CONSTRUCCION S DE RL DE CV",SISTEMA INTEGRAL DE CONTROL DE LA SALUD (SICSA),PRIVADO,"2,702,880.00"
242574,Jamajal S. de R.L. de C.V.,ESTUDIO PILOTO PARA REALIZAR MARKETING ON-LINE A TRAVÉS DE STREAMING Y REDES SOCIALES,PRIVADO,"2,454,173.00"
242813,RD BIOTEC SA DE CV,DESARROLLO DE UN ANTICUERPO HUMANO INNOVADOR BI-ESPECÍFICO PARA PREVENCIÓN Y TRATAMIENTO CONTRA INFECCIONES NOSOCOMIALES,PRIVADO,"5,998,500.00"
242313,TECNOLOGÍAS DISRUPTIVAS S.A.P.I. DE C.V.,PROCESO PARA LA OBTENCIÓN DE COMPOSICIÓN DE BAJO NIVEL DE ACIDEZ Y RESISTENTE A LA OXIDACIÓN PARA LA ELABORACIÓN DE BIODIESEL A PARTIR DE DIVERSOS TIPOS DE BIOMASAS. ,PRIVADO,"3,033,800.00"
